,season,clubs_name,round,promoted,game,win,draw,lose,goals,g_difference,pts,team_pos,key
648,2017,Hapoel Beer Sheva,13,0,Regular Season,9,3,1,26:13,13,30,1,Regular Season - 13 - 2017 - Hapoel Beer Sheva
649,2017,Hapoel Haifa,13,0,Regular Season,8,4,1,23:11,12,28,2,Regular Season - 13 - 2017 - Hapoel Haifa
650,2017,Beitar Jerusalem,13,0,Regular Season,8,3,2,33:19,14,27,3,Regular Season - 13 - 2017 - Beitar Jerusalem
651,2017,Maccabi Tel Aviv,13,0,Regular Season,6,5,2,21:15,6,23,4,Regular Season - 13 - 2017 - Maccabi Tel Aviv
652,2017,Maccabi Netanya,13,0,Regular Season,5,5,3,24:15,9,20,5,Regular Season - 13 - 2017 - Maccabi Netanya
653,2017,Bnei Yehuda,13,0,Regular Season,6,2,5,18:15,3,20,6,Regular Season - 13 - 2017 - Bnei Yehuda
654,2017,Ironi Kiryat Shmona,13,0,Regular Season,5,4,4,16:12,4,19,7,Regular Season - 13 - 2017 - Ironi Kiryat Shmona
655,2017,Maccabi Haifa,13,0,Regular Season,4,4,5,15:15,0,16,8,Regular Season - 13 - 2017 - Maccabi Haifa
656,2017,Maccabi Petah Tikva,13,0,Regular Season,4,3,6,14:19,-5,15,9,Regular Season - 13 - 2017 - Maccabi Petah Tikva
657,2017,Bnei Sakhnin,13,0,Regular Season,4,3,6,10:17,-7,15,10,Regular Season - 13 - 2017 - Bnei Sakhnin
658,2017,Hapoel Ashkelon,13,0,Regular Season,2,6,5,14:18,-4,12,11,Regular Season - 13 - 2017 - Hapoel Ashkelon
659,2017,Hapoel Ra'anana,13,0,Regular Season,2,2,9,9:22,-13,8,12,Regular Season - 13 - 2017 - Hapoel Ra'anana
660,2017,Hapoel Acre,13,0,Regular Season,2,2,9,12:31,-19,8,13,Regular Season - 13 - 2017 - Hapoel Acre
661,2017,Ashdod,13,0,Regular Season,1,4,8,8:21,-13,7,14,Regular Season - 13 - 2017 - Ashdod
662,2017,Hapoel Beer Sheva,14,0,Regular Season,9,3,2,26:14,12,30,1,Regular Season - 14 - 2017 - Hapoel Beer Sheva
663,2017,Hapoel Haifa,14,0,Regular Season,8,5,1,23:11,12,29,2,Regular Season - 14 - 2017 - Hapoel Haifa
664,2017,Beitar Jerusalem,14,0,Regular Season,8,3,3,34:21,13,27,3,Regular Season - 14 - 2017 - Beitar Jerusalem
665,2017,Maccabi Tel Aviv,14,0,Regular Season,7,5,2,23:16,7,26,4,Regular Season - 14 - 2017 - Maccabi Tel Aviv
666,2017,Maccabi Netanya,14,0,Regular Season,6,5,3,25:15,10,23,5,Regular Season - 14 - 2017 - Maccabi Netanya
667,2017,Bnei Yehuda,14,0,Regular Season,7,2,5,20:15,5,23,6,Regular Season - 14 - 2017 - Bnei Yehuda
668,2017,Ironi Kiryat Shmona,14,0,Regular Season,5,4,5,16:14,2,19,7,Regular Season - 14 - 2017 - Ironi Kiryat Shmona
669,2017,Bnei Sakhnin,14,0,Regular Season,5,3,6,12:18,-6,18,8,Regular Season - 14 - 2017 - Bnei Sakhnin
670,2017,Maccabi Haifa,14,0,Regular Season,4,4,6,15:17,-2,16,9,Regular Season - 14 - 2017 - Maccabi Haifa
671,2017,Maccabi Petah Tikva,14,0,Regular Season,4,4,6,15:20,-5,16,10,Regular Season - 14 - 2017 - Maccabi Petah Tikva
672,2017,Hapoel Ashkelon,14,0,Regular Season,2,7,5,14:18,-4,13,11,Regular Season - 14 - 2017 - Hapoel Ashkelon
673,2017,Hapoel Ra'anana,14,0,Regular Season,3,2,9,11:22,-11,11,12,Regular Season - 14 - 2017 - Hapoel Ra'anana
674,2017,Ashdod,14,0,Regular Season,1,5,8,9:22,-13,8,13,Regular Season - 14 - 2017 - Ashdod
675,2017,Hapoel Acre,14,0,Regular Season,2,2,10,13:33,-20,8,14,Regular Season - 14 - 2017 - Hapoel Acre
676,2017,Hapoel Beer Sheva,15,0,Regular Season,10,3,2,28:14,14,33,1,Regular Season - 15 - 2017 - Hapoel Beer Sheva
677,2017,Hapoel Haifa,15,0,Regular Season,9,5,1,25:11,14,32,2,Regular Season - 15 - 2017 - Hapoel Haifa
678,2017,Beitar Jerusalem,15,0,Regular Season,9,3,3,37:22,15,30,3,Regular Season - 15 - 2017 - Beitar Jerusalem
679,2017,Maccabi Tel Aviv,15,0,Regular Season,8,5,2,25:17,8,29,4,Regular Season - 15 - 2017 - Maccabi Tel Aviv
680,2017,Maccabi Netanya,15,0,Regular Season,7,5,3,28:15,13,26,5,Regular Season - 15 - 2017 - Maccabi Netanya
681,2017,Bnei Yehuda,15,0,Regular Season,8,2,5,23:16,7,26,6,Regular Season - 15 - 2017 - Bnei Yehuda
682,2017,Ironi Kiryat Shmona,15,0,Regular Season,5,4,6,17:16,1,19,7,Regular Season - 15 - 2017 - Ironi Kiryat Shmona
683,2017,Bnei Sakhnin,15,0,Regular Season,5,4,6,13:19,-6,19,8,Regular Season - 15 - 2017 - Bnei Sakhnin
684,2017,Maccabi Haifa,15,0,Regular Season,4,4,7,15:19,-4,16,9,Regular Season - 15 - 2017 - Maccabi Haifa
685,2017,Maccabi Petah Tikva,15,0,Regular Season,4,4,7,15:22,-7,16,10,Regular Season - 15 - 2017 - Maccabi Petah Tikva
686,2017,Hapoel Ashkelon,15,0,Regular Season,2,7,6,15:21,-6,13,11,Regular Season - 15 - 2017 - Hapoel Ashkelon
687,2017,Hapoel Ra'anana,15,0,Regular Season,3,3,9,12:23,-11,12,12,Regular Season - 15 - 2017 - Hapoel Ra'anana
688,2017,Ashdod,15,0,Regular Season,1,5,9,10:25,-15,8,13,Regular Season - 15 - 2017 - Ashdod
689,2017,Hapoel Acre,15,0,Regular Season,2,2,11,13:36,-23,8,14,Regular Season - 15 - 2017 - Hapoel Acre
690,2017,Hapoel Beer Sheva,16,0,Regular Season,11,3,2,29:14,15,36,1,Regular Season - 16 - 2017 - Hapoel Beer Sheva
691,2017,Hapoel Haifa,16,0,Regular Season,10,5,1,26:11,15,35,2,Regular Season - 16 - 2017 - Hapoel Haifa
692,2017,Beitar Jerusalem,16,0,Regular Season,10,3,3,38:22,16,33,3,Regular Season - 16 - 2017 - Beitar Jerusalem
693,2017,Maccabi Tel Aviv,16,0,Regular Season,9,5,2,26:17,9,32,4,Regular Season - 16 - 2017 - Maccabi Tel Aviv
694,2017,Maccabi Netanya,16,0,Regular Season,7,6,3,30:17,13,27,5,Regular Season - 16 - 2017 - Maccabi Netanya
695,2017,Bnei Yehuda,16,0,Regular Season,8,2,6,23:17,6,26,6,Regular Season - 16 - 2017 - Bnei Yehuda
696,2017,Ironi Kiryat Shmona,16,0,Regular Season,5,4,7,18:18,0,19,7,Regular Season - 16 - 2017 - Ironi Kiryat Shmona
697,2017,Bnei Sakhnin,16,0,Regular Season,5,4,7,13:20,-7,19,8,Regular Season - 16 - 2017 - Bnei Sakhnin
698,2017,Maccabi Haifa,16,0,Regular Season,4,4,8,15:20,-5,16,9,Regular Season - 16 - 2017 - Maccabi Haifa
699,2017,Maccabi Petah Tikva,16,0,Regular Season,4,4,8,15:23,-8,16,10,Regular Season - 16 - 2017 - Maccabi Petah Tikva
700,2017,Hapoel Ashkelon,16,0,Regular Season,2,7,7,15:22,-7,13,11,Regular Season - 16 - 2017 - Hapoel Ashkelon
701,2017,Hapoel Ra'anana,16,0,Regular Season,3,4,9,14:25,-11,13,12,Regular Season - 16 - 2017 - Hapoel Ra'anana
702,2017,Ashdod,16,0,Regular Season,2,5,9,12:26,-14,11,13,Regular Season - 16 - 2017 - Ashdod
703,2017,Hapoel Acre,16,0,Regular Season,3,2,11,14:36,-22,11,14,Regular Season - 16 - 2017 - Hapoel Acre
704,2017,Hapoel Beer Sheva,17,0,Regular Season,11,4,2,29:14,15,37,1,Regular Season - 17 - 2017 - Hapoel Beer Sheva
705,2017,Beitar Jerusalem,17,0,Regular Season,11,3,3,40:22,18,36,2,Regular Season - 17 - 2017 - Beitar Jerusalem
706,2017,Hapoel Haifa,17,0,Regular Season,10,5,2,26:13,13,35,3,Regular Season - 17 - 2017 - Hapoel Haifa
707,2017,Maccabi Tel Aviv,17,0,Regular Season,10,5,2,29:17,12,35,4,Regular Season - 17 - 2017 - Maccabi Tel Aviv
708,2017,Maccabi Netanya,17,0,Regular Season,7,6,4,30:20,10,27,5,Regular Season - 17 - 2017 - Maccabi Netanya
709,2017,Bnei Yehuda,17,0,Regular Season,8,3,6,23:17,6,27,6,Regular Season - 17 - 2017 - Bnei Yehuda
710,2017,Bnei Sakhnin,17,0,Regular Season,6,4,7,15:21,-6,22,7,Regular Season - 17 - 2017 - Bnei Sakhnin
711,2017,Ironi Kiryat Shmona,17,0,Regular Season,5,4,8,18:20,-2,19,8,Regular Season - 17 - 2017 - Ironi Kiryat Shmona
712,2017,Maccabi Haifa,17,0,Regular Season,5,4,8,18:20,-2,19,9,Regular Season - 17 - 2017 - Maccabi Haifa
713,2017,Maccabi Petah Tikva,17,0,Regular Season,5,4,8,17:23,-6,19,10,Regular Season - 17 - 2017 - Maccabi Petah Tikva
714,2017,Hapoel Ashkelon,17,0,Regular Season,3,7,7,16:22,-6,16,11,Regular Season - 17 - 2017 - Hapoel Ashkelon
715,2017,Hapoel Ra'anana,17,0,Regular Season,3,4,10,14:28,-14,13,12,Regular Season - 17 - 2017 - Hapoel Ra'anana
716,2017,Ashdod,17,0,Regular Season,2,5,10,13:28,-15,11,13,Regular Season - 17 - 2017 - Ashdod
717,2017,Hapoel Acre,17,0,Regular Season,3,2,12,14:37,-23,11,14,Regular Season - 17 - 2017 - Hapoel Acre
718,2017,Hapoel Beer Sheva,18,0,Regular Season,11,5,2,30:15,15,38,1,Regular Season - 18 - 2017 - Hapoel Beer Sheva
719,2017,Maccabi Tel Aviv,18,0,Regular Season,11,5,2,32:18,14,38,2,Regular Season - 18 - 2017 - Maccabi Tel Aviv
720,2017,Beitar Jerusalem,18,0,Regular Season,11,4,3,41:23,18,37,3,Regular Season - 18 - 2017 - Beitar Jerusalem
721,2017,Hapoel Haifa,18,0,Regular Season,10,6,2,27:14,13,36,4,Regular Season - 18 - 2017 - Hapoel Haifa
722,2017,Bnei Yehuda,18,0,Regular Season,9,3,6,25:18,7,30,5,Regular Season - 18 - 2017 - Bnei Yehuda
723,2017,Maccabi Netanya,18,0,Regular Season,7,7,4,32:22,10,28,6,Regular Season - 18 - 2017 - Maccabi Netanya
724,2017,Maccabi Petah Tikva,18,0,Regular Season,6,4,8,19:23,-4,22,7,Regular Season - 18 - 2017 - Maccabi Petah Tikva
725,2017,Bnei Sakhnin,18,0,Regular Season,6,4,8,15:23,-8,22,8,Regular Season - 18 - 2017 - Bnei Sakhnin
726,2017,Ironi Kiryat Shmona,18,0,Regular Season,5,5,8,19:21,-2,20,9,Regular Season - 18 - 2017 - Ironi Kiryat Shmona
727,2017,Maccabi Haifa,18,0,Regular Season,5,4,9,19:23,-4,19,10,Regular Season - 18 - 2017 - Maccabi Haifa
728,2017,Hapoel Ashkelon,18,0,Regular Season,3,7,8,16:23,-7,16,11,Regular Season - 18 - 2017 - Hapoel Ashkelon
729,2017,Hapoel Ra'anana,18,0,Regular Season,4,4,10,15:28,-13,16,12,Regular Season - 18 - 2017 - Hapoel Ra'anana
730,2017,Ashdod,18,0,Regular Season,2,6,10,15:30,-15,12,13,Regular Season - 18 - 2017 - Ashdod
731,2017,Hapoel Acre,18,0,Regular Season,3,2,13,15:39,-24,11,14,Regular Season - 18 - 2017 - Hapoel Acre
732,2017,Maccabi Tel Aviv,19,0,Regular Season,12,5,2,35:19,16,41,1,Regular Season - 19 - 2017 - Maccabi Tel Aviv
733,2017,Hapoel Beer Sheva,19,0,Regular Season,12,5,2,31:15,16,41,2,Regular Season - 19 - 2017 - Hapoel Beer Sheva
734,2017,Beitar Jerusalem,19,0,Regular Season,12,4,3,45:25,20,40,3,Regular Season - 19 - 2017 - Beitar Jerusalem
735,2017,Hapoel Haifa,19,0,Regular Season,10,6,3,27:16,11,36,4,Regular Season - 19 - 2017 - Hapoel Haifa
736,2017,Bnei Yehuda,19,0,Regular Season,9,4,6,26:19,7,31,5,Regular Season - 19 - 2017 - Bnei Yehuda
737,2017,Maccabi Netanya,19,0,Regular Season,7,8,4,33:23,10,29,6,Regular Season - 19 - 2017 - Maccabi Netanya
738,2017,Ironi Kiryat Shmona,19,0,Regular Season,6,5,8,21:21,0,23,7,Regular Season - 19 - 2017 - Ironi Kiryat Shmona
739,2017,Maccabi Petah Tikva,19,0,Regular Season,6,5,8,20:24,-4,23,8,Regular Season - 19 - 2017 - Maccabi Petah Tikva
740,2017,Bnei Sakhnin,19,0,Regular Season,6,4,9,17:27,-10,22,9,Regular Season - 19 - 2017 - Bnei Sakhnin
741,2017,Maccabi Haifa,19,0,Regular Season,5,5,9,19:23,-4,20,10,Regular Season - 19 - 2017 - Maccabi Haifa
742,2017,Hapoel Ra'anana,19,0,Regular Season,4,5,10,16:29,-13,17,11,Regular Season - 19 - 2017 - Hapoel Ra'anana
743,2017,Hapoel Ashkelon,19,0,Regular Season,3,7,9,17:26,-9,16,12,Regular Season - 19 - 2017 - Hapoel Ashkelon
744,2017,Ashdod,19,0,Regular Season,2,7,10,15:30,-15,13,13,Regular Season - 19 - 2017 - Ashdod
745,2017,Hapoel Acre,19,0,Regular Season,3,2,14,15:40,-25,11,14,Regular Season - 19 - 2017 - Hapoel Acre
746,2017,Hapoel Beer Sheva,20,0,Regular Season,13,5,2,34:16,18,44,1,Regular Season - 20 - 2017 - Hapoel Beer Sheva
747,2017,Maccabi Tel Aviv,20,0,Regular Season,12,6,2,35:19,16,42,2,Regular Season - 20 - 2017 - Maccabi Tel Aviv
748,2017,Beitar Jerusalem,20,0,Regular Season,12,4,4,46:27,19,40,3,Regular Season - 20 - 2017 - Beitar Jerusalem
749,2017,Hapoel Haifa,20,0,Regular Season,11,6,3,28:16,12,39,4,Regular Season - 20 - 2017 - Hapoel Haifa
750,2017,Maccabi Netanya,20,0,Regular Season,8,8,4,35:24,11,32,5,Regular Season - 20 - 2017 - Maccabi Netanya
751,2017,Bnei Yehuda,20,0,Regular Season,9,5,6,26:19,7,32,6,Regular Season - 20 - 2017 - Bnei Yehuda
752,2017,Ironi Kiryat Shmona,20,0,Regular Season,7,5,8,23:22,1,26,7,Regular Season - 20 - 2017 - Ironi Kiryat Shmona
753,2017,Maccabi Petah Tikva,20,0,Regular Season,6,6,8,21:25,-4,24,8,Regular Season - 20 - 2017 - Maccabi Petah Tikva
754,2017,Bnei Sakhnin,20,0,Regular Season,6,4,10,18:29,-11,22,9,Regular Season - 20 - 2017 - Bnei Sakhnin
755,2017,Maccabi Haifa,20,0,Regular Season,5,6,9,20:24,-4,21,10,Regular Season - 20 - 2017 - Maccabi Haifa
756,2017,Hapoel Ra'anana,20,0,Regular Season,4,5,11,17:32,-15,17,11,Regular Season - 20 - 2017 - Hapoel Ra'anana
757,2017,Hapoel Ashkelon,20,0,Regular Season,3,7,10,18:28,-10,16,12,Regular Season - 20 - 2017 - Hapoel Ashkelon
758,2017,Ashdod,20,0,Regular Season,3,7,10,17:31,-14,16,13,Regular Season - 20 - 2017 - Ashdod
759,2017,Hapoel Acre,20,0,Regular Season,3,2,15,15:41,-26,11,14,Regular Season - 20 - 2017 - Hapoel Acre
760,2017,Maccabi Tel Aviv,21,0,Regular Season,13,6,2,36:19,17,45,1,Regular Season - 21 - 2017 - Maccabi Tel Aviv
761,2017,Hapoel Beer Sheva,21,0,Regular Season,13,5,3,34:17,17,44,2,Regular Season - 21 - 2017 - Hapoel Beer Sheva
762,2017,Beitar Jerusalem,21,0,Regular Season,13,4,4,49:28,21,43,3,Regular Season - 21 - 2017 - Beitar Jerusalem
763,2017,Hapoel Haifa,21,0,Regular Season,12,6,3,29:16,13,42,4,Regular Season - 21 - 2017 - Hapoel Haifa
764,2017,Maccabi Netanya,21,0,Regular Season,9,8,4,37:25,12,35,5,Regular Season - 21 - 2017 - Maccabi Netanya
765,2017,Bnei Yehuda,21,0,Regular Season,9,6,6,27:20,7,33,6,Regular Season - 21 - 2017 - Bnei Yehuda
766,2017,Maccabi Petah Tikva,21,0,Regular Season,7,6,8,24:25,-1,27,7,Regular Season - 21 - 2017 - Maccabi Petah Tikva
767,2017,Ironi Kiryat Shmona,21,0,Regular Season,7,5,9,24:24,0,26,8,Regular Season - 21 - 2017 - Ironi Kiryat Shmona
768,2017,Bnei Sakhnin,21,0,Regular Season,6,4,11,18:30,-12,22,9,Regular Season - 21 - 2017 - Bnei Sakhnin
769,2017,Maccabi Haifa,21,0,Regular Season,5,6,10,21:27,-6,21,10,Regular Season - 21 - 2017 - Maccabi Haifa
770,2017,Ashdod,21,0,Regular Season,3,8,10,18:32,-14,17,11,Regular Season - 21 - 2017 - Ashdod
771,2017,Hapoel Ra'anana,21,0,Regular Season,4,5,12,17:33,-16,17,12,Regular Season - 21 - 2017 - Hapoel Ra'anana
772,2017,Hapoel Ashkelon,21,0,Regular Season,3,7,11,18:31,-13,16,13,Regular Season - 21 - 2017 - Hapoel Ashkelon
773,2017,Hapoel Acre,21,0,Regular Season,4,2,15,16:41,-25,14,14,Regular Season - 21 - 2017 - Hapoel Acre
774,2017,Maccabi Tel Aviv,22,0,Regular Season,14,6,2,38:19,19,48,1,Regular Season - 22 - 2017 - Maccabi Tel Aviv
775,2017,Hapoel Beer Sheva,22,0,Regular Season,14,5,3,36:17,19,47,2,Regular Season - 22 - 2017 - Hapoel Beer Sheva
776,2017,Beitar Jerusalem,22,0,Regular Season,14,4,4,52:29,23,46,3,Regular Season - 22 - 2017 - Beitar Jerusalem
777,2017,Hapoel Haifa,22,0,Regular Season,12,7,3,30:17,13,43,4,Regular Season - 22 - 2017 - Hapoel Haifa
778,2017,Maccabi Netanya,22,0,Regular Season,9,9,4,38:26,12,36,5,Regular Season - 22 - 2017 - Maccabi Netanya
779,2017,Bnei Yehuda,22,0,Regular Season,10,6,6,29:21,8,36,6,Regular Season - 22 - 2017 - Bnei Yehuda
780,2017,Maccabi Petah Tikva,22,0,Regular Season,7,6,9,25:27,-2,27,7,Regular Season - 22 - 2017 - Maccabi Petah Tikva
781,2017,Ironi Kiryat Shmona,22,0,Regular Season,7,5,10,24:28,-4,26,8,Regular Season - 22 - 2017 - Ironi Kiryat Shmona
782,2017,Maccabi Haifa,22,0,Regular Season,6,6,10,25:27,-2,24,9,Regular Season - 22 - 2017 - Maccabi Haifa
783,2017,Bnei Sakhnin,22,0,Regular Season,6,5,11,19:31,-12,23,10,Regular Season - 22 - 2017 - Bnei Sakhnin
784,2017,Hapoel Ra'anana,22,0,Regular Season,4,6,12,18:34,-16,18,11,Regular Season - 22 - 2017 - Hapoel Ra'anana
785,2017,Ashdod,22,0,Regular Season,3,8,11,18:34,-16,17,12,Regular Season - 22 - 2017 - Ashdod
786,2017,Hapoel Ashkelon,22,0,Regular Season,3,7,12,19:34,-15,16,13,Regular Season - 22 - 2017 - Hapoel Ashkelon
787,2017,Hapoel Acre,22,0,Regular Season,4,2,16,16:43,-27,14,14,Regular Season - 22 - 2017 - Hapoel Acre
788,2017,Hapoel Beer Sheva,23,0,Regular Season,15,5,3,39:17,22,50,1,Regular Season - 23 - 2017 - Hapoel Beer Sheva
789,2017,Beitar Jerusalem,23,0,Regular Season,15,4,4,54:29,25,49,2,Regular Season - 23 - 2017 - Beitar Jerusalem
790,2017,Maccabi Tel Aviv,23,0,Regular Season,14,6,3,38:20,18,48,3,Regular Season - 23 - 2017 - Maccabi Tel Aviv
791,2017,Hapoel Haifa,23,0,Regular Season,13,7,3,32:17,15,46,4,Regular Season - 23 - 2017 - Hapoel Haifa
792,2017,Maccabi Netanya,23,0,Regular Season,9,9,5,38:28,10,36,5,Regular Season - 23 - 2017 - Maccabi Netanya
793,2017,Bnei Yehuda,23,0,Regular Season,10,6,7,29:23,6,36,6,Regular Season - 23 - 2017 - Bnei Yehuda
794,2017,Ironi Kiryat Shmona,23,0,Regular Season,8,5,10,25:28,-3,29,7,Regular Season - 23 - 2017 - Ironi Kiryat Shmona
795,2017,Maccabi Petah Tikva,23,0,Regular Season,7,6,10,25:30,-5,27,8,Regular Season - 23 - 2017 - Maccabi Petah Tikva
796,2017,Bnei Sakhnin,23,0,Regular Season,7,5,11,20:31,-11,26,9,Regular Season - 23 - 2017 - Bnei Sakhnin
797,2017,Maccabi Haifa,23,0,Regular Season,6,6,11,25:28,-3,24,10,Regular Season - 23 - 2017 - Maccabi Haifa
798,2017,Hapoel Ra'anana,23,0,Regular Season,5,6,12,19:34,-15,21,11,Regular Season - 23 - 2017 - Hapoel Ra'anana
799,2017,Ashdod,23,0,Regular Season,4,8,11,21:36,-15,20,12,Regular Season - 23 - 2017 - Ashdod
800,2017,Hapoel Ashkelon,23,0,Regular Season,3,7,13,19:35,-16,16,13,Regular Season - 23 - 2017 - Hapoel Ashkelon
801,2017,Hapoel Acre,23,0,Regular Season,4,2,17,18:46,-28,14,14,Regular Season - 23 - 2017 - Hapoel Acre
802,2017,Maccabi Tel Aviv,24,0,Regular Season,15,6,3,42:20,22,51,1,Regular Season - 24 - 2017 - Maccabi Tel Aviv
803,2017,Hapoel Beer Sheva,24,0,Regular Season,15,6,3,40:18,22,51,2,Regular Season - 24 - 2017 - Hapoel Beer Sheva
804,2017,Beitar Jerusalem,24,0,Regular Season,15,5,4,55:30,25,50,3,Regular Season - 24 - 2017 - Beitar Jerusalem
805,2017,Hapoel Haifa,24,0,Regular Season,13,7,4,32:21,11,46,4,Regular Season - 24 - 2017 - Hapoel Haifa
806,2017,Maccabi Netanya,24,0,Regular Season,10,9,5,40:29,11,39,5,Regular Season - 24 - 2017 - Maccabi Netanya
807,2017,Bnei Yehuda,24,0,Regular Season,11,6,7,30:23,7,39,6,Regular Season - 24 - 2017 - Bnei Yehuda
808,2017,Maccabi Petah Tikva,24,0,Regular Season,8,6,10,27:31,-4,30,7,Regular Season - 24 - 2017 - Maccabi Petah Tikva
809,2017,Ironi Kiryat Shmona,24,0,Regular Season,8,5,11,25:29,-4,29,8,Regular Season - 24 - 2017 - Ironi Kiryat Shmona
810,2017,Bnei Sakhnin,24,0,Regular Season,8,5,11,22:31,-9,29,9,Regular Season - 24 - 2017 - Bnei Sakhnin
811,2017,Maccabi Haifa,24,0,Regular Season,6,6,12,26:30,-4,24,10,Regular Season - 24 - 2017 - Maccabi Haifa
812,2017,Hapoel Ra'anana,24,0,Regular Season,6,6,12,21:35,-14,24,11,Regular Season - 24 - 2017 - Hapoel Ra'anana
813,2017,Ashdod,24,0,Regular Season,4,8,12,22:38,-16,20,12,Regular Season - 24 - 2017 - Ashdod
814,2017,Hapoel Ashkelon,24,0,Regular Season,3,7,14,19:37,-18,16,13,Regular Season - 24 - 2017 - Hapoel Ashkelon
815,2017,Hapoel Acre,24,0,Regular Season,4,2,18,19:48,-29,14,14,Regular Season - 24 - 2017 - Hapoel Acre
816,2017,Hapoel Beer Sheva,25,0,Regular Season,16,6,3,41:18,23,54,1,Regular Season - 25 - 2017 - Hapoel Beer Sheva
817,2017,Beitar Jerusalem,25,0,Regular Season,16,5,4,58:30,28,53,2,Regular Season - 25 - 2017 - Beitar Jerusalem
818,2017,Maccabi Tel Aviv,25,0,Regular Season,15,7,3,42:20,22,52,3,Regular Season - 25 - 2017 - Maccabi Tel Aviv
819,2017,Hapoel Haifa,25,0,Regular Season,14,7,4,35:21,14,49,4,Regular Season - 25 - 2017 - Hapoel Haifa
820,2017,Maccabi Netanya,25,0,Regular Season,11,9,5,42:29,13,42,5,Regular Season - 25 - 2017 - Maccabi Netanya
821,2017,Bnei Yehuda,25,0,Regular Season,11,7,7,32:25,7,40,6,Regular Season - 25 - 2017 - Bnei Yehuda
822,2017,Maccabi Petah Tikva,25,0,Regular Season,9,6,10,30:33,-3,33,7,Regular Season - 25 - 2017 - Maccabi Petah Tikva
823,2017,Bnei Sakhnin,25,0,Regular Season,8,6,11,24:33,-9,30,8,Regular Season - 25 - 2017 - Bnei Sakhnin
824,2017,Ironi Kiryat Shmona,25,0,Regular Season,8,5,12,25:30,-5,29,9,Regular Season - 25 - 2017 - Ironi Kiryat Shmona
825,2017,Maccabi Haifa,25,0,Regular Season,6,6,13,26:33,-7,24,10,Regular Season - 25 - 2017 - Maccabi Haifa
826,2017,Hapoel Ra'anana,25,0,Regular Season,6,6,13,23:38,-15,24,11,Regular Season - 25 - 2017 - Hapoel Ra'anana
827,2017,Ashdod,25,0,Regular Season,4,9,12,22:38,-16,21,12,Regular Season - 25 - 2017 - Ashdod
828,2017,Hapoel Ashkelon,25,0,Regular Season,3,7,15,19:39,-20,16,13,Regular Season - 25 - 2017 - Hapoel Ashkelon
829,2017,Hapoel Acre,25,0,Regular Season,4,2,19,19:51,-32,14,14,Regular Season - 25 - 2017 - Hapoel Acre
830,2017,Hapoel Beer Sheva,26,0,Regular Season,17,6,3,43:18,25,57,1,Regular Season - 26 - 2017 - Hapoel Beer Sheva
831,2017,Beitar Jerusalem,26,0,Regular Season,17,5,4,60:30,30,56,2,Regular Season - 26 - 2017 - Beitar Jerusalem
832,2017,Maccabi Tel Aviv,26,0,Regular Season,16,7,3,44:20,24,55,3,Regular Season - 26 - 2017 - Maccabi Tel Aviv
833,2017,Hapoel Haifa,26,0,Regular Season,15,7,4,36:21,15,52,4,Regular Season - 26 - 2017 - Hapoel Haifa
834,2017,Maccabi Netanya,26,0,Regular Season,12,9,5,43:29,14,45,5,Regular Season - 26 - 2017 - Maccabi Netanya
835,2017,Bnei Yehuda,26,0,Regular Season,11,7,8,32:26,6,40,6,Regular Season - 26 - 2017 - Bnei Yehuda
836,2017,Maccabi Petah Tikva,26,0,Regular Season,9,6,11,30:35,-5,33,7,Regular Season - 26 - 2017 - Maccabi Petah Tikva
837,2017,Ironi Kiryat Shmona,26,0,Regular Season,9,5,12,28:30,-2,32,8,Regular Season - 26 - 2017 - Ironi Kiryat Shmona
838,2017,Bnei Sakhnin,26,0,Regular Season,8,6,12,24:35,-11,30,9,Regular Season - 26 - 2017 - Bnei Sakhnin
839,2017,Maccabi Haifa,26,0,Regular Season,6,7,13,26:33,-7,25,10,Regular Season - 26 - 2017 - Maccabi Haifa
840,2017,Hapoel Ra'anana,26,0,Regular Season,6,6,14,23:40,-17,24,11,Regular Season - 26 - 2017 - Hapoel Ra'anana
841,2017,Ashdod,26,0,Regular Season,4,9,13,22:39,-17,21,12,Regular Season - 26 - 2017 - Ashdod
842,2017,Hapoel Ashkelon,26,0,Regular Season,3,8,15,19:39,-20,17,13,Regular Season - 26 - 2017 - Hapoel Ashkelon
843,2017,Hapoel Acre,26,0,Regular Season,4,2,20,19:54,-35,14,14,Regular Season - 26 - 2017 - Hapoel Acre
844,2017,Beitar Jerusalem,1,0,Championship Round,1,0,0,2:0,2,3,1,Championship Round - 1 - 2017 - Beitar Jerusalem
845,2017,Hapoel Haifa,1,0,Championship Round,1,0,0,2:1,1,3,2,Championship Round - 1 - 2017 - Hapoel Haifa
846,2017,Hapoel Beer Sheva,1,0,Championship Round,1,0,0,1:0,1,3,3,Championship Round - 1 - 2017 - Hapoel Beer Sheva
847,2017,Maccabi Tel Aviv,1,0,Championship Round,0,0,1,1:2,-1,0,4,Championship Round - 1 - 2017 - Maccabi Tel Aviv
848,2017,Bnei Yehuda,1,0,Championship Round,0,0,1,0:1,-1,0,5,Championship Round - 1 - 2017 - Bnei Yehuda
849,2017,Maccabi Netanya,1,0,Championship Round,0,0,1,0:2,-2,0,6,Championship Round - 1 - 2017 - Maccabi Netanya
850,2017,Hapoel Beer Sheva,2,0,Championship Round,2,0,0,4:1,3,6,1,Championship Round - 2 - 2017 - Hapoel Beer Sheva
