match_date,kot,round_type,season_round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,stadium,attendance,season
16/12/2017,17:00:00,Regular round,14,Ihud Bnei Sakhnin,Hapoel Acre,8,14,Hapoel Acre,2,1,Guy Berger,Akko Municipal Stadium,700,2017/2018
16/12/2017,17:15:00,Regular round,14,Hapoel Ashkelon,Hapoel Haifa,11,2,Hapoel Ashkelon,0,0,Ziv Adler,Sala Stadium,2200,2017/2018
16/12/2017,19:30:00,Regular round,14,Maccabi Haifa,Bnei Yehuda Tel Aviv,9,6,Maccabi Haifa,0,2,Liran Liany,Sammy Ofer Stadium,17000,2017/2018
17/12/2017,18:00:00,Regular round,14,Ironi Kiryat Shmona,Hapoel Raanana,7,12,Hapoel Raanana,0,2,Igal Frid,Kiryat Shmona Municipal Stadium,500,2017/2018
17/12/2017,19:30:00,Regular round,14,Maccabi Netanya,Hapoel Beer Sheva,5,1,Maccabi Netanya,1,0,Orel Grinfeld,Netanya Stadium,7850,2017/2018
18/12/2017,20:00:00,Regular round,14,Beitar Jerusalem,Maccabi Tel Aviv,3,4,Maccabi Tel Aviv,1,2,Eitan Shmuelevic,Teddy-Kollek-Stadion,24000,2017/2018
23/12/2017,15:00:00,Regular round,15,Hapoel Acre,Maccabi Netanya,14,5,Hapoel Acre,0,3,Eli Hacmon,Akko Municipal Stadium,800,2017/2018
23/12/2017,17:00:00,Regular round,15,Bnei Yehuda Tel Aviv,Hapoel Ashkelon,6,11,Hapoel Ashkelon,3,1,Roi Reinshreiber,HaMoshava Stadium,3000,2017/2018
23/12/2017,17:15:00,Regular round,15,Hapoel Haifa,Maccabi Petah Tikva,2,10,Maccabi Petah Tikva,2,0,Alon Yefet,Sammy Ofer Stadium,4900,2017/2018
23/12/2017,19:30:00,Regular round,15,Maccabi Tel Aviv,Ironi Kiryat Shmona,4,7,Ironi Kiryat Shmona,2,1,Daniel Bar Natan,Netanya Stadium,10882,2017/2018
24/12/2017,18:00:00,Regular round,15,Hapoel Raanana,Ihud Bnei Sakhnin,12,8,Hapoel Raanana,1,1,Idan Leiba,Netanya Stadium,700,2017/2018
24/12/2017,19:15:00,Regular round,15,FC Ashdod,Beitar Jerusalem,13,3,FC Ashdod,1,3,Zvika Levi,Yud-Alef Stadion,3000,2017/2018
25/12/2017,20:00:00,Regular round,15,Hapoel Beer Sheva,Maccabi Haifa,1,9,Maccabi Haifa,2,0,Erez Papir,Toto Jacob Turner Stadium,15417,2017/2018
30/12/2017,15:00:00,Regular round,16,Bnei Yehuda Tel Aviv,Hapoel Haifa,6,2,Bnei Yehuda Tel Aviv,0,1,Orel Grinfeld,HaMoshava Stadium,4500,2017/2018
30/12/2017,17:15:00,Regular round,16,Maccabi Haifa,Hapoel Acre,9,14,Hapoel Acre,0,1,Alon Yefet,Sammy Ofer Stadium,12500,2017/2018
30/12/2017,17:15:00,Regular round,16,Maccabi Netanya,Hapoel Raanana,5,12,Hapoel Raanana,2,2,Menashe Masiah,Netanya Stadium,5600,2017/2018
30/12/2017,19:30:00,Regular round,16,Beitar Jerusalem,Maccabi Petah Tikva,3,10,Maccabi Petah Tikva,1,0,Ziv Adler,Teddy-Kollek-Stadion,8000,2017/2018
31/12/2017,18:00:00,Regular round,16,Ironi Kiryat Shmona,FC Ashdod,7,13,FC Ashdod,1,2,Aviad Shiloah,Kiryat Shmona Municipal Stadium,400,2017/2018
31/12/2017,19:15:00,Regular round,16,Hapoel Ashkelon,Hapoel Beer Sheva,11,1,Hapoel Ashkelon,0,1,Liran Liany,Sala Stadium,3800,2017/2018
01/01/2018,20:00:00,Regular round,16,Ihud Bnei Sakhnin,Maccabi Tel Aviv,8,4,Ihud Bnei Sakhnin,0,1,Gal Leibovitz,Akko Municipal Stadium,1500,2017/2018
08/01/2018,18:00:00,Regular round,17,FC Ashdod,Ihud Bnei Sakhnin,13,7,FC Ashdod,1,2,Ohad Asulin,Yud-Alef Stadion,800,2017/2018
08/01/2018,18:00:00,Regular round,17,Hapoel Acre,Hapoel Ashkelon,14,11,Hapoel Acre,0,1,Erez Papir,Akko Municipal Stadium,400,2017/2018
08/01/2018,19:30:00,Regular round,17,Hapoel Haifa,Beitar Jerusalem,3,2,Hapoel Haifa,0,2,Eli Hacmon,Sammy Ofer Stadium,11650,2017/2018
09/01/2018,18:00:00,Regular round,17,Maccabi Petah Tikva,Ironi Kiryat Shmona,10,9,Maccabi Petah Tikva,2,0,Roi Reinshreiber,HaMoshava Stadium,900,2017/2018
09/01/2018,19:00:00,Regular round,17,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,1,6,Bnei Yehuda Tel Aviv,0,0,Eitan Shmuelevic,Toto Jacob Turner Stadium,14672,2017/2018
09/01/2018,20:00:00,Regular round,17,Maccabi Tel Aviv,Maccabi Netanya,4,5,Maccabi Netanya,3,0,Orel Grinfeld,Netanya Stadium,10767,2017/2018
10/01/2018,19:30:00,Regular round,17,Hapoel Raanana,Maccabi Haifa,12,8,Hapoel Raanana,0,3,Shalom Ben Avraham,Netanya Stadium,2300,2017/2018
13/01/2018,15:00:00,Regular round,18,Bnei Yehuda Tel Aviv,Hapoel Acre,5,14,Hapoel Acre,2,1,David Fucsman,HaMoshava Stadium,2250,2017/2018
13/01/2018,17:00:00,Regular round,18,Ihud Bnei Sakhnin,Maccabi Petah Tikva,8,7,Ihud Bnei Sakhnin,0,2,Daniel Bar Natan,Akko Municipal Stadium,700,2017/2018
13/01/2018,17:15:00,Regular round,18,Maccabi Netanya,FC Ashdod,6,13,FC Ashdod,2,2,Roi Reinshreiber,Netanya Stadium,4275,2017/2018
13/01/2018,19:30:00,Regular round,18,Ironi Kiryat Shmona,Beitar Jerusalem,9,3,Ironi Kiryat Shmona,1,1,Eitan Shmuelevic,Kiryat Shmona Municipal Stadium,0,2017/2018
14/01/2018,18:00:00,Regular round,18,Hapoel Ashkelon,Hapoel Raanana,11,12,Hapoel Raanana,0,1,Guy Berger,Sala Stadium,1300,2017/2018
14/01/2018,19:30:00,Regular round,18,Hapoel Beer Sheva,Hapoel Haifa,1,4,Hapoel Haifa,1,1,Alon Yefet,Toto Jacob Turner Stadium,15097,2017/2018
15/01/2018,20:00:00,Regular round,18,Maccabi Haifa,Maccabi Tel Aviv,10,2,Maccabi Haifa,1,3,Ziv Adler,Sammy Ofer Stadium,22472,2017/2018
20/01/2018,15:00:00,Regular round,19,Hapoel Haifa,Ironi Kiryat Shmona,4,7,Ironi Kiryat Shmona,0,2,Ziv Adler,Sammy Ofer Stadium,4700,2017/2018
20/01/2018,17:00:00,Regular round,19,Hapoel Raanana,Bnei Yehuda Tel Aviv,11,5,Hapoel Raanana,1,1,Alon Yefet,Netanya Stadium,1000,2017/2018
20/01/2018,17:15:00,Regular round,19,FC Ashdod,Maccabi Haifa,13,10,FC Ashdod,0,0,Liran Liany,Yud-Alef Stadion,3000,2017/2018
20/01/2018,19:30:00,Regular round,19,Hapoel Acre,Hapoel Beer Sheva,14,2,Hapoel Acre,0,1,Igal Frid,Akko Municipal Stadium,2500,2017/2018
21/01/2018,18:00:00,Regular round,19,Maccabi Petah Tikva,Maccabi Netanya,8,6,Maccabi Petah Tikva,1,1,Gal Leibovitz,HaMoshava Stadium,1700,2017/2018
21/01/2018,19:30:00,Regular round,19,Maccabi Tel Aviv,Hapoel Ashkelon,1,12,Hapoel Ashkelon,3,1,Daniel Bar Natan,Netanya Stadium,8467,2017/2018
22/01/2018,20:00:00,Regular round,19,Beitar Jerusalem,Ihud Bnei Sakhnin,3,9,Ihud Bnei Sakhnin,4,2,Erez Papir,Teddy-Kollek-Stadion,13000,2017/2018
27/01/2018,15:00:00,Regular round,20,Hapoel Acre,Hapoel Haifa,14,4,Hapoel Acre,0,1,Guy Berger,Akko Municipal Stadium,1200,2017/2018
27/01/2018,17:00:00,Regular round,20,Hapoel Ashkelon,FC Ashdod,12,13,FC Ashdod,1,2,Ziv Adler,Sala Stadium,750,2017/2018
27/01/2018,17:15:00,Regular round,20,Maccabi Haifa,Maccabi Petah Tikva,10,8,Maccabi Haifa,1,1,Alon Yefet,Sammy Ofer Stadium,12127,2017/2018
27/01/2018,19:30:00,Regular round,20,Hapoel Beer Sheva,Hapoel Raanana,1,11,Hapoel Raanana,3,1,Gal Leibovitz,Toto Jacob Turner Stadium,12311,2017/2018
28/01/2018,18:00:00,Regular round,20,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,9,7,Ihud Bnei Sakhnin,1,2,Shalom Ben Avraham,Akko Municipal Stadium,400,2017/2018
28/01/2018,19:30:00,Regular round,20,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,6,2,Bnei Yehuda Tel Aviv,0,0,Eitan Shmuelevic,HaMoshava Stadium,6300,2017/2018
29/01/2018,20:00:00,Regular round,20,Maccabi Netanya,Beitar Jerusalem,5,3,Maccabi Netanya,2,1,Eli Hacmon,Netanya Stadium,0,2017/2018
03/02/2018,15:00:00,Regular round,21,Hapoel Haifa,Ihud Bnei Sakhnin,4,9,Ihud Bnei Sakhnin,1,0,David Fucsman,Sammy Ofer Stadium,4700,2017/2018
03/02/2018,17:00:00,Regular round,21,Hapoel Raanana,Hapoel Acre,12,14,Hapoel Acre,0,1,Zvika Levi,Netanya Stadium,650,2017/2018
03/02/2018,17:15:00,Regular round,21,Ironi Kiryat Shmona,Maccabi Netanya,8,5,Ironi Kiryat Shmona,1,2,Daniel Bar Natan,Kiryat Shmona Municipal Stadium,810,2017/2018
03/02/2018,19:30:00,Regular round,21,Beitar Jerusalem,Maccabi Haifa,3,10,Maccabi Haifa,3,1,Ziv Adler,Teddy-Kollek-Stadion,0,2017/2018
04/02/2018,18:30:00,Regular round,21,FC Ashdod,Bnei Yehuda Tel Aviv,11,6,FC Ashdod,1,1,Igal Frid,Yud-Alef Stadion,1250,2017/2018
04/02/2018,20:00:00,Regular round,21,Maccabi Tel Aviv,Hapoel Beer Sheva,1,2,Hapoel Beer Sheva,1,0,Liran Liany,Netanya Stadium,12397,2017/2018
05/02/2018,19:00:00,Regular round,21,Maccabi Petah Tikva,Hapoel Ashkelon,7,13,Hapoel Ashkelon,3,0,Orel Grinfeld,HaMoshava Stadium,1400,2017/2018
10/02/2018,15:00:00,Regular round,22,Hapoel Raanana,Hapoel Haifa,11,4,Hapoel Raanana,1,1,Eli Hacmon,Netanya Stadium,1600,2017/2018
10/02/2018,17:00:00,Regular round,22,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva,6,7,Maccabi Petah Tikva,2,1,Idan Leiba,HaMoshava Stadium,2200,2017/2018
10/02/2018,17:15:00,Regular round,22,Maccabi Haifa,Ironi Kiryat Shmona,9,8,Maccabi Haifa,4,0,Roi Reinshreiber,Sammy Ofer Stadium,12063,2017/2018
10/02/2018,19:30:00,Regular round,22,Hapoel Ashkelon,Beitar Jerusalem,13,3,Hapoel Ashkelon,1,3,Liran Liany,Sala Stadium,5200,2017/2018
11/02/2018,18:00:00,Regular round,22,Maccabi Netanya,Ihud Bnei Sakhnin,5,10,Ihud Bnei Sakhnin,1,1,Gal Leibovitz,Netanya Stadium,4800,2017/2018
11/02/2018,19:15:00,Regular round,22,Hapoel Acre,Maccabi Tel Aviv,14,1,Hapoel Acre,0,2,Ziv Adler,Akko Municipal Stadium,0,2017/2018
12/02/2018,20:00:00,Regular round,22,Hapoel Beer Sheva,FC Ashdod,2,12,FC Ashdod,2,0,Daniel Bar Natan,Toto Jacob Turner Stadium,11745,2017/2018
17/02/2018,0:00:00,Regular round,23,Hapoel Beer Sheva,Maccabi Petah Tikva,1,8,Maccabi Petah Tikva,3,0,Alon Yefet,Toto Jacob Turner Stadium,14173,2017/2018
17/02/2018,15:00:00,Regular round,23,Maccabi Tel Aviv,Hapoel Raanana,3,11,Hapoel Raanana,0,1,Erez Papir,Netanya Stadium,9656,2017/2018
17/02/2018,17:00:00,Regular round,23,FC Ashdod,Hapoel Acre,12,14,Hapoel Acre,3,2,Eitan Shmuelevic,Yud-Alef Stadion,350,2017/2018
17/02/2018,17:15:00,Regular round,23,Ihud Bnei Sakhnin,Maccabi Haifa,9,10,Maccabi Haifa,1,0,tbc,Doha Stadium,2300,2017/2018
18/02/2018,18:00:00,Regular round,23,Ironi Kiryat Shmona,Hapoel Ashkelon,7,13,Hapoel Ashkelon,1,0,Idan Leiba,Kiryat Shmona Municipal Stadium,250,2017/2018
18/02/2018,19:30:00,Regular round,23,Hapoel Haifa,Maccabi Netanya,4,5,Maccabi Netanya,2,0,Igal Frid,Sammy Ofer Stadium,5430,2017/2018
19/02/2018,20:00:00,Regular round,23,Beitar Jerusalem,Bnei Yehuda Tel Aviv,2,6,Bnei Yehuda Tel Aviv,2,0,Shalom Ben Avraham,Teddy-Kollek-Stadion,0,2017/2018
24/02/2018,0:00:00,Regular round,24,Hapoel Raanana,FC Ashdod,11,12,FC Ashdod,2,1,tbc,Netanya Stadium,800,2017/2018
24/02/2018,17:00:00,Regular round,24,Hapoel Ashkelon,Ihud Bnei Sakhnin,13,9,Hapoel Ashkelon,0,2,Ohad Asulin,Sala Stadium,1400,2017/2018
24/02/2018,17:15:00,Regular round,24,Maccabi Haifa,Maccabi Netanya,10,5,Maccabi Haifa,1,2,Daniel Bar Natan,Sammy Ofer Stadium,14467,2017/2018
24/02/2018,19:30:00,Regular round,24,Maccabi Tel Aviv,Hapoel Haifa,1,4,Hapoel Haifa,4,0,Alon Yefet,Netanya Stadium,11538,2017/2018
25/02/2018,18:30:00,Regular round,24,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,6,8,Ironi Kiryat Shmona,1,0,Igal Frid,HaMoshava Stadium,1200,2017/2018
25/02/2018,20:00:00,Regular round,24,Hapoel Beer Sheva,Beitar Jerusalem,2,3,Beitar Jerusalem,1,1,Erez Papir,Toto Jacob Turner Stadium,15712,2017/2018
26/02/2018,0:00:00,Regular round,24,Maccabi Petah Tikva,Hapoel Acre,7,14,Hapoel Acre,2,1,David Fucsman,HaMoshava Stadium,1000,2017/2018
03/03/2018,15:00:00,Regular round,25,Maccabi Petah Tikva,Hapoel Raanana,7,11,Hapoel Raanana,3,2,Shalom Ben Avraham,HaMoshava Stadium,1200,2017/2018
03/03/2018,17:10:00,Regular round,25,Maccabi Netanya,Hapoel Ashkelon,5,13,Hapoel Ashkelon,2,0,Zvika Levi,Netanya Stadium,4500,2017/2018
03/03/2018,17:10:00,Regular round,25,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,8,6,Ihud Bnei Sakhnin,2,2,Aviad Shiloah,Doha Stadium,1200,2017/2018
03/03/2018,19:30:00,Regular round,25,FC Ashdod,Maccabi Tel Aviv,12,3,FC Ashdod,0,0,Gal Leibovitz,Yud-Alef Stadion,5100,2017/2018
04/03/2018,0:00:00,Regular round,25,Ironi Kiryat Shmona,Hapoel Beer Sheva,9,1,Ironi Kiryat Shmona,0,1,Liran Liany,Kiryat Shmona Municipal Stadium,1500,2017/2018
04/03/2018,20:00:00,Regular round,25,Beitar Jerusalem,Hapoel Acre,2,14,Hapoel Acre,3,0,Orel Grinfeld,Teddy-Kollek-Stadion,6000,2017/2018
05/03/2018,20:00:00,Regular round,25,Maccabi Haifa,Hapoel Haifa,10,4,Maccabi Haifa,0,3,Ziv Adler,Sammy Ofer Stadium,10132,2017/2018
10/03/2018,17:00:00,Regular round,26,Bnei Yehuda Tel Aviv,Maccabi Netanya,6,5,Bnei Yehuda Tel Aviv,0,1,Eli Hacmon,HaMoshava Stadium,3400,2017/2018
10/03/2018,17:15:00,Regular round,26,Hapoel Haifa,FC Ashdod,4,12,FC Ashdod,1,0,Erez Papir,Sammy Ofer Stadium,4200,2017/2018
10/03/2018,18:00:00,Regular round,26,Hapoel Ashkelon,Maccabi Haifa,13,10,Hapoel Ashkelon,0,0,Alon Yefet,Sala Stadium,3200,2017/2018
10/03/2018,19:30:00,Regular round,26,Hapoel Beer Sheva,Ihud Bnei Sakhnin,1,9,Ihud Bnei Sakhnin,2,0,Orel Grinfeld,Toto Jacob Turner Stadium,14464,2017/2018
11/03/2018,18:00:00,Regular round,26,Hapoel Acre,Ironi Kiryat Shmona,14,8,Hapoel Acre,0,3,Ohad Asulin,Akko Municipal Stadium,250,2017/2018
11/03/2018,19:15:00,Regular round,26,Hapoel Raanana,Beitar Jerusalem,11,2,Hapoel Raanana,0,2,Eitan Shmuelevic,Netanya Stadium,5500,2017/2018
12/03/2018,20:00:00,Regular round,26,Maccabi Tel Aviv,Maccabi Petah Tikva,3,7,Maccabi Petah Tikva,2,0,Liran Liany,Netanya Stadium,8045,2017/2018
17/03/2018,19:30:00, Championship round,1,Beitar Jerusalem,Maccabi Netanya,2,5,Maccabi Netanya,2,0,Orel Grinfeld,Teddy-Kollek-Stadion,10000,2017/2018
18/03/2018,19:00:00, Championship round,1,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,1,6,Bnei Yehuda Tel Aviv,1,0,Gal Leibovitz,Toto Jacob Turner Stadium,14362,2017/2018
18/03/2018,20:00:00, Championship round,1,Maccabi Tel Aviv,Hapoel Haifa,4,3,Maccabi Tel Aviv,1,2,Eli Hacmon,Netanya Stadium,11234,2017/2018
03/04/2018,18:30:00, Championship round,2,Maccabi Netanya,Maccabi Tel Aviv,5,4,Maccabi Netanya,4,1,Eitan Shmuelevic,Netanya Stadium,10500,2017/2018
04/04/2018,18:00:00, Championship round,2,Bnei Yehuda Tel Aviv,Hapoel Haifa,6,3,Bnei Yehuda Tel Aviv,3,0,Liran Liany,HaMoshava Stadium,2200,2017/2018
04/04/2018,18:30:00, Championship round,2,Hapoel Beer Sheva,Beitar Jerusalem,1,2,Beitar Jerusalem,3,1,Ziv Adler,Toto Jacob Turner Stadium,15728,2017/2018
08/04/2018,18:00:00, Championship round,3,Hapoel Haifa,Maccabi Netanya,3,5,Maccabi Netanya,1,1,Gal Leibovitz,Sammy Ofer Stadium,4100,2017/2018
08/04/2018,20:00:00, Championship round,3,Beitar Jerusalem,Bnei Yehuda Tel Aviv,2,6,Bnei Yehuda Tel Aviv,1,1,Eli Hacmon,Teddy-Kollek-Stadion,8000,2017/2018
08/04/2018,20:00:00, Championship round,3,Maccabi Tel Aviv,Hapoel Beer Sheva,4,1,Maccabi Tel Aviv,0,1,Alon Yefet,Netanya Stadium,11475,2017/2018
14/04/2018,17:45:00, Championship round,4,Bnei Yehuda Tel Aviv,Maccabi Netanya,6,5,Bnei Yehuda Tel Aviv,1,3,Roi Reinshreiber,HaMoshava Stadium,2700,2017/2018
15/04/2018,19:30:00, Championship round,4,Hapoel Beer Sheva,Hapoel Haifa,1,3,Hapoel Haifa,2,2,Orel Grinfeld,Toto Jacob Turner Stadium,15166,2017/2018
16/04/2018,20:00:00, Championship round,4,Beitar Jerusalem,Maccabi Tel Aviv,2,4,Maccabi Tel Aviv,3,2,Liran Liany,Teddy-Kollek-Stadion,10000,2017/2018
21/04/2018,19:30:00, Championship round,5,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,3,6,Bnei Yehuda Tel Aviv,2,0,Gal Leibovitz,Netanya Stadium,5036,2017/2018
22/04/2018,19:30:00, Championship round,5,Maccabi Netanya,Hapoel Beer Sheva,5,1,Maccabi Netanya,1,5,Ziv Adler,Netanya Stadium,11500,2017/2018
23/04/2018,20:00:00, Championship round,5,Hapoel Haifa,Beitar Jerusalem,4,2,Hapoel Haifa,0,1,Alon Yefet,Sammy Ofer Stadium,7500,2017/2018
28/04/2018,19:30:00, Championship round,6,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva,6,1,Bnei Yehuda Tel Aviv,1,1,Erez Papir,HaMoshava Stadium,7500,2017/2018
29/04/2018,20:00:00, Championship round,6,Hapoel Haifa,Maccabi Tel Aviv,4,3,Hapoel Haifa,2,2,Eli Hacmon,Sammy Ofer Stadium,4000,2017/2018
30/04/2018,20:00:00, Championship round,6,Maccabi Netanya,Beitar Jerusalem,5,2,Maccabi Netanya,4,1,Orel Grinfeld,Netanya Stadium,10500,2017/2018
05/05/2018,17:00:00, Championship round,7,Hapoel Haifa,Bnei Yehuda Tel Aviv,4,6,Bnei Yehuda Tel Aviv,2,1,Shalom Ben Avraham,Sammy Ofer Stadium,4000,2017/2018
05/05/2018,20:00:00, Championship round,7,Beitar Jerusalem,Hapoel Beer Sheva,2,1,Beitar Jerusalem,1,4,Alon Yefet,Teddy-Kollek-Stadion,25500,2017/2018
07/05/2018,19:30:00, Championship round,7,Maccabi Tel Aviv,Maccabi Netanya,3,5,Maccabi Netanya,2,0,Eitan Shmuelevic,Netanya Stadium,6346,2017/2018
12/05/2018,17:00:00, Championship round,8,Maccabi Netanya,Hapoel Haifa,5,4,Maccabi Netanya,2,1,Daniel Bar Natan,Netanya Stadium,4980,2017/2018
12/05/2018,19:15:00, Championship round,8,Bnei Yehuda Tel Aviv,Beitar Jerusalem,6,2,Bnei Yehuda Tel Aviv,3,3,Roi Reinshreiber,HaMoshava Stadium,0,2017/2018
12/05/2018,20:00:00, Championship round,8,Hapoel Beer Sheva,Maccabi Tel Aviv,1,3,Maccabi Tel Aviv,0,1,Erez Papir,Toto Jacob Turner Stadium,15855,2017/2018
15/05/2018,19:15:00, Championship round,9,Hapoel Haifa,Hapoel Beer Sheva,4,1,Hapoel Haifa,1,4,Igal Frid,Sammy Ofer Stadium,0,2017/2018
15/05/2018,20:00:00, Championship round,9,Maccabi Tel Aviv,Beitar Jerusalem,2,3,Beitar Jerusalem,3,1,Idan Leiba,Netanya Stadium,6595,2017/2018
16/05/2018,18:15:00, Championship round,9,Maccabi Netanya,Bnei Yehuda Tel Aviv,5,6,Bnei Yehuda Tel Aviv,0,5,Ohad Asulin,Netanya Stadium,3250,2017/2018
21/05/2018,20:00:00, Championship round,10,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,6,2,Bnei Yehuda Tel Aviv,0,2,David Fucsman,HaMoshava Stadium,2400,2017/2018
21/05/2018,20:00:00, Championship round,10,Hapoel Beer Sheva,Maccabi Netanya,1,5,Maccabi Netanya,6,1,Roi Reinshreiber,Toto Jacob Turner Stadium,13817,2017/2018
21/05/2018,20:00:00, Championship round,10,Beitar Jerusalem,Hapoel Haifa,3,4,Hapoel Haifa,1,1,Gal Leibovitz,Teddy-Kollek-Stadion,500,2017/2018
17/03/2018,15:00:00,Relegation round,1,Maccabi Haifa,Hapoel Acre,4,8,Hapoel Acre,4,0,Eitan Shmuelevic,Sammy Ofer Stadium,6892,2017/2018
17/03/2018,17:00:00,Relegation round,1,Ironi Kiryat Shmona,Hapoel Ashkelon,2,7,Hapoel Ashkelon,1,1,Liran Liany,Kiryat Shmona Municipal Stadium,400,2017/2018
17/03/2018,17:15:00,Relegation round,1,Ihud Bnei Sakhnin,FC Ashdod,1,6,FC Ashdod,2,1,Alon Yefet,Doha Stadium,2500,2017/2018
18/03/2018,18:00:00,Relegation round,1,Maccabi Petah Tikva,Hapoel Raanana,3,5,Hapoel Raanana,1,3,Roi Reinshreiber,HaMoshava Stadium,775,2017/2018
07/04/2018,16:00:00,Relegation round,2,Maccabi Petah Tikva,Ironi Kiryat Shmona,1,3,Ironi Kiryat Shmona,2,0,Ohad Asulin,HaMoshava Stadium,1000,2017/2018
07/04/2018,18:10:00,Relegation round,2,Hapoel Raanana,Hapoel Acre,5,8,Hapoel Acre,1,1,Igal Frid,Netanya Stadium,250,2017/2018
07/04/2018,19:00:00,Relegation round,2,Hapoel Ashkelon,Ihud Bnei Sakhnin,7,2,Hapoel Ashkelon,2,0,Guy Berger,Sala Stadium,1100,2017/2018
07/04/2018,19:30:00,Relegation round,2,FC Ashdod,Maccabi Haifa,6,4,FC Ashdod,2,1,Zvika Levi,Yud-Alef Stadion,1500,2017/2018
14/04/2018,17:00:00,Relegation round,3,Ironi Kiryat Shmona,Hapoel Raanana,3,5,Hapoel Raanana,0,1,tbc,Kiryat Shmona Municipal Stadium,275,2017/2018
14/04/2018,17:00:00,Relegation round,3,Hapoel Acre,FC Ashdod,8,6,Hapoel Acre,1,1,Erez Papir,Akko Municipal Stadium,250,2017/2018
14/04/2018,19:30:00,Relegation round,3,Maccabi Haifa,Hapoel Ashkelon,4,7,Hapoel Ashkelon,2,1,Alon Yefet,Sammy Ofer Stadium,7314,2017/2018
15/04/2018,18:00:00,Relegation round,3,Ihud Bnei Sakhnin,Maccabi Petah Tikva,2,1,Ihud Bnei Sakhnin,2,2,Shalom Ben Avraham,Doha Stadium,1200,2017/2018
21/04/2018,16:45:00,Relegation round,4,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,2,5,Ihud Bnei Sakhnin,2,0,Asad Gabarin,Kiryat Shmona Municipal Stadium,150,2017/2018
21/04/2018,17:00:00,Relegation round,4,Maccabi Petah Tikva,Maccabi Haifa,1,3,Maccabi Haifa,0,1,Idan Leiba,HaMoshava Stadium,2500,2017/2018
21/04/2018,19:00:00,Relegation round,4,Hapoel Ashkelon,Hapoel Acre,7,8,Hapoel Acre,0,2,Daniel Bar Natan,Sala Stadium,2400,2017/2018
23/04/2018,19:00:00,Relegation round,4,Hapoel Raanana,FC Ashdod,4,6,FC Ashdod,1,0,Eitan Shmuelevic,Netanya Stadium,300,2017/2018
28/04/2018,16:45:00,Relegation round,5,Hapoel Acre,Maccabi Petah Tikva,8,3,Hapoel Acre,2,1,Aviad Shiloah,Akko Municipal Stadium,200,2017/2018
28/04/2018,17:00:00,Relegation round,5,Maccabi Haifa,Ironi Kiryat Shmona,4,1,Maccabi Haifa,1,2,Roi Reinshreiber,Sammy Ofer Stadium,8211,2017/2018
28/04/2018,19:00:00,Relegation round,5,Ihud Bnei Sakhnin,Hapoel Raanana,5,2,Ihud Bnei Sakhnin,1,3,Nael Odeh,Doha Stadium,600,2017/2018
29/04/2018,18:30:00,Relegation round,5,FC Ashdod,Hapoel Ashkelon,6,7,Hapoel Ashkelon,1,0,Liran Liany,Yud-Alef Stadion,2300,2017/2018
05/05/2018,17:00:00,Relegation round,6,Ironi Kiryat Shmona,Hapoel Acre,1,8,Hapoel Acre,4,0,Shalev Sasson,Kiryat Shmona Municipal Stadium,410,2017/2018
05/05/2018,19:30:00,Relegation round,6,Ihud Bnei Sakhnin,Maccabi Haifa,5,4,Ihud Bnei Sakhnin,1,1,Idan Leiba,Doha Stadium,600,2017/2018
06/05/2018,18:00:00,Relegation round,6,Hapoel Raanana,Hapoel Ashkelon,2,7,Hapoel Ashkelon,4,0,Igal Frid,Netanya Stadium,150,2017/2018
06/05/2018,19:00:00,Relegation round,6,Maccabi Petah Tikva,FC Ashdod,3,6,FC Ashdod,2,1,Guy Berger,HaMoshava Stadium,600,2017/2018
13/05/2018,19:00:00,Relegation round,7,Maccabi Haifa,Hapoel Raanana,4,3,Maccabi Haifa,2,0,David Fucsman,Sammy Ofer Stadium,5098,2017/2018
13/05/2018,19:00:00,Relegation round,7,Hapoel Acre,Ihud Bnei Sakhnin,8,5,Hapoel Acre,1,2,Dror Cohen,Akko Municipal Stadium,0,2017/2018
13/05/2018,19:00:00,Relegation round,7,FC Ashdod,Ironi Kiryat Shmona,6,1,FC Ashdod,1,2,Sapir Berman,Yud-Alef Stadion,0,2017/2018
13/05/2018,19:00:00,Relegation round,7,Hapoel Ashkelon,Maccabi Petah Tikva,7,2,Hapoel Ashkelon,0,2,Snir Levi,Sala Stadium,0,2017/2018
25/08/2018,17:00:00,Regular round,1,FC Ashdod,Bnei Yehuda Tel Aviv,5,11,Bnei Yehuda Tel Aviv,1,0,Eitan Shmuelevic,Yud-Alef Stadion,1150,2018/2019
25/08/2018,17:45:00,Regular round,1,Hapoel Hadera,Hapoel Tel Aviv,4,10,Hapoel Tel Aviv,2,1,Idan Leiba,Netanya Stadium,5250,2018/2019
