match_date,kot,round_type,season_round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,stadium,attendance,season
03/12/2016,7:30 PM,Regular round,12,Hapoel Beer Sheva,FC Ashdod,1,11,FC Ashdod,5,0,Guy Berger,Toto Jacob Turner Stadium,15100,2016
04/12/2016,6:00 PM,Regular round,12,Ihud Bnei Sakhnin,Hapoel Raanana,7,8,Hapoel Raanana,1,1,Eitan Shmuelevic,Doha Stadium,2000,2016
04/12/2016,7:15 PM,Regular round,12,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,12,14,Hapoel Tel Aviv,0,1,Roi Reinshreiber,HaMoshava Stadium,3500,2016
05/12/2016,8:00 PM,Regular round,12,Maccabi Haifa,Beitar Jerusalem,3,5,Beitar Jerusalem,0,2,Erez Papir,Sammy Ofer Stadium,29220,2016
10/12/2016,3:00 PM,Regular round,13,Hapoel Tel Aviv,Ihud Bnei Sakhnin,14,7,Hapoel Tel Aviv,1,1,Idan Layba,HaMoshava Stadium,10000,2016
10/12/2016,5:00 PM,Regular round,13,Hapoel Kfar Saba,Ironi Kiryat Shmona,9,5,Hapoel Kfar Saba,2,2,Zvika Levi,Levita Stadium,1700,2016
10/12/2016,5:15 PM,Regular round,13,Hapoel Ashkelon,Bnei Yehuda Tel Aviv,12,13,Bnei Yehuda Tel Aviv,1,0,Eitan Shmuelevic,Sala Stadium,1500,2016
10/12/2016,7:30 PM,Regular round,13,Hapoel Raanana,Maccabi Haifa,8,3,Hapoel Raanana,1,1,Liran Liany,Netanya Stadium,4500,2016
11/12/2016,6:00 PM,Regular round,13,FC Ashdod,Maccabi Petah Tikva,11,4,FC Ashdod,2,2,Oren Siminyan,Yud-Alef Stadion,1400,2016
11/12/2016,7:15 PM,Regular round,13,Hapoel Haifa,Maccabi Tel Aviv,10,2,Hapoel Haifa,2,4,Ziv Adler,Sammy Ofer Stadium,3600,2016
12/12/2016,8:00 PM,Regular round,13,Beitar Jerusalem,Hapoel Beer Sheva,6,1,Beitar Jerusalem,1,3,Alon Yefet,HaMoshava Stadium,10000,2016
17/12/2016,3:00 PM,Regular round,14,Hapoel Kfar Saba,Maccabi Tel Aviv,10,2,Hapoel Kfar Saba,1,1,Erez Papir,Levita Stadium,3500,2016
17/12/2016,5:00 PM,Regular round,14,FC Ashdod,Ironi Kiryat Shmona,11,5,FC Ashdod,0,0,Orel Grinfeld,Yud-Alef Stadion,1100,2016
17/12/2016,5:15 PM,Regular round,14,Ihud Bnei Sakhnin,Bnei Yehuda Tel Aviv,8,12,Bnei Yehuda Tel Aviv,1,1,Liran Liany,Doha Stadium,2000,2016
17/12/2016,7:30 PM,Regular round,14,Beitar Jerusalem,Maccabi Petah Tikva,6,4,Beitar Jerusalem,1,1,Eli Hacmon,Teddy-Kollek-Stadion,5000,2016
18/12/2016,6:00 PM,Regular round,14,Hapoel Haifa,Hapoel Ashkelon,9,13,Hapoel Ashkelon,3,1,Menashe Mashiah,Sammy Ofer Stadium,1600,2016
18/12/2016,7:15 PM,Regular round,14,Hapoel Raanana,Hapoel Beer Sheva,7,1,Hapoel Raanana,1,0,Igal Frid,Netanya Stadium,2800,2016
19/12/2016,8:00 PM,Regular round,14,Hapoel Tel Aviv,Maccabi Haifa,14,3,Hapoel Tel Aviv,0,2,Eitan Shmuelevic,HaMoshava Stadium,8000,2016
24/12/2016,3:00 PM,Regular round,15,Bnei Yehuda Tel Aviv,Hapoel Haifa,12,9,Bnei Yehuda Tel Aviv,1,1,Alon Yefet,HaMoshava Stadium,2050,2016
24/12/2016,5:00 PM,Regular round,15,Hapoel Ashkelon,Hapoel Kfar Saba,13,10,Hapoel Ashkelon,0,0,Guy Berger,Sala Stadium,1300,2016
24/12/2016,5:15 PM,Regular round,15,Maccabi Tel Aviv,FC Ashdod,2,11,FC Ashdod,1,0,Roi Reinshreiber,Netanya Stadium,6200,2016
24/12/2016,7:30 PM,Regular round,15,Ironi Kiryat Shmona,Beitar Jerusalem,5,7,Beitar Jerusalem,2,0,Shalom Ben Avraham,Kiryat Shmona Municipal Stadium,2500,2016
25/12/2016,6:00 PM,Regular round,15,Maccabi Petah Tikva,Hapoel Raanana,3,8,Hapoel Raanana,2,0,Daniel Bar Natan,HaMoshava Stadium,650,2016
25/12/2016,8:00 PM,Regular round,15,Hapoel Beer Sheva,Hapoel Tel Aviv,1,14,Hapoel Tel Aviv,1,1,Orel Grinfeld,Toto Jacob Turner Stadium,15500,2016
26/12/2016,7:30 PM,Regular round,15,Maccabi Haifa,Ihud Bnei Sakhnin,4,6,Ihud Bnei Sakhnin,1,2,Gal Leibovitz,Sammy Ofer Stadium,17120,2016
31/12/2016,3:00 PM,Regular round,16,Hapoel Kfar Saba,Hapoel Haifa,11,8,Hapoel Kfar Saba,1,2,Eli Hacmon,Levita Stadium,700,2016
31/12/2016,5:00 PM,Regular round,16,Hapoel Raanana,Ironi Kiryat Shmona,9,5,Hapoel Raanana,0,3,Idan Leiba,Netanya Stadium,550,2016
31/12/2016,5:15 PM,Regular round,16,Maccabi Haifa,Bnei Yehuda Tel Aviv,4,12,Bnei Yehuda Tel Aviv,1,1,Ziv Adler,Sammy Ofer Stadium,13000,2016
31/12/2016,7:30 PM,Regular round,16,Hapoel Tel Aviv,Maccabi Petah Tikva,14,3,Hapoel Tel Aviv,0,1,Alon Yefet,HaMoshava Stadium,7500,2016
01/01/2017,6:00 PM,Regular round,16,FC Ashdod,Hapoel Ashkelon,10,13,Hapoel Ashkelon,1,0,Erez Papir,Yud-Alef Stadion,1200,2016
01/01/2017,7:15 PM,Regular round,16,Ihud Bnei Sakhnin,Hapoel Beer Sheva,7,1,Ihud Bnei Sakhnin,0,0,Oren Siminyan,Doha Stadium,5500,2016
02/01/2017,8:00 PM,Regular round,16,Beitar Jerusalem,Maccabi Tel Aviv,6,2,Beitar Jerusalem,1,0,Liran Liany,Teddy-Kollek-Stadion,7500,2016
10/01/2017,6:00 PM,Regular round,17,Maccabi Petah Tikva,Ihud Bnei Sakhnin,3,7,Ihud Bnei Sakhnin,1,1,Eitan Shmuelevic,HaMoshava Stadium,1500,2016
10/01/2017,6:45 PM,Regular round,17,Hapoel Ashkelon,Beitar Jerusalem,13,6,Hapoel Ashkelon,1,1,Igal Frid,Sala Stadium,5100,2016
10/01/2017,8:00 PM,Regular round,17,Hapoel Beer Sheva,Maccabi Haifa,1,5,Maccabi Haifa,2,0,Alon Yefet,Toto Jacob Turner Stadium,15800,2016
11/01/2017,6:30 PM,Regular round,17,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,12,11,Bnei Yehuda Tel Aviv,1,1,Zvika Levi,HaMoshava Stadium,2000,2016
11/01/2017,7:00 PM,Regular round,17,Maccabi Tel Aviv,Hapoel Raanana,2,10,Hapoel Raanana,4,1,Gal Leibovitz,Netanya Stadium,6100,2016
11/01/2017,8:00 PM,Regular round,17,Hapoel Haifa,FC Ashdod,8,9,FC Ashdod,0,1,David Fucsman,Sammy Ofer Stadium,1500,2016
12/01/2017,7:00 PM,Regular round,17,Ironi Kiryat Shmona,Hapoel Tel Aviv,4,14,Hapoel Tel Aviv,2,1,Menashe Mashiah,Kiryat Shmona Municipal Stadium,1600,2016
14/01/2017,3:00 PM,Regular round,18,FC Ashdod,Hapoel Kfar Saba,9,11,Hapoel Kfar Saba,0,0,Ziv Adler,Yud-Alef Stadion,1500,2016
14/01/2017,5:00 PM,Regular round,18,Hapoel Raanana,Hapoel Ashkelon,10,12,Hapoel Ashkelon,0,2,Eli Hacmon,Netanya Stadium,600,2016
14/01/2017,5:15 PM,Regular round,18,Maccabi Haifa,Maccabi Petah Tikva,6,3,Maccabi Haifa,0,2,Guy Berger,Sammy Ofer Stadium,13630,2016
14/01/2017,7:30 PM,Regular round,18,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,1,13,Bnei Yehuda Tel Aviv,2,1,Erez Papir,Toto Jacob Turner Stadium,13500,2016
15/01/2017,7:15 PM,Regular round,18,Beitar Jerusalem,Hapoel Haifa,5,8,Hapoel Haifa,1,0,Daniel Bar Natan,Teddy-Kollek-Stadion,3500,2016
16/01/2017,5:30 PM,Regular round,18,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,7,4,Ihud Bnei Sakhnin,5,2,Liran Liany,Doha Stadium,3000,2016
16/01/2017,8:00 PM,Regular round,18,Hapoel Tel Aviv,Maccabi Tel Aviv,14,2,Hapoel Tel Aviv,0,1,Roi Reinshreiber,HaMoshava Stadium,7300,2016
21/01/2017,3:00 PM,Regular round,19,Ironi Kiryat Shmona,Maccabi Haifa,4,6,Maccabi Haifa,3,0,Zvika Levi,Kiryat Shmona Municipal Stadium,2800,2016
21/01/2017,5:00 PM,Regular round,19,Hapoel Haifa,Hapoel Raanana,8,10,Hapoel Raanana,1,0,Oren Siminyan,Sammy Ofer Stadium,2400,2016
21/01/2017,5:15 PM,Regular round,19,Hapoel Ashkelon,Hapoel Tel Aviv,13,14,Hapoel Tel Aviv,0,1,Liran Liany,Sala Stadium,3910,2016
21/01/2017,7:30 PM,Regular round,19,Maccabi Petah Tikva,Hapoel Beer Sheva,3,1,Maccabi Petah Tikva,1,1,Roi Reinshreiber,HaMoshava Stadium,7000,2016
22/01/2017,6:00 PM,Regular round,19,Bnei Yehuda Tel Aviv,FC Ashdod,11,9,Bnei Yehuda Tel Aviv,2,0,Idan Leiba,HaMoshava Stadium,2500,2016
22/01/2017,7:00 PM,Regular round,19,Hapoel Kfar Saba,Beitar Jerusalem,12,5,Hapoel Kfar Saba,0,2,Eitan Shmuelevic,Levita Stadium,2200,2016
22/01/2017,8:00 PM,Regular round,19,Maccabi Tel Aviv,Ihud Bnei Sakhnin,2,7,Ihud Bnei Sakhnin,2,1,Shalom Ben Avraham,Netanya Stadium,9400,2016
28/01/2017,3:00 PM,Regular round,20,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,3,11,Bnei Yehuda Tel Aviv,2,0,Gal Leibovitz,HaMoshava Stadium,1500,2016
28/01/2017,5:00 PM,Regular round,20,Hapoel Raanana,Hapoel Kfar Saba,10,12,Hapoel Kfar Saba,1,0,Menashe Mashiah,Netanya Stadium,700,2016
28/01/2017,5:15 PM,Regular round,20,Hapoel Beer Sheva,Ironi Kiryat Shmona,1,4,Ironi Kiryat Shmona,2,0,Daniel Bar Natan,Toto Jacob Turner Stadium,11500,2016
28/01/2017,7:30 PM,Regular round,20,Beitar Jerusalem,FC Ashdod,5,9,FC Ashdod,1,1,Guy Berger,Teddy-Kollek-Stadion,3000,2016
29/01/2017,6:00 PM,Regular round,20,Ihud Bnei Sakhnin,Hapoel Ashkelon,6,13,Hapoel Ashkelon,1,0,Erez Papir,Doha Stadium,2000,2016
29/01/2017,7:15 PM,Regular round,20,Hapoel Tel Aviv,Hapoel Haifa,14,8,Hapoel Tel Aviv,0,0,Alon Yefet,HaMoshava Stadium,6300,2016
30/01/2017,8:00 PM,Regular round,20,Maccabi Haifa,Maccabi Tel Aviv,7,2,Maccabi Haifa,2,2,Eli Hacmon,Sammy Ofer Stadium,26100,2016
04/02/2017,3:00 PM,Regular round,21,Ironi Kiryat Shmona,Maccabi Petah Tikva,4,3,Ironi Kiryat Shmona,0,1,Nael Odeh,Kiryat Shmona Municipal Stadium,600,2016
04/02/2017,5:00 PM,Regular round,21,Hapoel Haifa,Ihud Bnei Sakhnin,8,6,Hapoel Haifa,0,1,Zvika Levi,Sammy Ofer Stadium,4100,2016
04/02/2017,5:30 PM,Regular round,21,Bnei Yehuda Tel Aviv,Beitar Jerusalem,11,5,Bnei Yehuda Tel Aviv,1,1,Shalom Ben Avraham,HaMoshava Stadium,5600,2016
04/02/2017,8:00 PM,Regular round,21,Maccabi Tel Aviv,Hapoel Beer Sheva,2,1,Maccabi Tel Aviv,1,0,Ziv Adler,Netanya Stadium,12335,2016
05/02/2017,6:00 PM,Regular round,21,FC Ashdod,Hapoel Raanana,10,9,FC Ashdod,0,1,Igal Frid,Yud-Alef Stadion,1200,2016
05/02/2017,7:15 PM,Regular round,21,Hapoel Kfar Saba,Hapoel Tel Aviv,12,14,Hapoel Tel Aviv,0,0,Guy Berger,Levita Stadium,3400,2016
06/02/2017,7:30 PM,Regular round,21,Hapoel Ashkelon,Maccabi Haifa,13,7,Hapoel Ashkelon,0,2,Daniel Bar Natan,Sala Stadium,3700,2016
11/02/2017,3:00 PM,Regular round,22,Maccabi Haifa,Hapoel Haifa,7,8,Hapoel Haifa,0,3,Roi Reinshreiber,Sammy Ofer Stadium,27643,2016
11/02/2017,5:00 PM,Regular round,22,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,6,10,Bnei Yehuda Tel Aviv,0,1,Ohad Asulin,Kiryat Shmona Municipal Stadium,900,2016
11/02/2017,5:15 PM,Regular round,22,Hapoel Beer Sheva,Hapoel Ashkelon,1,13,Hapoel Ashkelon,2,1,Idan Layba,Toto Jacob Turner Stadium,14972,2016
11/02/2017,7:30 PM,Regular round,22,Hapoel Raanana,Beitar Jerusalem,9,4,Hapoel Raanana,0,4,Oren Siminyan,Netanya Stadium,4000,2016
12/02/2017,6:00 PM,Regular round,22,Ihud Bnei Sakhnin,Hapoel Kfar Saba,5,12,Hapoel Kfar Saba,1,0,Eli Hacmon,Doha Stadium,2000,2016
12/02/2017,7:15 PM,Regular round,22,Hapoel Tel Aviv,FC Ashdod,14,11,Hapoel Tel Aviv,2,0,Daniel Bar Natan,HaMoshava Stadium,4600,2016
13/02/2017,8:00 PM,Regular round,22,Maccabi Petah Tikva,Maccabi Tel Aviv,3,2,Maccabi Petah Tikva,0,1,Alon Yefet,HaMoshava Stadium,8000,2016
18/02/2017,3:00 PM,Regular round,23,Hapoel Kfar Saba,Maccabi Haifa,12,6,Hapoel Kfar Saba,0,2,Ziv Adler,Levita Stadium,4600,2016
18/02/2017,5:00 PM,Regular round,23,Bnei Yehuda Tel Aviv,Hapoel Raanana,11,9,Bnei Yehuda Tel Aviv,0,2,Aviad Shiloah,HaMoshava Stadium,3500,2016
18/02/2017,5:15 PM,Regular round,23,FC Ashdod,Ihud Bnei Sakhnin,10,5,FC Ashdod,1,1,Menashe Mashiah,Yud-Alef Stadion,1000,2016
18/02/2017,7:30 PM,Regular round,23,Maccabi Tel Aviv,Ironi Kiryat Shmona,2,7,Ironi Kiryat Shmona,3,0,Guy Berger,Netanya Stadium,10934,2016
19/02/2017,6:00 PM,Regular round,23,Hapoel Ashkelon,Maccabi Petah Tikva,13,3,Hapoel Ashkelon,0,1,Zvika Levi,Sala Stadium,1500,2016
19/02/2017,7:15 PM,Regular round,23,Hapoel Haifa,Hapoel Beer Sheva,8,1,Hapoel Haifa,0,0,Gal Leibovitz,Sammy Ofer Stadium,4800,2016
20/02/2017,8:00 PM,Regular round,23,Hapoel Tel Aviv,Beitar Jerusalem,14,4,Hapoel Tel Aviv,1,2,Erez Papir,HaMoshava Stadium,10000,2016
25/02/2017,3:00 PM,Regular round,24,Hapoel Tel Aviv,Hapoel Raanana,14,9,Hapoel Tel Aviv,0,0,Igal Frid,HaMoshava Stadium,8000,2016
25/02/2017,5:00 PM,Regular round,24,Hapoel Ashkelon,Ironi Kiryat Shmona,13,6,Hapoel Ashkelon,1,1,Roi Reinshreiber,Sala Stadium,1400,2016
25/02/2017,5:15 PM,Regular round,24,Maccabi Haifa,FC Ashdod,7,10,FC Ashdod,0,1,Idan Layba,Sammy Ofer Stadium,16094,2016
25/02/2017,7:30 PM,Regular round,24,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,2,11,Bnei Yehuda Tel Aviv,2,0,Eitan Shmuelevic,Netanya Stadium,11027,2016
26/02/2017,6:00 PM,Regular round,24,Maccabi Petah Tikva,Hapoel Haifa,3,8,Hapoel Haifa,3,1,Shalom Ben Avraham,HaMoshava Stadium,2000,2016
26/02/2017,8:00 PM,Regular round,24,Ihud Bnei Sakhnin,Beitar Jerusalem,5,4,Ihud Bnei Sakhnin,0,2,Alon Yefet,Doha Stadium,8000,2016
27/02/2017,7:30 PM,Regular round,24,Hapoel Beer Sheva,Hapoel Kfar Saba,1,12,Hapoel Kfar Saba,3,0,Oren Siminyan,Toto Jacob Turner Stadium,14550,2016
04/03/2017,3:00 PM,Regular round,25,Hapoel Haifa,Ironi Kiryat Shmona,8,6,Hapoel Haifa,1,2,Erez Papir,Sammy Ofer Stadium,2500,2016
04/03/2017,5:00 PM,Regular round,25,Hapoel Raanana,Ihud Bnei Sakhnin,9,5,Hapoel Raanana,0,1,Idan Layba,Netanya Stadium,1100,2016
04/03/2017,5:15 PM,Regular round,25,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,14,11,Hapoel Tel Aviv,1,2,Ziv Adler,HaMoshava Stadium,8500,2016
04/03/2017,7:30 PM,Regular round,25,FC Ashdod,Hapoel Beer Sheva,10,1,FC Ashdod,0,1,Zvika Levi,Yud-Alef Stadion,5200,2016
05/03/2017,6:00 PM,Regular round,25,Hapoel Kfar Saba,Maccabi Petah Tikva,12,3,Hapoel Kfar Saba,1,3,Gal Leibovitz,Levita Stadium,1200,2016
05/03/2017,7:15 PM,Regular round,25,Hapoel Ashkelon,Maccabi Tel Aviv,13,2,Hapoel Ashkelon,1,2,Guy Berger,Sala Stadium,5100,2016
06/03/2017,8:00 PM,Regular round,25,Beitar Jerusalem,Maccabi Haifa,4,7,Maccabi Haifa,0,1,Eli Hacmon,Teddy-Kollek-Stadion,15000,2016
11/03/2017,5:00 PM,Regular round,26,Maccabi Petah Tikva,FC Ashdod,3,9,FC Ashdod,0,1,Oren Siminyan,HaMoshava Stadium,2100,2016
11/03/2017,7:30 PM,Regular round,26,Ironi Kiryat Shmona,Hapoel Kfar Saba,7,12,Hapoel Kfar Saba,1,2,Daniel Bar Natan,Kiryat Shmona Municipal Stadium,1500,2016
11/03/2017,7:30 PM,Regular round,26,Maccabi Haifa,Hapoel Raanana,6,10,Hapoel Raanana,2,0,Menashe Mashiah,Sammy Ofer Stadium,18000,2016
11/03/2017,7:30 PM,Regular round,26,Ihud Bnei Sakhnin,Hapoel Tel Aviv,5,14,Hapoel Tel Aviv,0,0,Eitan Shmuelevic,Doha Stadium,4000,2016
12/03/2017,6:00 PM,Regular round,26,Bnei Yehuda Tel Aviv,Hapoel Ashkelon,11,13,Hapoel Ashkelon,0,0,Liran Liany,HaMoshava Stadium,2500,2016
12/03/2017,7:15 PM,Regular round,26,Maccabi Tel Aviv,Hapoel Haifa,2,8,Hapoel Haifa,1,0,Ziv Adler,Netanya Stadium,9350,2016
13/03/2017,8:00 PM,Regular round,26,Hapoel Beer Sheva,Beitar Jerusalem,1,4,Beitar Jerusalem,2,1,Roi Reinshreiber,Toto Jacob Turner Stadium,15000,2016
18/03/2017,5:15 PM, Championship round,1,Maccabi Tel Aviv,Ihud Bnei Sakhnin,2,5,Ihud Bnei Sakhnin,3,0,Eli Hacmon,Netanya Stadium,10500,2016
18/03/2017,7:30 PM, Championship round,1,Maccabi Petah Tikva,Beitar Jerusalem,3,4,Beitar Jerusalem,0,1,Idan Layba,HaMoshava Stadium,4200,2016
19/03/2017,8:00 PM, Championship round,1,Hapoel Beer Sheva,Maccabi Haifa,1,6,Maccabi Haifa,4,0,Erez Papir,Toto Jacob Turner Stadium,14775,2016
01/04/2017,6:30 PM, Championship round,2,Maccabi Haifa,Beitar Jerusalem,6,4,Maccabi Haifa,3,2,Daniel Bar Natan,Sammy Ofer Stadium,20000,2016
01/04/2017,8:10 PM, Championship round,2,Hapoel Beer Sheva,Maccabi Tel Aviv,1,2,Maccabi Tel Aviv,1,0,Roi Reinshreiber,Toto Jacob Turner Stadium,15500,2016
02/04/2017,6:00 PM, Championship round,2,Ihud Bnei Sakhnin,Maccabi Petah Tikva,5,3,Ihud Bnei Sakhnin,1,0,Shalom Ben Avraham,Doha Stadium,300,2016
08/04/2017,7:30 PM, Championship round,3,Beitar Jerusalem,Ihud Bnei Sakhnin,4,5,Ihud Bnei Sakhnin,3,0,Eitan Shmuelevic,Teddy-Kollek-Stadion,5000,2016
09/04/2017,7:10 PM, Championship round,3,Maccabi Petah Tikva,Hapoel Beer Sheva,3,1,Maccabi Petah Tikva,1,2,Ziv Adler,HaMoshava Stadium,9500,2016
09/04/2017,8:00 PM, Championship round,3,Maccabi Tel Aviv,Maccabi Haifa,2,6,Maccabi Haifa,3,0,Alon Yefet,Netanya Stadium,11769,2016
15/04/2017,5:00 PM, Championship round,4,Maccabi Haifa,Ihud Bnei Sakhnin,6,5,Maccabi Haifa,0,1,Gal Leibovitz,Sammy Ofer Stadium,14973,2016
15/04/2017,7:30 PM, Championship round,4,Maccabi Tel Aviv,Maccabi Petah Tikva,2,3,Maccabi Petah Tikva,2,0,Daniel Bar Natan,Netanya Stadium,10275,2016
