match_date,kot,round_type,season_round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,stadium,attendance,season
04/12/2014,7:00 PM,Regular round,11,Beitar Jerusalem,Hapoel Petah Tikva,6,14,Hapoel Petah Tikva,3,1,Zvika Levi,Teddy-Kollek-Stadion,4000,2014
06/12/2014,4:15 PM,Regular round,12,Maccabi Haifa,Ironi Kiryat Shmona,7,1,Maccabi Haifa,1,3,Orel Grinfeld,Sammy Ofer Stadium,28000,2014
06/12/2014,5:30 PM,Regular round,12,Hapoel Acre,Maccabi Netanya,13,9,Hapoel Acre,1,2,Roi Reinshreiber,Akko Municipal Stadium,0,2014
06/12/2014,5:30 PM,Regular round,12,Hapoel Raanana,Ihud Bnei Sakhnin,11,12,Ihud Bnei Sakhnin,1,1,Eli Hacmon,Netanya Stadium,300,2014
06/12/2014,6:30 PM,Regular round,12,Hapoel Beer Sheva,Hapoel Haifa,2,14,Hapoel Haifa,4,0,Liran Wachsberger,Vasermil Stadium,7000,2014
07/12/2014,7:15 PM,Regular round,12,FC Ashdod,Hapoel Tel Aviv,4,8,Hapoel Tel Aviv,3,1,Daniel Bar Natan,Yud-Alef Stadion,3000,2014
08/12/2014,6:45 PM,Regular round,12,Maccabi Petah Tikva,Hapoel Petah Tikva,5,10,Hapoel Petah Tikva,1,2,Menashe Masiah,HaMoshava Stadium,7000,2014
08/12/2014,7:55 PM,Regular round,12,Maccabi Tel Aviv,Beitar Jerusalem,3,6,Beitar Jerusalem,1,1,Erez Papir,Sammy Ofer Stadium,26500,2014
13/12/2014,2:00 PM,Regular round,13,Maccabi Netanya,FC Ashdod,8,6,Maccabi Netanya,0,0,Menashe Masiah,Netanya Stadium,4000,2014
13/12/2014,4:15 PM,Regular round,13,Hapoel Petah Tikva,Maccabi Tel Aviv,12,2,Hapoel Petah Tikva,1,3,Guy Berger,HaMoshava Stadium,10000,2014
13/12/2014,5:00 PM,Regular round,13,Ironi Kiryat Shmona,Hapoel Acre,1,13,Hapoel Acre,2,2,Shalom Ben Avraham,Kiryat Shmona Municipal Stadium,3800,2014
13/12/2014,5:00 PM,Regular round,13,Ihud Bnei Sakhnin,Hapoel Beer Sheva,9,3,Ihud Bnei Sakhnin,2,0,Ziv Adler,Doha Stadium,2000,2014
13/12/2014,6:45 PM,Regular round,13,Hapoel Tel Aviv,Maccabi Petah Tikva,10,4,Hapoel Tel Aviv,1,2,Eitan Shmuelevic,Bloomfield,5352,2014
14/12/2014,7:55 PM,Regular round,13,Hapoel Haifa,Maccabi Haifa,14,5,Hapoel Haifa,0,4,Eli Hacmon,Sammy Ofer Stadium,22250,2014
15/12/2014,7:00 PM,Regular round,13,Beitar Jerusalem,Hapoel Raanana,7,11,Hapoel Raanana,0,0,Roi Reinshreiber,HaMoshava Stadium,6500,2014
20/12/2014,5:00 PM,Regular round,14,Hapoel Haifa,Hapoel Acre,13,14,Hapoel Acre,1,0,Eitan Shmuelevic,Sammy Ofer Stadium,2100,2014
20/12/2014,5:00 PM,Regular round,14,Ironi Kiryat Shmona,FC Ashdod,1,6,FC Ashdod,1,0,Gal Leibovitz,Kiryat Shmona Municipal Stadium,3500,2014
20/12/2014,5:30 PM,Regular round,14,Hapoel Petah Tikva,Hapoel Raanana,12,11,Hapoel Petah Tikva,0,0,Liran Wachsberger,HaMoshava Stadium,5000,2014
20/12/2014,5:45 PM,Regular round,14,Ihud Bnei Sakhnin,Maccabi Haifa,9,4,Ihud Bnei Sakhnin,1,1,Erez Papir,Doha Stadium,5000,2014
20/12/2014,6:30 PM,Regular round,14,Maccabi Netanya,Hapoel Tel Aviv,10,7,Maccabi Netanya,0,2,Orel Grinfeld,Netanya Stadium,5700,2014
21/12/2014,7:15 PM,Regular round,14,Maccabi Tel Aviv,Maccabi Petah Tikva,2,5,Maccabi Petah Tikva,3,0,Liran Liany,Bloomfield,8732,2014
22/12/2014,7:55 PM,Regular round,14,Beitar Jerusalem,Hapoel Beer Sheva,8,3,Beitar Jerusalem,0,3,Alon Yefet,Teddy-Kollek-Stadion,13000,2014
27/12/2014,4:45 PM,Regular round,15,Hapoel Beer Sheva,Hapoel Petah Tikva,3,13,Hapoel Petah Tikva,2,1,Roi Reinshreiber,Vasermil Stadium,6000,2014
27/12/2014,5:00 PM,Regular round,15,Hapoel Acre,Ihud Bnei Sakhnin,14,7,Hapoel Acre,1,3,Daniel Bar Natan,Akko Municipal Stadium,3300,2014
27/12/2014,5:30 PM,Regular round,15,Maccabi Petah Tikva,Maccabi Netanya,6,8,Maccabi Netanya,0,1,Guy Berger,HaMoshava Stadium,1000,2014
27/12/2014,5:30 PM,Regular round,15,FC Ashdod,Hapoel Haifa,9,11,Hapoel Haifa,0,1,Alon Yefet,Yud-Alef Stadion,2500,2014
27/12/2014,7:00 PM,Regular round,15,Maccabi Haifa,Beitar Jerusalem,4,5,Beitar Jerusalem,1,3,Ziv Adler,Sammy Ofer Stadium,30000,2014
28/12/2014,7:30 PM,Regular round,15,Hapoel Raanana,Maccabi Tel Aviv,12,2,Hapoel Raanana,0,2,Zvika Levi,Netanya Stadium,5000,2014
29/12/2014,7:55 PM,Regular round,15,Hapoel Tel Aviv,Ironi Kiryat Shmona,10,1,Hapoel Tel Aviv,0,1,Liran Liany,Bloomfield,5100,2014
03/01/2015,4:00 PM,Regular round,16,Hapoel Raanana,Maccabi Petah Tikva,12,7,Hapoel Raanana,0,0,Eli Hacmon,Netanya Stadium,200,2014
03/01/2015,4:00 PM,Regular round,16,Hapoel Haifa,Hapoel Tel Aviv,11,9,Hapoel Haifa,1,1,Menashe Masiah,Sammy Ofer Stadium,4380,2014
03/01/2015,5:30 PM,Regular round,16,Ihud Bnei Sakhnin,FC Ashdod,8,6,Ihud Bnei Sakhnin,2,3,Orel Grinfeld,Doha Stadium,2000,2014
03/01/2015,6:10 PM,Regular round,16,Ironi Kiryat Shmona,Maccabi Netanya,1,10,Maccabi Netanya,3,1,Ziv Adler,Kiryat Shmona Municipal Stadium,1200,2014
03/01/2015,6:30 PM,Regular round,16,Beitar Jerusalem,Hapoel Acre,4,14,Hapoel Acre,4,0,Oren Siminyan,Teddy-Kollek-Stadion,5000,2014
04/01/2015,7:15 PM,Regular round,16,Hapoel Petah Tikva,Maccabi Haifa,13,5,Hapoel Petah Tikva,2,2,Liran Liany,HaMoshava Stadium,4000,2014
05/01/2015,7:55 PM,Regular round,16,Maccabi Tel Aviv,Hapoel Beer Sheva,2,3,Hapoel Beer Sheva,0,0,Erez Papir,Bloomfield,13800,2014
10/01/2015,2:00 PM,Regular round,17,Hapoel Beer Sheva,Hapoel Raanana,3,11,Hapoel Raanana,0,1,Gal Leibovitz,Vasermil Stadium,4000,2014
10/01/2015,4:15 PM,Regular round,17,Hapoel Tel Aviv,Ihud Bnei Sakhnin,10,9,Hapoel Tel Aviv,1,1,Guy Berger,Bloomfield,5243,2014
10/01/2015,5:30 PM,Regular round,17,Maccabi Petah Tikva,Ironi Kiryat Shmona,5,1,Maccabi Petah Tikva,3,0,Liran Wachsberger,HaMoshava Stadium,850,2014
10/01/2015,5:30 PM,Regular round,17,Maccabi Netanya,Hapoel Haifa,12,7,Maccabi Netanya,0,2,Eli Hacmon,Netanya Stadium,3000,2014
10/01/2015,5:30 PM,Regular round,17,Hapoel Acre,Hapoel Petah Tikva,14,13,Hapoel Acre,1,1,Alon Yefet,Akko Municipal Stadium,1000,2014
10/01/2015,6:45 PM,Regular round,17,FC Ashdod,Beitar Jerusalem,6,4,FC Ashdod,3,3,Menashe Masiah,Yud-Alef Stadion,3500,2014
11/01/2015,7:55 PM,Regular round,17,Maccabi Haifa,Maccabi Tel Aviv,8,2,Maccabi Haifa,0,1,Daniel Bar Natan,Sammy Ofer Stadium,28988,2014
17/01/2015,5:00 PM,Regular round,18,Hapoel Haifa,Ironi Kiryat Shmona,9,1,Hapoel Haifa,1,2,Roi Reinshreiber,Sammy Ofer Stadium,3000,2014
17/01/2015,5:30 PM,Regular round,18,Hapoel Petah Tikva,FC Ashdod,13,5,Hapoel Petah Tikva,1,2,Zvika Levi,HaMoshava Stadium,1500,2014
17/01/2015,6:15 PM,Regular round,18,Hapoel Beer Sheva,Maccabi Petah Tikva,3,6,Maccabi Petah Tikva,1,0,Menashe Masiah,Vasermil Stadium,0,2014
17/01/2015,7:00 PM,Regular round,18,Maccabi Tel Aviv,Hapoel Acre,2,14,Hapoel Acre,3,0,Eli Hacmon,Bloomfield,11500,2014
18/01/2015,7:15 PM,Regular round,18,Hapoel Raanana,Maccabi Haifa,7,10,Maccabi Haifa,1,0,Oren Siminyan,Netanya Stadium,2000,2014
19/01/2015,6:30 PM,Regular round,18,Ihud Bnei Sakhnin,Maccabi Netanya,12,8,Ihud Bnei Sakhnin,0,2,Liran Wachsberger,Doha Stadium,2000,2014
19/01/2015,7:55 PM,Regular round,18,Beitar Jerusalem,Hapoel Tel Aviv,4,11,Hapoel Tel Aviv,1,1,Eitan Shmuelevic,Teddy-Kollek-Stadion,23000,2014
24/01/2015,4:00 PM,Regular round,19,Hapoel Tel Aviv,Hapoel Petah Tikva,11,13,Hapoel Petah Tikva,0,0,Ziv Adler,Bloomfield,7465,2014
24/01/2015,4:30 PM,Regular round,19,FC Ashdod,Maccabi Tel Aviv,6,1,FC Ashdod,0,1,Liran Wachsberger,Yud-Alef Stadion,2400,2014
24/01/2015,5:00 PM,Regular round,19,Hapoel Acre,Hapoel Raanana,14,5,Hapoel Acre,0,2,Erez Papir,Akko Municipal Stadium,1000,2014
24/01/2015,5:30 PM,Regular round,19,Maccabi Petah Tikva,Hapoel Haifa,7,10,Hapoel Haifa,0,0,Eitan Shmuelevic,HaMoshava Stadium,1600,2014
24/01/2015,7:00 PM,Regular round,19,Maccabi Haifa,Hapoel Beer Sheva,9,3,Maccabi Haifa,1,0,Orel Grinfeld,Sammy Ofer Stadium,27000,2014
25/01/2015,7:55 PM,Regular round,19,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,2,12,Ihud Bnei Sakhnin,1,1,Alon Yefet,Kiryat Shmona Municipal Stadium,1000,2014
26/01/2015,7:15 PM,Regular round,19,Maccabi Netanya,Beitar Jerusalem,8,4,Maccabi Netanya,2,0,Guy Berger,Netanya Stadium,9700,2014
31/01/2015,4:00 PM,Regular round,20,Maccabi Haifa,Maccabi Petah Tikva,9,6,Maccabi Haifa,0,1,Alon Yefet,Sammy Ofer Stadium,15000,2014
31/01/2015,5:00 PM,Regular round,20,Ihud Bnei Sakhnin,Hapoel Haifa,10,11,Hapoel Haifa,2,0,Liran Liany,Doha Stadium,1500,2014
31/01/2015,5:30 PM,Regular round,20,Hapoel Petah Tikva,Maccabi Netanya,13,7,Hapoel Petah Tikva,1,1,Menashe Masiah,HaMoshava Stadium,4200,2014
31/01/2015,6:20 PM,Regular round,20,Hapoel Beer Sheva,Hapoel Acre,3,14,Hapoel Acre,3,0,Ziv Adler,Vasermil Stadium,5050,2014
01/02/2015,7:15 PM,Regular round,20,Beitar Jerusalem,Ironi Kiryat Shmona,4,2,Beitar Jerusalem,3,1,Liran Wachsberger,Teddy-Kollek-Stadion,0,2014
02/02/2015,6:00 PM,Regular round,20,Hapoel Raanana,FC Ashdod,5,8,FC Ashdod,2,0,Roi Reinshreiber,Netanya Stadium,200,2014
02/02/2015,7:55 PM,Regular round,20,Maccabi Tel Aviv,Hapoel Tel Aviv,1,12,Hapoel Tel Aviv,2,0,Eli Hacmon,Bloomfield,13500,2014
07/02/2015,4:00 PM,Regular round,21,Hapoel Tel Aviv,Hapoel Raanana,10,6,Hapoel Tel Aviv,2,1,Daniel Bar Natan,Bloomfield,6754,2014
07/02/2015,5:00 PM,Regular round,21,Ironi Kiryat Shmona,Hapoel Petah Tikva,2,13,Hapoel Petah Tikva,3,2,Gal Leibovitz,Kiryat Shmona Municipal Stadium,2700,2014
07/02/2015,5:30 PM,Regular round,21,Maccabi Petah Tikva,Ihud Bnei Sakhnin,5,11,Ihud Bnei Sakhnin,2,0,Zvika Levi,HaMoshava Stadium,2000,2014
07/02/2015,5:30 PM,Regular round,21,FC Ashdod,Hapoel Beer Sheva,8,3,FC Ashdod,2,2,Guy Berger,Yud-Alef Stadion,4100,2014
07/02/2015,6:20 PM,Regular round,21,Hapoel Acre,Maccabi Haifa,14,9,Hapoel Acre,0,0,Liran Wachsberger,Akko Municipal Stadium,5000,2014
08/02/2015,7:55 PM,Regular round,21,Maccabi Netanya,Maccabi Tel Aviv,7,1,Maccabi Netanya,3,3,Orel Grinfeld,Netanya Stadium,13500,2014
09/02/2015,7:15 PM,Regular round,21,Hapoel Haifa,Beitar Jerusalem,12,4,Hapoel Haifa,3,4,Alon Yefet,Sammy Ofer Stadium,6000,2014
14/02/2015,4:30 PM,Regular round,22,Maccabi Haifa,FC Ashdod,7,10,FC Ashdod,5,0,Ziv Adler,Bloomfield,6100,2014
14/02/2015,5:00 PM,Regular round,22,Hapoel Acre,Maccabi Petah Tikva,14,4,Hapoel Acre,0,2,Orel Grinfeld,Akko Municipal Stadium,1000,2014
14/02/2015,5:00 PM,Regular round,22,Hapoel Petah Tikva,Hapoel Haifa,13,12,Hapoel Petah Tikva,2,1,Eli Hacmon,HaMoshava Stadium,3000,2014
14/02/2015,6:00 PM,Regular round,22,Hapoel Raanana,Maccabi Netanya,6,9,Maccabi Netanya,2,1,Gal Leibovitz,Netanya Stadium,1500,2014
14/02/2015,6:20 PM,Regular round,22,Hapoel Beer Sheva,Hapoel Tel Aviv,3,11,Hapoel Tel Aviv,1,0,Liran Liany,Vasermil Stadium,6500,2014
15/02/2015,7:15 PM,Regular round,22,Beitar Jerusalem,Ihud Bnei Sakhnin,5,8,Ihud Bnei Sakhnin,1,2,Menashe Masiah,Teddy-Kollek-Stadion,0,2014
16/02/2015,7:55 PM,Regular round,22,Maccabi Tel Aviv,Ironi Kiryat Shmona,1,2,Ironi Kiryat Shmona,1,1,Alon Yefet,Bloomfield,13710,2014
21/02/2015,4:00 PM,Regular round,23,Maccabi Netanya,Hapoel Beer Sheva,7,3,Maccabi Netanya,4,2,Daniel Bar Natan,Netanya Stadium,7000,2014
21/02/2015,5:00 PM,Regular round,23,Ironi Kiryat Shmona,Hapoel Raanana,2,6,Hapoel Raanana,1,1,Zvika Levi,Kiryat Shmona Municipal Stadium,1800,2014
21/02/2015,5:30 PM,Regular round,23,Ihud Bnei Sakhnin,Hapoel Petah Tikva,9,13,Hapoel Petah Tikva,0,0,Roi Reinshreiber,Doha Stadium,3000,2014
21/02/2015,5:30 PM,Regular round,23,FC Ashdod,Hapoel Acre,10,14,Hapoel Acre,0,0,Oren Siminyan,Yud-Alef Stadion,1000,2014
21/02/2015,6:20 PM,Regular round,23,Hapoel Haifa,Maccabi Tel Aviv,12,1,Hapoel Haifa,2,0,Ziv Adler,Sammy Ofer Stadium,5230,2014
22/02/2015,7:30 PM,Regular round,23,Maccabi Petah Tikva,Beitar Jerusalem,4,5,Beitar Jerusalem,1,1,Eli Hacmon,HaMoshava Stadium,6400,2014
23/02/2015,7:55 PM,Regular round,23,Hapoel Tel Aviv,Maccabi Haifa,11,8,Hapoel Tel Aviv,2,2,Orel Grinfeld,Bloomfield,12000,2014
28/02/2015,4:00 PM,Regular round,24,Hapoel Acre,Hapoel Tel Aviv,14,11,Hapoel Acre,1,0,Oren Siminyan,Akko Municipal Stadium,2500,2014
28/02/2015,5:30 PM,Regular round,24,FC Ashdod,Maccabi Petah Tikva,10,4,FC Ashdod,0,0,Roi Reinshreiber,Yud-Alef Stadion,1560,2014
28/02/2015,5:30 PM,Regular round,24,Hapoel Raanana,Hapoel Haifa,6,12,Hapoel Haifa,2,0,Erez Papir,Netanya Stadium,600,2014
28/02/2015,6:20 PM,Regular round,24,Maccabi Tel Aviv,Ihud Bnei Sakhnin,1,9,Ihud Bnei Sakhnin,2,0,Zvika Levi,Bloomfield,10893,2014
28/02/2015,6:30 PM,Regular round,24,Hapoel Petah Tikva,Beitar Jerusalem,13,5,Hapoel Petah Tikva,0,1,Guy Berger,HaMoshava Stadium,6800,2014
01/03/2015,7:55 PM,Regular round,24,Hapoel Beer Sheva,Ironi Kiryat Shmona,3,2,Hapoel Beer Sheva,2,1,Orel Grinfeld,Vasermil Stadium,7000,2014
02/03/2015,6:45 PM,Regular round,24,Maccabi Haifa,Maccabi Netanya,7,8,Maccabi Netanya,2,1,Menashe Masiah,Sammy Ofer Stadium,23000,2014
07/03/2015,4:00 PM,Regular round,25,Hapoel Haifa,Hapoel Beer Sheva,12,3,Hapoel Haifa,1,1,Roi Reinshreiber,Sammy Ofer Stadium,3850,2014
07/03/2015,5:00 PM,Regular round,25,Ihud Bnei Sakhnin,Hapoel Raanana,8,7,Ihud Bnei Sakhnin,2,0,Eitan Shmuelevic,Doha Stadium,2500,2014
07/03/2015,6:00 PM,Regular round,25,Hapoel Petah Tikva,Maccabi Petah Tikva,13,5,Hapoel Petah Tikva,0,0,Liran Liany,HaMoshava Stadium,5000,2014
07/03/2015,6:00 PM,Regular round,25,Maccabi Netanya,Hapoel Acre,9,14,Hapoel Acre,1,1,Eli Hacmon,Netanya Stadium,5000,2014
07/03/2015,6:20 PM,Regular round,25,Hapoel Tel Aviv,FC Ashdod,10,11,FC Ashdod,3,1,Daniel Bar Natan,Bloomfield,9250,2014
08/03/2015,7:15 PM,Regular round,25,Ironi Kiryat Shmona,Maccabi Haifa,2,6,Maccabi Haifa,0,1,Ziv Adler,Kiryat Shmona Municipal Stadium,4500,2014
09/03/2015,7:55 PM,Regular round,25,Beitar Jerusalem,Maccabi Tel Aviv,4,1,Beitar Jerusalem,1,0,Menashe Masiah,Teddy-Kollek-Stadion,17200,2014
14/03/2015,6:00 PM,Regular round,26,FC Ashdod,Maccabi Netanya,11,8,FC Ashdod,2,3,Erez Papir,Yud-Alef Stadion,1400,2014
14/03/2015,6:00 PM,Regular round,26,Hapoel Acre,Ironi Kiryat Shmona,14,3,Hapoel Acre,2,0,Eitan Shmuelevic,Akko Municipal Stadium,1500,2014
14/03/2015,6:30 PM,Regular round,26,Maccabi Petah Tikva,Hapoel Tel Aviv,5,10,Hapoel Tel Aviv,2,1,Ziv Adler,HaMoshava Stadium,4500,2014
14/03/2015,6:30 PM,Regular round,26,Maccabi Haifa,Hapoel Haifa,6,12,Hapoel Haifa,2,0,Liran Liany,Sammy Ofer Stadium,25200,2014
14/03/2015,6:30 PM,Regular round,26,Hapoel Raanana,Beitar Jerusalem,7,4,Hapoel Raanana,0,2,Orel Grinfeld,Netanya Stadium,5800,2014
15/03/2015,7:15 PM,Regular round,26,Hapoel Beer Sheva,Ihud Bnei Sakhnin,2,9,Ihud Bnei Sakhnin,2,0,Gal Leibovitz,Vasermil Stadium,6000,2014
16/03/2015,7:55 PM,Regular round,26,Maccabi Tel Aviv,Hapoel Petah Tikva,1,13,Hapoel Petah Tikva,2,0,Daniel Bar Natan,Bloomfield,10853,2014
21/03/2015,6:20 PM, Championship round,1,Hapoel Beer Sheva,Maccabi Petah Tikva,2,5,Maccabi Petah Tikva,3,0,Zvika Levi,Vasermil Stadium,0,2014
22/03/2015,7:15 PM, Championship round,1,Ironi Kiryat Shmona,Beitar Jerusalem,3,4,Beitar Jerusalem,1,2,Roi Reinshreiber,Kiryat Shmona Municipal Stadium,0,2014
22/03/2015,7:35 PM, Championship round,1,Maccabi Tel Aviv,Maccabi Haifa,1,6,Maccabi Haifa,2,1,Menashe Masiah,Bloomfield,13000,2014
05/04/2015,7:15 PM, Championship round,2,Maccabi Haifa,Beitar Jerusalem,5,4,Maccabi Haifa,1,0,Daniel Bar Natan,Sammy Ofer Stadium,29235,2014
06/04/2015,6:30 PM, Championship round,2,Maccabi Petah Tikva,Ironi Kiryat Shmona,6,3,Maccabi Petah Tikva,0,1,Erez Papir,HaMoshava Stadium,700,2014
06/04/2015,7:55 PM, Championship round,2,Maccabi Tel Aviv,Hapoel Beer Sheva,1,2,Hapoel Beer Sheva,3,1,Orel Grinfeld,Bloomfield,13732,2014
12/04/2015,7:15 PM, Championship round,3,Beitar Jerusalem,Maccabi Petah Tikva,4,6,Maccabi Petah Tikva,0,0,Guy Berger,Netanya Stadium,3000,2014
12/04/2015,7:45 PM, Championship round,3,Hapoel Beer Sheva,Maccabi Haifa,2,5,Maccabi Haifa,1,1,Liran Liany,Vasermil Stadium,6000,2014
13/04/2015,7:55 PM, Championship round,3,Ironi Kiryat Shmona,Maccabi Tel Aviv,3,1,Ironi Kiryat Shmona,0,0,Eli Hacmon,Kiryat Shmona Municipal Stadium,3800,2014
19/04/2015,7:15 PM, Championship round,4,Maccabi Tel Aviv,Beitar Jerusalem,1,4,Beitar Jerusalem,4,1,Alon Yefet,Bloomfield,12600,2014
19/04/2015,7:55 PM, Championship round,4,Hapoel Beer Sheva,Ironi Kiryat Shmona,2,3,Ironi Kiryat Shmona,2,2,Roi Reinshreiber,Vasermil Stadium,4500,2014
20/04/2015,7:00 PM, Championship round,4,Maccabi Haifa,Maccabi Petah Tikva,5,6,Maccabi Petah Tikva,0,0,Eitan Shmuelevic,Sammy Ofer Stadium,21150,2014
25/04/2015,7:00 PM, Championship round,5,Maccabi Petah Tikva,Maccabi Tel Aviv,6,1,Maccabi Petah Tikva,1,1,Eli Hacmon,HaMoshava Stadium,9000,2014
26/04/2015,7:55 PM, Championship round,5,Beitar Jerusalem,Hapoel Beer Sheva,4,2,Beitar Jerusalem,1,1,Erez Papir,Teddy-Kollek-Stadion,6500,2014
27/04/2015,7:30 PM, Championship round,5,Ironi Kiryat Shmona,Maccabi Haifa,3,5,Maccabi Haifa,1,0,Guy Berger,Kiryat Shmona Municipal Stadium,2000,2014
02/05/2015,7:00 PM, Championship round,6,Beitar Jerusalem,Ironi Kiryat Shmona,4,3,Beitar Jerusalem,0,1,Oren Siminyan,Teddy-Kollek-Stadion,5930,2014
03/05/2015,7:15 PM, Championship round,6,Maccabi Petah Tikva,Hapoel Beer Sheva,6,2,Maccabi Petah Tikva,1,2,Daniel Bar Natan,HaMoshava Stadium,3500,2014
04/05/2015,7:55 PM, Championship round,6,Maccabi Haifa,Maccabi Tel Aviv,5,1,Maccabi Haifa,1,1,Ziv Adler,Sammy Ofer Stadium,30000,2014
09/05/2015,5:00 PM, Championship round,7,Ironi Kiryat Shmona,Maccabi Petah Tikva,2,6,Maccabi Petah Tikva,2,0,Liran Wachsberger,Kiryat Shmona Municipal Stadium,1500,2014
10/05/2015,7:30 PM, Championship round,7,Beitar Jerusalem,Maccabi Haifa,4,5,Maccabi Haifa,1,1,Orel Grinfeld,Teddy-Kollek-Stadion,16200,2014
11/05/2015,7:55 PM, Championship round,7,Hapoel Beer Sheva,Maccabi Tel Aviv,3,1,Hapoel Beer Sheva,1,1,Eitan Shmuelevic,Vasermil Stadium,9000,2014
16/05/2015,2:30 PM, Championship round,8,Maccabi Haifa,Hapoel Beer Sheva,5,3,Maccabi Haifa,4,0,Eli Hacmon,Sammy Ofer Stadium,21000,2014
17/05/2015,8:00 PM, Championship round,8,Maccabi Tel Aviv,Ironi Kiryat Shmona,1,2,Ironi Kiryat Shmona,2,1,Liran Liany,Bloomfield,12700,2014
18/05/2015,7:30 PM, Championship round,8,Maccabi Petah Tikva,Beitar Jerusalem,6,4,Maccabi Petah Tikva,1,2,Eitan Shmuelevic,HaMoshava Stadium,0,2014
24/05/2015,7:00 PM, Championship round,9,Ironi Kiryat Shmona,Hapoel Beer Sheva,2,3,Hapoel Beer Sheva,3,1,Guy Berger,Kiryat Shmona Municipal Stadium,500,2014
25/05/2015,7:55 PM, Championship round,9,Maccabi Petah Tikva,Maccabi Haifa,6,5,Maccabi Petah Tikva,1,0,Roi Reinshreiber,HaMoshava Stadium,5000,2014
25/05/2015,7:55 PM, Championship round,9,Beitar Jerusalem,Maccabi Tel Aviv,4,1,Beitar Jerusalem,3,0,Erez Papir,Teddy-Kollek-Stadion,10000,2014
30/05/2015,4:15 PM, Championship round,10,Maccabi Haifa,Ironi Kiryat Shmona,5,2,Maccabi Haifa,4,1,Oren Siminyan,Sammy Ofer Stadium,13000,2014
30/05/2015,5:40 PM, Championship round,10,Hapoel Beer Sheva,Beitar Jerusalem,3,4,Beitar Jerusalem,4,0,Gal Leibovitz,Vasermil Stadium,0,2014
01/06/2015,7:55 PM, Championship round,10,Maccabi Tel Aviv,Maccabi Petah Tikva,1,6,Maccabi Petah Tikva,0,2,Zvika Levi,Bloomfield,11421,2014
21/03/2015,3:00 PM,Relegation round,1,Hapoel Raanana,FC Ashdod,1,5,FC Ashdod,4,0,Guy Berger,Netanya Stadium,185,2014
21/03/2015,4:00 PM,Relegation round,1,Hapoel Tel Aviv,Hapoel Acre,4,8,Hapoel Acre,2,0,Liran Liany,Bloomfield,8000,2014
21/03/2015,6:00 PM,Relegation round,1,Ihud Bnei Sakhnin,Hapoel Haifa,3,6,Hapoel Haifa,1,0,Eli Hacmon,Doha Stadium,2000,2014
21/03/2015,7:00 PM,Relegation round,1,Maccabi Netanya,Hapoel Petah Tikva,2,7,Hapoel Petah Tikva,3,1,Liran Wachsberger,Netanya Stadium,3800,2014
11/04/2015,4:00 PM,Relegation round,2,Hapoel Haifa,Hapoel Tel Aviv,6,4,Hapoel Haifa,0,1,Alon Yefet,Sammy Ofer Stadium,3460,2014
11/04/2015,5:00 PM,Relegation round,2,Hapoel Raanana,Maccabi Netanya,2,1,Hapoel Raanana,1,2,Amit Elnekave,Netanya Stadium,1000,2014
11/04/2015,6:00 PM,Relegation round,2,FC Ashdod,Hapoel Acre,5,7,Hapoel Acre,0,0,Ziv Adler,Yud-Alef Stadion,350,2014
11/04/2015,7:00 PM,Relegation round,2,Hapoel Petah Tikva,Ihud Bnei Sakhnin,8,3,Hapoel Petah Tikva,2,3,Roi Reinshreiber,HaMoshava Stadium,2500,2014
18/04/2015,4:20 PM,Relegation round,3,Hapoel Tel Aviv,Hapoel Petah Tikva,4,7,Hapoel Petah Tikva,1,2,Gal Leibovitz,Bloomfield,8300,2014
18/04/2015,5:00 PM,Relegation round,3,Hapoel Acre,Hapoel Haifa,6,8,Hapoel Haifa,1,0,Daniel Bar Natan,Akko Municipal Stadium,3500,2014
18/04/2015,6:00 PM,Relegation round,3,Ihud Bnei Sakhnin,Hapoel Raanana,3,2,Ihud Bnei Sakhnin,1,1,Sahar Arbeli,Doha Stadium,1000,2014
18/04/2015,7:00 PM,Relegation round,3,Maccabi Netanya,FC Ashdod,1,5,FC Ashdod,0,0,Menashe Masiah,Netanya Stadium,3040,2014
25/04/2015,2:30 PM,Relegation round,4,Hapoel Petah Tikva,Hapoel Acre,8,6,Hapoel Petah Tikva,0,2,Menashe Masiah,HaMoshava Stadium,4000,2014
25/04/2015,3:00 PM,Relegation round,4,Hapoel Raanana,Hapoel Tel Aviv,3,4,Hapoel Tel Aviv,2,2,Zvika Levi,Netanya Stadium,2000,2014
25/04/2015,4:45 PM,Relegation round,4,FC Ashdod,Hapoel Haifa,5,7,Hapoel Haifa,0,0,Liran Liany,Yud-Alef Stadion,1400,2014
25/04/2015,7:00 PM,Relegation round,4,Maccabi Netanya,Ihud Bnei Sakhnin,2,1,Maccabi Netanya,2,3,Igal Frid,Netanya Stadium,3000,2014
02/05/2015,4:00 PM,Relegation round,5,Hapoel Tel Aviv,Maccabi Netanya,3,2,Hapoel Tel Aviv,2,1,Nael Odeh,Bloomfield,6040,2014
02/05/2015,4:30 PM,Relegation round,5,Ihud Bnei Sakhnin,FC Ashdod,1,6,FC Ashdod,1,1,Erez Papir,Doha Stadium,1000,2014
02/05/2015,4:30 PM,Relegation round,5,Hapoel Haifa,Hapoel Petah Tikva,7,8,Hapoel Petah Tikva,3,2,Alon Yefet,Sammy Ofer Stadium,4000,2014
