,season,round,round_type,team,promoted,team_pos,pts,g_difference,win,draw,lose,goals_for,goals_against
0,2012,1,Regular Season,FC Ashdod,0,1,3,2,1,0,0,2,0
1,2012,1,Regular Season,Ironi Kiryat Shmona,0,2,3,1,1,0,0,3,2
2,2012,1,Regular Season,Maccabi Tel Aviv,0,3,3,1,1,0,0,2,1
3,2012,1,Regular Season,Hapoel Tel Aviv,0,4,3,1,1,0,0,1,0
4,2012,1,Regular Season,Hapoel Acre,0,5,1,0,0,1,0,1,1
5,2012,1,Regular Season,Bnei Yehuda Tel Aviv,0,6,1,0,0,1,0,1,1
6,2012,1,Regular Season,Hapoel Haifa,0,7,1,0,0,1,0,0,0
7,2012,1,Regular Season,Hapoel Beer Sheva,0,8,1,0,0,1,0,0,0
8,2012,1,Regular Season,Ihud Bnei Sakhnin,0,9,1,0,0,1,0,0,0
9,2012,1,Regular Season,Maccabi Netanya,0,10,1,0,0,1,0,0,0
10,2012,1,Regular Season,Beitar Jerusalem,0,11,0,-1,0,0,1,2,3
11,2012,1,Regular Season,Maccabi Haifa,0,12,0,-1,0,0,1,1,2
12,2012,1,Regular Season,Hapoel Ramat Gan,1,13,0,-1,0,0,1,0,1
13,2012,1,Regular Season,Hapoel Ramat haSharon,0,14,0,-2,0,0,1,0,2
14,2012,2,Regular Season,FC Ashdod,0,1,6,4,2,0,0,5,1
15,2012,2,Regular Season,Ironi Kiryat Shmona,0,2,6,3,2,0,0,6,3
16,2012,2,Regular Season,Hapoel Tel Aviv,0,3,6,3,2,0,0,3,0
17,2012,2,Regular Season,Maccabi Tel Aviv,0,4,6,2,2,0,0,3,1
18,2012,2,Regular Season,Bnei Yehuda Tel Aviv,0,5,4,1,1,1,0,2,1
19,2012,2,Regular Season,Hapoel Ramat haSharon,0,6,3,0,1,0,1,3,3
20,2012,2,Regular Season,Hapoel Beer Sheva,0,7,2,0,0,2,0,1,1
21,2012,2,Regular Season,Beitar Jerusalem,0,8,1,-1,0,1,1,3,4
22,2012,2,Regular Season,Maccabi Netanya,0,9,1,-1,0,1,1,0,1
23,2012,2,Regular Season,Hapoel Acre,0,10,1,-2,0,1,1,2,4
24,2012,2,Regular Season,Ihud Bnei Sakhnin,0,11,1,-2,0,1,1,1,3
25,2012,2,Regular Season,Hapoel Haifa,0,12,1,-2,0,1,1,0,2
26,2012,2,Regular Season,Hapoel Ramat Gan,1,13,0,-2,0,0,2,0,2
27,2012,2,Regular Season,Maccabi Haifa,0,14,0,-3,0,0,2,2,5
28,2012,3,Regular Season,FC Ashdod,0,1,9,5,3,0,0,7,2
29,2012,3,Regular Season,Hapoel Tel Aviv,0,2,9,5,3,0,0,5,0
30,2012,3,Regular Season,Maccabi Tel Aviv,0,3,9,4,3,0,0,6,2
31,2012,3,Regular Season,Ironi Kiryat Shmona,0,4,6,2,2,0,1,6,4
32,2012,3,Regular Season,Hapoel Acre,0,5,4,2,1,1,1,7,5
33,2012,3,Regular Season,Hapoel Ramat haSharon,0,6,4,0,1,1,1,4,4
34,2012,3,Regular Season,Maccabi Netanya,0,7,4,0,1,1,1,1,1
35,2012,3,Regular Season,Bnei Yehuda Tel Aviv,0,8,4,-1,1,1,1,2,3
36,2012,3,Regular Season,Hapoel Beer Sheva,0,9,3,0,0,3,0,2,2
37,2012,3,Regular Season,Beitar Jerusalem,0,10,1,-2,0,1,2,4,6
38,2012,3,Regular Season,Hapoel Ramat Gan,1,11,1,-2,0,1,2,1,3
39,2012,3,Regular Season,Maccabi Haifa,0,12,1,-3,0,1,2,3,6
40,2012,3,Regular Season,Hapoel Haifa,0,13,1,-4,0,1,2,1,5
41,2012,3,Regular Season,Ihud Bnei Sakhnin,0,14,1,-6,0,1,2,2,8
42,2012,4,Regular Season,Maccabi Tel Aviv,0,1,12,8,4,0,0,10,2
43,2012,4,Regular Season,FC Ashdod,0,2,12,6,4,0,0,8,2
44,2012,4,Regular Season,Hapoel Tel Aviv,0,3,9,4,3,0,1,5,1
45,2012,4,Regular Season,Hapoel Acre,0,4,7,3,2,1,1,8,5
46,2012,4,Regular Season,Bnei Yehuda Tel Aviv,0,5,7,1,2,1,1,5,4
47,2012,4,Regular Season,Hapoel Ramat haSharon,0,6,7,1,2,1,1,5,4
48,2012,4,Regular Season,Maccabi Netanya,0,7,7,1,2,1,1,3,2
49,2012,4,Regular Season,Ironi Kiryat Shmona,0,8,6,-2,2,0,2,6,8
50,2012,4,Regular Season,Hapoel Ramat Gan,1,9,4,0,1,1,2,4,4
51,2012,4,Regular Season,Hapoel Beer Sheva,0,10,3,-1,0,3,1,3,4
52,2012,4,Regular Season,Beitar Jerusalem,0,11,1,-3,0,1,3,4,7
53,2012,4,Regular Season,Maccabi Haifa,0,12,1,-4,0,1,3,3,7
54,2012,4,Regular Season,Hapoel Haifa,0,13,1,-6,0,1,3,2,8
55,2012,4,Regular Season,Ihud Bnei Sakhnin,0,14,1,-8,0,1,3,3,11
56,2012,5,Regular Season,FC Ashdod,0,1,15,9,5,0,0,11,2
57,2012,5,Regular Season,Maccabi Tel Aviv,0,2,12,6,4,0,1,11,5
58,2012,5,Regular Season,Hapoel Tel Aviv,0,3,12,5,4,0,1,6,1
59,2012,5,Regular Season,Hapoel Acre,0,4,8,3,2,2,1,8,5
60,2012,5,Regular Season,Bnei Yehuda Tel Aviv,0,5,8,1,2,2,1,7,6
61,2012,5,Regular Season,Hapoel Ramat haSharon,0,6,8,1,2,2,1,7,6
62,2012,5,Regular Season,Ironi Kiryat Shmona,0,7,7,-2,2,1,2,7,9
63,2012,5,Regular Season,Maccabi Netanya,0,8,7,-2,2,1,2,3,5
64,2012,5,Regular Season,Hapoel Beer Sheva,0,9,6,1,1,3,1,6,5
65,2012,5,Regular Season,Hapoel Ramat Gan,1,10,5,0,1,2,2,6,6
66,2012,5,Regular Season,Beitar Jerusalem,0,11,2,-3,0,2,3,6,9
67,2012,5,Regular Season,Maccabi Haifa,0,12,2,-4,0,2,3,3,7
68,2012,5,Regular Season,Hapoel Haifa,0,13,2,-6,0,2,3,3,9
69,2012,5,Regular Season,Ihud Bnei Sakhnin,0,14,1,-9,0,1,4,3,12
70,2012,6,Regular Season,FC Ashdod,0,1,15,8,5,0,1,12,4
71,2012,6,Regular Season,Maccabi Tel Aviv,0,2,15,7,5,0,1,13,6
72,2012,6,Regular Season,Hapoel Tel Aviv,0,3,12,4,4,0,2,8,4
73,2012,6,Regular Season,Hapoel Acre,0,4,11,5,3,2,1,11,6
74,2012,6,Regular Season,Hapoel Ramat haSharon,0,5,11,3,3,2,1,9,6
75,2012,6,Regular Season,Bnei Yehuda Tel Aviv,0,6,9,1,2,3,1,9,8
76,2012,6,Regular Season,Ironi Kiryat Shmona,0,7,8,-2,2,2,2,8,10
77,2012,6,Regular Season,Hapoel Beer Sheva,0,8,7,1,1,4,1,7,6
78,2012,6,Regular Season,Maccabi Netanya,0,9,7,-4,2,1,3,4,8
79,2012,6,Regular Season,Beitar Jerusalem,0,10,5,-2,1,2,3,9,11
80,2012,6,Regular Season,Hapoel Ramat Gan,1,11,5,-2,1,2,3,6,8
81,2012,6,Regular Season,Maccabi Haifa,0,12,5,-2,1,2,3,5,7
82,2012,6,Regular Season,Hapoel Haifa,0,13,2,-8,0,2,4,3,11
83,2012,6,Regular Season,Ihud Bnei Sakhnin,0,14,2,-9,0,2,4,5,14
84,2012,7,Regular Season,FC Ashdod,0,1,18,10,6,0,1,14,4
85,2012,7,Regular Season,Maccabi Tel Aviv,0,2,18,9,6,0,1,15,6
86,2012,7,Regular Season,Hapoel Tel Aviv,0,3,15,7,5,0,2,11,4
87,2012,7,Regular Season,Hapoel Acre,0,4,11,3,3,2,2,11,8
88,2012,7,Regular Season,Hapoel Ramat haSharon,0,5,11,1,3,2,2,10,9
89,2012,7,Regular Season,Bnei Yehuda Tel Aviv,0,6,9,0,2,3,2,10,10
90,2012,7,Regular Season,Hapoel Beer Sheva,0,7,8,1,1,5,1,7,6
91,2012,7,Regular Season,Beitar Jerusalem,0,8,8,-1,2,2,3,11,12
92,2012,7,Regular Season,Ironi Kiryat Shmona,0,9,8,-4,2,2,3,8,12
93,2012,7,Regular Season,Maccabi Netanya,0,10,8,-4,2,2,3,5,9
94,2012,7,Regular Season,Hapoel Ramat Gan,1,11,6,-2,1,3,3,7,9
95,2012,7,Regular Season,Maccabi Haifa,0,12,5,-5,1,2,4,5,10
96,2012,7,Regular Season,Ihud Bnei Sakhnin,0,13,5,-7,1,2,4,8,15
97,2012,7,Regular Season,Hapoel Haifa,0,14,3,-8,0,3,4,3,11
98,2012,8,Regular Season,Maccabi Tel Aviv,0,1,21,11,7,0,1,18,7
99,2012,8,Regular Season,FC Ashdod,0,2,19,10,6,1,1,14,4
100,2012,8,Regular Season,Hapoel Tel Aviv,0,3,15,6,5,0,3,12,6
101,2012,8,Regular Season,Hapoel Acre,0,4,11,2,3,2,3,11,9
102,2012,8,Regular Season,Beitar Jerusalem,0,5,11,0,3,2,3,12,12
103,2012,8,Regular Season,Hapoel Ramat haSharon,0,6,11,0,3,2,3,10,10
104,2012,8,Regular Season,Ironi Kiryat Shmona,0,7,11,-3,3,2,3,9,12
105,2012,8,Regular Season,Maccabi Netanya,0,8,11,-3,3,2,3,7,10
106,2012,8,Regular Season,Bnei Yehuda Tel Aviv,0,9,10,0,2,4,2,11,11
107,2012,8,Regular Season,Hapoel Beer Sheva,0,10,9,1,1,6,1,7,6
108,2012,8,Regular Season,Ihud Bnei Sakhnin,0,11,8,-5,2,2,4,10,15
109,2012,8,Regular Season,Hapoel Ramat Gan,1,12,6,-4,1,3,4,8,12
110,2012,8,Regular Season,Maccabi Haifa,0,13,6,-5,1,3,4,6,11
111,2012,8,Regular Season,Hapoel Haifa,0,14,3,-10,0,3,5,3,13
112,2012,9,Regular Season,Maccabi Tel Aviv,0,1,21,10,7,0,2,18,8
113,2012,9,Regular Season,FC Ashdod,0,2,19,9,6,1,2,15,6
114,2012,9,Regular Season,Hapoel Tel Aviv,0,3,18,7,6,0,3,13,6
115,2012,9,Regular Season,Bnei Yehuda Tel Aviv,0,4,13,3,3,4,2,14,11
116,2012,9,Regular Season,Hapoel Acre,0,5,12,2,3,3,3,13,11
117,2012,9,Regular Season,Beitar Jerusalem,0,6,12,0,3,3,3,13,13
118,2012,9,Regular Season,Hapoel Ramat haSharon,0,7,12,0,3,3,3,11,11
119,2012,9,Regular Season,Ironi Kiryat Shmona,0,8,12,-3,3,3,3,10,13
120,2012,9,Regular Season,Maccabi Netanya,0,9,11,-6,3,2,4,7,13
121,2012,9,Regular Season,Hapoel Beer Sheva,0,10,10,1,1,7,1,9,8
122,2012,9,Regular Season,Ihud Bnei Sakhnin,0,11,9,-5,2,3,4,11,16
123,2012,9,Regular Season,Hapoel Ramat Gan,1,12,7,-4,1,4,4,9,13
124,2012,9,Regular Season,Maccabi Haifa,0,13,7,-5,1,4,4,7,12
125,2012,9,Regular Season,Hapoel Haifa,0,14,6,-9,1,3,5,5,14
126,2012,10,Regular Season,FC Ashdod,0,1,22,11,7,1,2,17,6
127,2012,10,Regular Season,Maccabi Tel Aviv,0,2,21,9,7,0,3,18,9
128,2012,10,Regular Season,Hapoel Tel Aviv,0,3,21,8,7,0,3,14,6
129,2012,10,Regular Season,Bnei Yehuda Tel Aviv,0,4,16,4,4,4,2,15,11
130,2012,10,Regular Season,Beitar Jerusalem,0,5,15,3,4,3,3,16,13
131,2012,10,Regular Season,Hapoel Ramat haSharon,0,6,15,1,4,3,3,13,12
132,2012,10,Regular Season,Hapoel Beer Sheva,0,7,13,2,2,7,1,12,10
133,2012,10,Regular Season,Hapoel Acre,0,8,12,0,3,3,4,13,13
134,2012,10,Regular Season,Ironi Kiryat Shmona,0,9,12,-4,3,3,4,10,14
135,2012,10,Regular Season,Maccabi Netanya,0,10,11,-7,3,2,5,8,15
136,2012,10,Regular Season,Ihud Bnei Sakhnin,0,11,10,-5,2,4,4,11,16
137,2012,10,Regular Season,Maccabi Haifa,0,12,8,-5,1,5,4,7,12
138,2012,10,Regular Season,Hapoel Ramat Gan,1,13,7,-5,1,4,5,11,16
139,2012,10,Regular Season,Hapoel Haifa,0,14,6,-12,1,3,6,5,17
140,2012,11,Regular Season,FC Ashdod,0,1,25,12,8,1,2,18,6
141,2012,11,Regular Season,Hapoel Tel Aviv,0,2,24,11,8,0,3,18,7
142,2012,11,Regular Season,Maccabi Tel Aviv,0,3,24,10,8,0,3,22,12
143,2012,11,Regular Season,Bnei Yehuda Tel Aviv,0,4,16,2,4,4,3,15,13
144,2012,11,Regular Season,Beitar Jerusalem,0,5,15,2,4,3,4,17,15
145,2012,11,Regular Season,Hapoel Ramat haSharon,0,6,15,0,4,3,4,16,16
146,2012,11,Regular Season,Ironi Kiryat Shmona,0,7,15,-2,4,3,4,12,14
147,2012,11,Regular Season,Hapoel Acre,0,8,13,0,3,4,4,13,13
148,2012,11,Regular Season,Hapoel Beer Sheva,0,9,13,-1,2,7,2,13,14
149,2012,11,Regular Season,Maccabi Netanya,0,10,12,-7,3,3,5,8,15
150,2012,11,Regular Season,Maccabi Haifa,0,11,11,-4,2,5,4,9,13
151,2012,11,Regular Season,Ihud Bnei Sakhnin,0,12,11,-5,2,5,4,11,16
152,2012,11,Regular Season,Hapoel Ramat Gan,1,13,7,-6,1,4,6,11,17
153,2012,11,Regular Season,Hapoel Haifa,0,14,7,-12,1,4,6,5,17
154,2012,12,Regular Season,Maccabi Tel Aviv,0,1,27,14,9,0,3,26,12
155,2012,12,Regular Season,Hapoel Tel Aviv,0,2,27,12,9,0,3,20,8
156,2012,12,Regular Season,FC Ashdod,0,3,25,11,8,1,3,19,8
157,2012,12,Regular Season,Beitar Jerusalem,0,4,18,3,5,3,4,20,17
158,2012,12,Regular Season,Ironi Kiryat Shmona,0,5,18,0,5,3,4,14,14
159,2012,12,Regular Season,Bnei Yehuda Tel Aviv,0,6,16,1,4,4,4,15,14
160,2012,12,Regular Season,Hapoel Beer Sheva,0,7,16,0,3,7,2,14,14
161,2012,12,Regular Season,Hapoel Ramat haSharon,0,8,15,-2,4,3,5,16,18
162,2012,12,Regular Season,Maccabi Haifa,0,9,14,-1,3,5,4,12,13
163,2012,12,Regular Season,Hapoel Acre,0,10,13,-3,3,4,5,13,16
164,2012,12,Regular Season,Maccabi Netanya,0,11,12,-8,3,3,6,10,18
165,2012,12,Regular Season,Ihud Bnei Sakhnin,0,12,11,-9,2,5,5,11,20
166,2012,12,Regular Season,Hapoel Ramat Gan,1,13,10,-3,2,4,6,14,17
167,2012,12,Regular Season,Hapoel Haifa,0,14,7,-15,1,4,7,5,20
168,2012,13,Regular Season,Maccabi Tel Aviv,0,1,28,14,9,1,3,27,13
169,2012,13,Regular Season,Hapoel Tel Aviv,0,2,28,12,9,1,3,20,8
170,2012,13,Regular Season,FC Ashdod,0,3,25,9,8,1,4,19,10
171,2012,13,Regular Season,Ironi Kiryat Shmona,0,4,21,2,6,3,4,17,15
172,2012,13,Regular Season,Beitar Jerusalem,0,5,19,3,5,4,4,21,18
173,2012,13,Regular Season,Bnei Yehuda Tel Aviv,0,6,19,3,5,4,4,17,14
174,2012,13,Regular Season,Hapoel Beer Sheva,0,7,19,1,4,7,2,15,14
175,2012,13,Regular Season,Maccabi Haifa,0,8,17,0,4,5,4,13,13
176,2012,13,Regular Season,Hapoel Ramat haSharon,0,9,15,-3,4,3,6,16,19
177,2012,13,Regular Season,Hapoel Acre,0,10,14,-3,3,5,5,13,16
178,2012,13,Regular Season,Maccabi Netanya,0,11,12,-9,3,3,7,10,19
179,2012,13,Regular Season,Hapoel Ramat Gan,1,12,11,-3,2,5,6,15,18
180,2012,13,Regular Season,Ihud Bnei Sakhnin,0,13,11,-11,2,5,6,12,23
181,2012,13,Regular Season,Hapoel Haifa,0,14,8,-15,1,5,7,6,21
182,2012,14,Regular Season,Hapoel Tel Aviv,0,1,29,12,9,2,3,22,10
183,2012,14,Regular Season,Maccabi Tel Aviv,0,2,28,13,9,1,4,27,14
184,2012,14,Regular Season,FC Ashdod,0,3,25,8,8,1,5,19,11
185,2012,14,Regular Season,Bnei Yehuda Tel Aviv,0,4,22,4,6,4,4,19,15
186,2012,14,Regular Season,Ironi Kiryat Shmona,0,5,22,2,6,4,4,19,17
187,2012,14,Regular Season,Beitar Jerusalem,0,6,20,3,5,5,4,23,20
188,2012,14,Regular Season,Maccabi Haifa,0,7,20,1,5,5,4,14,13
189,2012,14,Regular Season,Hapoel Beer Sheva,0,8,19,0,4,7,3,17,17
190,2012,14,Regular Season,Hapoel Ramat haSharon,0,9,18,-2,5,3,6,17,19
191,2012,14,Regular Season,Hapoel Acre,0,10,14,-4,3,5,6,14,18
192,2012,14,Regular Season,Ihud Bnei Sakhnin,0,11,14,-10,3,5,6,15,25
193,2012,14,Regular Season,Maccabi Netanya,0,12,13,-9,3,4,7,10,19
194,2012,14,Regular Season,Hapoel Ramat Gan,1,13,12,-3,2,6,6,17,20
195,2012,14,Regular Season,Hapoel Haifa,0,14,9,-15,1,6,7,6,21
196,2012,15,Regular Season,Maccabi Tel Aviv,0,1,31,14,10,1,4,29,15
197,2012,15,Regular Season,Hapoel Tel Aviv,0,2,30,12,9,3,3,24,12
198,2012,15,Regular Season,FC Ashdod,0,3,25,7,8,1,6,20,13
199,2012,15,Regular Season,Ironi Kiryat Shmona,0,4,23,2,6,5,4,19,17
200,2012,15,Regular Season,Bnei Yehuda Tel Aviv,0,5,22,3,6,4,5,19,16
201,2012,15,Regular Season,Beitar Jerusalem,0,6,21,3,5,6,4,23,20
202,2012,15,Regular Season,Maccabi Haifa,0,7,21,1,5,6,4,14,13
203,2012,15,Regular Season,Hapoel Ramat haSharon,0,8,21,0,6,3,6,19,19
204,2012,15,Regular Season,Hapoel Beer Sheva,0,9,20,0,4,8,3,17,17
205,2012,15,Regular Season,Ihud Bnei Sakhnin,0,10,17,-9,4,5,6,17,26
206,2012,15,Regular Season,Hapoel Ramat Gan,1,11,15,-2,3,6,6,18,20
207,2012,15,Regular Season,Hapoel Acre,0,12,14,-6,3,5,7,14,20
208,2012,15,Regular Season,Maccabi Netanya,0,13,13,-10,3,4,8,11,21
209,2012,15,Regular Season,Hapoel Haifa,0,14,10,-15,1,7,7,8,23
210,2012,16,Regular Season,Maccabi Tel Aviv,0,1,34,18,11,1,4,35,17
211,2012,16,Regular Season,Hapoel Tel Aviv,0,2,30,11,9,3,4,25,14
212,2012,16,Regular Season,FC Ashdod,0,3,26,7,8,2,6,21,14
213,2012,16,Regular Season,Ironi Kiryat Shmona,0,4,26,3,7,5,4,23,20
214,2012,16,Regular Season,Bnei Yehuda Tel Aviv,0,5,25,4,7,4,5,21,17
215,2012,16,Regular Season,Maccabi Haifa,0,6,24,3,6,6,4,16,13
216,2012,16,Regular Season,Hapoel Ramat haSharon,0,7,24,1,7,3,6,20,19
217,2012,16,Regular Season,Beitar Jerusalem,0,8,22,3,5,7,4,24,21
218,2012,16,Regular Season,Hapoel Beer Sheva,0,9,20,-2,4,8,4,17,19
219,2012,16,Regular Season,Ihud Bnei Sakhnin,0,10,20,-8,5,5,6,19,27
220,2012,16,Regular Season,Hapoel Ramat Gan,1,11,15,-3,3,6,7,18,21
221,2012,16,Regular Season,Hapoel Acre,0,12,14,-7,3,5,8,15,22
222,2012,16,Regular Season,Maccabi Netanya,0,13,13,-11,3,4,9,14,25
223,2012,16,Regular Season,Hapoel Haifa,0,14,10,-19,1,7,8,10,29
224,2012,17,Regular Season,Maccabi Tel Aviv,0,1,35,18,11,2,4,35,17
225,2012,17,Regular Season,Hapoel Tel Aviv,0,2,33,12,10,3,4,26,14
226,2012,17,Regular Season,Maccabi Haifa,0,3,27,6,7,6,4,20,14
227,2012,17,Regular Season,Ironi Kiryat Shmona,0,4,27,3,7,6,4,23,20
228,2012,17,Regular Season,FC Ashdod,0,5,26,4,8,2,7,22,18
229,2012,17,Regular Season,Beitar Jerusalem,0,6,25,4,6,7,4,27,23
230,2012,17,Regular Season,Bnei Yehuda Tel Aviv,0,7,25,3,7,4,6,22,19
231,2012,17,Regular Season,Hapoel Ramat haSharon,0,8,24,0,7,3,7,20,20
232,2012,17,Regular Season,Hapoel Beer Sheva,0,9,20,-4,4,8,5,18,22
233,2012,17,Regular Season,Ihud Bnei Sakhnin,0,10,20,-9,5,5,7,20,29
234,2012,17,Regular Season,Hapoel Ramat Gan,1,11,18,-2,4,6,7,20,22
235,2012,17,Regular Season,Maccabi Netanya,0,12,16,-9,4,4,9,17,26
236,2012,17,Regular Season,Hapoel Acre,0,13,14,-8,3,5,9,17,25
237,2012,17,Regular Season,Hapoel Haifa,0,14,13,-18,2,7,8,12,30
238,2012,18,Regular Season,Maccabi Tel Aviv,0,1,38,23,12,2,4,40,17
239,2012,18,Regular Season,Hapoel Tel Aviv,0,2,36,15,11,3,4,29,14
240,2012,18,Regular Season,Maccabi Haifa,0,3,30,8,8,6,4,23,15
241,2012,18,Regular Season,Beitar Jerusalem,0,4,28,5,7,7,4,30,25
242,2012,18,Regular Season,Ironi Kiryat Shmona,0,5,28,3,7,7,4,24,21
243,2012,18,Regular Season,Hapoel Ramat haSharon,0,6,27,1,8,3,7,22,21
244,2012,18,Regular Season,FC Ashdod,0,7,26,2,8,2,8,22,20
245,2012,18,Regular Season,Bnei Yehuda Tel Aviv,0,8,25,2,7,4,7,23,21
246,2012,18,Regular Season,Hapoel Beer Sheva,0,9,20,-9,4,8,6,18,27
247,2012,18,Regular Season,Ihud Bnei Sakhnin,0,10,20,-12,5,5,8,20,32
248,2012,18,Regular Season,Maccabi Netanya,0,11,19,-7,5,4,9,19,26
249,2012,18,Regular Season,Hapoel Ramat Gan,1,12,18,-3,4,6,8,22,25
250,2012,18,Regular Season,Hapoel Acre,0,13,14,-10,3,5,10,18,28
251,2012,18,Regular Season,Hapoel Haifa,0,14,14,-18,2,8,8,13,31
252,2012,19,Regular Season,Maccabi Tel Aviv,0,1,38,22,12,2,5,40,18
253,2012,19,Regular Season,Hapoel Tel Aviv,0,2,36,13,11,3,5,29,16
254,2012,19,Regular Season,Maccabi Haifa,0,3,33,11,9,6,4,26,15
255,2012,19,Regular Season,Beitar Jerusalem,0,4,31,7,8,7,4,32,25
256,2012,19,Regular Season,FC Ashdod,0,5,29,3,9,2,8,23,20
257,2012,19,Regular Season,Ironi Kiryat Shmona,0,6,28,2,7,7,5,24,22
258,2012,19,Regular Season,Hapoel Ramat haSharon,0,7,27,-2,8,3,8,22,24
259,2012,19,Regular Season,Bnei Yehuda Tel Aviv,0,8,26,2,7,5,7,23,21
260,2012,19,Regular Season,Hapoel Beer Sheva,0,9,23,-8,5,8,6,19,27
261,2012,19,Regular Season,Ihud Bnei Sakhnin,0,10,21,-12,5,6,8,20,32
262,2012,19,Regular Season,Maccabi Netanya,0,11,20,-7,5,5,9,23,30
263,2012,19,Regular Season,Hapoel Ramat Gan,1,12,18,-6,4,6,9,22,28
264,2012,19,Regular Season,Hapoel Haifa,0,13,17,-15,3,8,8,16,31
265,2012,19,Regular Season,Hapoel Acre,0,14,15,-10,3,6,10,22,32
266,2012,20,Regular Season,Maccabi Tel Aviv,0,1,41,26,13,2,5,44,18
267,2012,20,Regular Season,Maccabi Haifa,0,2,36,14,10,6,4,29,15
268,2012,20,Regular Season,Hapoel Tel Aviv,0,3,36,10,11,3,6,29,19
269,2012,20,Regular Season,Beitar Jerusalem,0,4,31,6,8,7,5,32,26
270,2012,20,Regular Season,FC Ashdod,0,5,30,3,9,3,8,23,20
271,2012,20,Regular Season,Hapoel Ramat haSharon,0,6,30,2,9,3,8,26,24
272,2012,20,Regular Season,Bnei Yehuda Tel Aviv,0,7,29,3,8,5,7,24,21
273,2012,20,Regular Season,Ironi Kiryat Shmona,0,8,29,2,7,8,5,24,22
274,2012,20,Regular Season,Hapoel Beer Sheva,0,9,26,-7,6,8,6,21,28
275,2012,20,Regular Season,Maccabi Netanya,0,10,21,-7,5,6,9,24,31
276,2012,20,Regular Season,Ihud Bnei Sakhnin,0,11,21,-16,5,6,9,20,36
277,2012,20,Regular Season,Hapoel Ramat Gan,1,12,19,-6,4,7,9,23,29
278,2012,20,Regular Season,Hapoel Haifa,0,13,17,-16,3,8,9,17,33
279,2012,20,Regular Season,Hapoel Acre,0,14,15,-14,3,6,11,22,36
280,2012,21,Regular Season,Maccabi Tel Aviv,0,1,44,27,14,2,5,45,18
281,2012,21,Regular Season,Maccabi Haifa,0,2,36,12,10,6,5,29,17
282,2012,21,Regular Season,Hapoel Tel Aviv,0,3,36,7,11,3,7,29,22
283,2012,21,Regular Season,Hapoel Ramat haSharon,0,4,33,3,10,3,8,27,24
284,2012,21,Regular Season,Bnei Yehuda Tel Aviv,0,5,32,5,9,5,7,26,21
285,2012,21,Regular Season,Beitar Jerusalem,0,6,31,5,8,7,6,32,27
286,2012,21,Regular Season,FC Ashdod,0,7,30,2,9,3,9,23,21
287,2012,21,Regular Season,Ironi Kiryat Shmona,0,8,30,2,7,9,5,25,23
288,2012,21,Regular Season,Hapoel Beer Sheva,0,9,29,-6,7,8,6,22,28
289,2012,21,Regular Season,Maccabi Netanya,0,10,24,-4,6,6,9,27,31
290,2012,21,Regular Season,Ihud Bnei Sakhnin,0,11,24,-14,6,6,9,23,37
291,2012,21,Regular Season,Hapoel Ramat Gan,1,12,19,-7,4,7,10,23,30
292,2012,21,Regular Season,Hapoel Haifa,0,13,17,-18,3,8,10,18,36
293,2012,21,Regular Season,Hapoel Acre,0,14,16,-14,3,7,11,23,37
294,2012,22,Regular Season,Maccabi Tel Aviv,0,1,47,31,15,2,5,49,18
295,2012,22,Regular Season,Maccabi Haifa,0,2,39,16,11,6,5,33,17
296,2012,22,Regular Season,Hapoel Tel Aviv,0,3,36,3,11,3,8,29,26
297,2012,22,Regular Season,Bnei Yehuda Tel Aviv,0,4,35,7,10,5,7,31,24
298,2012,22,Regular Season,Ironi Kiryat Shmona,0,5,33,4,8,9,5,28,24
299,2012,22,Regular Season,Hapoel Ramat haSharon,0,6,33,-1,10,3,9,27,28
300,2012,22,Regular Season,Beitar Jerusalem,0,7,32,5,8,8,6,34,29
301,2012,22,Regular Season,FC Ashdod,0,8,31,2,9,4,9,24,22
302,2012,22,Regular Season,Hapoel Beer Sheva,0,9,30,-6,7,9,6,22,28
303,2012,22,Regular Season,Ihud Bnei Sakhnin,0,10,25,-14,6,7,9,25,39
304,2012,22,Regular Season,Maccabi Netanya,0,11,24,-6,6,6,10,30,36
305,2012,22,Regular Season,Hapoel Ramat Gan,1,12,19,-9,4,7,11,24,33
306,2012,22,Regular Season,Hapoel Haifa,0,13,18,-18,3,9,10,19,37
307,2012,22,Regular Season,Hapoel Acre,0,14,17,-14,3,8,11,23,37
308,2012,23,Regular Season,Maccabi Tel Aviv,0,1,50,32,16,2,5,52,20
309,2012,23,Regular Season,Maccabi Haifa,0,2,42,17,12,6,5,34,17
310,2012,23,Regular Season,Hapoel Tel Aviv,0,3,37,3,11,4,8,30,27
311,2012,23,Regular Season,Bnei Yehuda Tel Aviv,0,4,35,6,10,5,8,33,27
312,2012,23,Regular Season,Ironi Kiryat Shmona,0,5,34,4,8,10,5,29,25
313,2012,23,Regular Season,Hapoel Ramat haSharon,0,6,34,-1,10,4,9,27,28
314,2012,23,Regular Season,Beitar Jerusalem,0,7,32,2,8,8,7,34,32
315,2012,23,Regular Season,FC Ashdod,0,8,31,0,9,4,10,25,25
316,2012,23,Regular Season,Hapoel Beer Sheva,0,9,30,-9,7,9,7,22,31
317,2012,23,Regular Season,Maccabi Netanya,0,10,25,-6,6,7,10,30,36
318,2012,23,Regular Season,Ihud Bnei Sakhnin,0,11,25,-15,6,7,10,25,40
319,2012,23,Regular Season,Hapoel Ramat Gan,1,12,22,-6,5,7,11,27,33
