League,TeamA,TeamB,posTeamA,posTeamB,rounds,matchDate,matchHour,scoreTeamA,scoreTeamB,stadium,attendance,referee,underdog,Season_Year
Bundesliga,Bayern Munich,Hamburger SV,1,18,1,14/08/2015,20:30:00,5,0,Allianz Arena,75.024,Bastian Dankert,Hamburger SV,2015
Bundesliga,SV Werder Bremen,FC Schalke 04,16,3,1,15/08/2015,15:30:00,0,3,Wohninvest-Weserstadion,42.1,Daniel Siebert,SV Werder Bremen,2015
Bundesliga,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,5,12,1,15/08/2015,15:30:00,2,1,BayArena,27.125,Robert Hartmann,TSG 1899 Hoffenheim,2015
Bundesliga,SV Darmstadt 98,Hannover 96,10,9,1,15/08/2015,15:30:00,2,2,Merck-Stadion am Böllenfalltor,17,Dr. Felix Brych,SV Darmstadt 98,2015
Bundesliga,1.FSV Mainz 05,FC Ingolstadt 04,13,8,1,15/08/2015,15:30:00,0,1,Mewa Arena,27.152,Guido Winkmann,1.FSV Mainz 05,2015
Bundesliga,FC Augsburg,Hertha BSC,14,7,1,15/08/2015,15:30:00,0,1,WWK ARENA,28.13,Tobias Welz,FC Augsburg,2015
Bundesliga,Borussia Dortmund,Borussia Mönchengladbach,2,17,1,15/08/2015,18:30:00,4,0,SIGNAL IDUNA PARK,81.359,Tobias Stieler,Borussia Mönchengladbach,2015
Bundesliga,VfL Wolfsburg,Eintracht Frankfurt,6,11,1,16/08/2015,15:30:00,2,1,Volkswagen Arena,29.126,Christian Dingert,Eintracht Frankfurt,2015
Bundesliga,VfB Stuttgart,1. FC Köln,15,4,1,16/08/2015,17:30:00,1,3,Mercedes-Benz Arena,59.5,Wolfgang Stark,VfB Stuttgart,2015
Bundesliga,Hertha BSC,SV Werder Bremen,7,15,2,21/08/2015,20:30:00,1,1,Olympiastadion Berlin,56.376,Sascha Stegemann,SV Werder Bremen,2015
Bundesliga,FC Schalke 04,SV Darmstadt 98,4,11,2,22/08/2015,15:30:00,1,1,Veltins-Arena,61.565,Benjamin Brand,SV Darmstadt 98,2015
Bundesliga,Eintracht Frankfurt,FC Augsburg,12,14,2,22/08/2015,15:30:00,1,1,Commerzbank Arena,45,Florian Meyer,FC Augsburg,2015
Bundesliga,1. FC Köln,VfL Wolfsburg,5,6,2,22/08/2015,15:30:00,1,1,RheinEnergieSTADION,46,Knut Kircher,VfL Wolfsburg,2015
Bundesliga,Hannover 96,Bayer 04 Leverkusen,13,3,2,22/08/2015,15:30:00,0,1,Heinz-von-Heiden-Arena,39.1,Wolfgang Stark,Hannover 96,2015
Bundesliga,TSG 1899 Hoffenheim,Bayern Munich,16,2,2,22/08/2015,15:30:00,1,2,PreZero Arena,30.15,Tobias Stieler,TSG 1899 Hoffenheim,2015
Bundesliga,Hamburger SV,VfB Stuttgart,10,17,2,22/08/2015,18:30:00,3,2,Volksparkstadion,54.618,Günter Perl,VfB Stuttgart,2015
Bundesliga,FC Ingolstadt 04,Borussia Dortmund,9,1,2,23/08/2015,15:30:00,0,4,Audi Sportpark,15,Christian Dingert,FC Ingolstadt 04,2015
Bundesliga,Borussia Mönchengladbach,1.FSV Mainz 05,18,8,2,23/08/2015,17:30:00,1,2,Stadion im Borussia-Park,50.172,Deniz Aytekin,Borussia Mönchengladbach,2015
Bundesliga,VfL Wolfsburg,FC Schalke 04,3,9,3,28/08/2015,20:30:00,3,0,Volkswagen Arena,30,Dr. Felix Brych,FC Schalke 04,2015
Bundesliga,VfB Stuttgart,Eintracht Frankfurt,17,8,3,29/08/2015,15:30:00,1,4,Mercedes-Benz Arena,50,Bastian Dankert,VfB Stuttgart,2015
Bundesliga,1. FC Köln,Hamburger SV,4,13,3,29/08/2015,15:30:00,2,1,RheinEnergieSTADION,50,Deniz Aytekin,Hamburger SV,2015
Bundesliga,1.FSV Mainz 05,Hannover 96,5,16,3,29/08/2015,15:30:00,3,0,Mewa Arena,26.872,Peter Sippel,Hannover 96,2015
Bundesliga,SV Darmstadt 98,TSG 1899 Hoffenheim,12,14,3,29/08/2015,15:30:00,0,0,Merck-Stadion am Böllenfalltor,17,Marco Fritz,TSG 1899 Hoffenheim,2015
Bundesliga,FC Augsburg,FC Ingolstadt 04,15,7,3,29/08/2015,15:30:00,0,1,WWK ARENA,29,Dr. Jochen Drees,FC Augsburg,2015
Bundesliga,Bayern Munich,Bayer 04 Leverkusen,2,6,3,29/08/2015,18:30:00,3,0,Allianz Arena,75.024,Florian Meyer,Bayer 04 Leverkusen,2015
Bundesliga,Borussia Dortmund,Hertha BSC,1,10,3,30/08/2015,15:30:00,3,1,SIGNAL IDUNA PARK,80.5,Guido Winkmann,Hertha BSC,2015
Bundesliga,SV Werder Bremen,Borussia Mönchengladbach,11,18,3,30/08/2015,17:30:00,2,1,Wohninvest-Weserstadion,42.1,Felix Zwayer,Borussia Mönchengladbach,2015
Bundesliga,Borussia Mönchengladbach,Hamburger SV,18,12,4,11/09/2015,20:30:00,0,3,Stadion im Borussia-Park,54.01,Tobias Welz,Borussia Mönchengladbach,2015
Bundesliga,Bayern Munich,FC Augsburg,2,14,4,12/09/2015,15:30:00,2,1,Allianz Arena,75,Knut Kircher,FC Augsburg,2015
Bundesliga,Bayer 04 Leverkusen,SV Darmstadt 98,13,11,4,12/09/2015,15:30:00,0,1,BayArena,29.936,Peter Sippel,Bayer 04 Leverkusen,2015
Bundesliga,Hannover 96,Borussia Dortmund,16,1,4,12/09/2015,15:30:00,2,4,Heinz-von-Heiden-Arena,49,Daniel Siebert,Hannover 96,2015
Bundesliga,Hertha BSC,VfB Stuttgart,7,17,4,12/09/2015,15:30:00,2,1,Olympiastadion Berlin,45.994,Tobias Stieler,VfB Stuttgart,2015
Bundesliga,FC Ingolstadt 04,VfL Wolfsburg,9,3,4,12/09/2015,15:30:00,0,0,Audi Sportpark,14.095,Sascha Stegemann,FC Ingolstadt 04,2015
Bundesliga,Eintracht Frankfurt,1. FC Köln,4,8,4,12/09/2015,18:30:00,6,2,Commerzbank Arena,51.5,Marco Fritz,1. FC Köln,2015
Bundesliga,TSG 1899 Hoffenheim,SV Werder Bremen,15,6,4,13/09/2015,15:30:00,1,3,PreZero Arena,28.312,Dr. Jochen Drees,TSG 1899 Hoffenheim,2015
Bundesliga,FC Schalke 04,1.FSV Mainz 05,5,10,4,13/09/2015,17:30:00,2,1,Veltins-Arena,60.083,Robert Hartmann,1.FSV Mainz 05,2015
Bundesliga,1.FSV Mainz 05,TSG 1899 Hoffenheim,7,15,5,18/09/2015,20:30:00,3,1,Mewa Arena,28.903,Daniel Siebert,TSG 1899 Hoffenheim,2015
Bundesliga,VfL Wolfsburg,Hertha BSC,3,11,5,19/09/2015,15:30:00,2,0,Volkswagen Arena,29,Günter Perl,Hertha BSC,2015
Bundesliga,Hamburger SV,Eintracht Frankfurt,10,8,5,19/09/2015,15:30:00,0,0,Volksparkstadion,55.322,Wolfgang Stark,Hamburger SV,2015
Bundesliga,SV Werder Bremen,FC Ingolstadt 04,9,6,5,19/09/2015,15:30:00,0,1,Wohninvest-Weserstadion,40.5,Bastian Dankert,SV Werder Bremen,2015
Bundesliga,1. FC Köln,Borussia Mönchengladbach,5,18,5,19/09/2015,15:30:00,1,0,RheinEnergieSTADION,47.8,Dr. Felix Brych,Borussia Mönchengladbach,2015
Bundesliga,SV Darmstadt 98,Bayern Munich,12,2,5,19/09/2015,15:30:00,0,3,Merck-Stadion am Böllenfalltor,17,Felix Zwayer,SV Darmstadt 98,2015
Bundesliga,VfB Stuttgart,FC Schalke 04,17,4,5,20/09/2015,15:30:00,0,1,Mercedes-Benz Arena,48.51,Manuel Gräfe,VfB Stuttgart,2015
Bundesliga,Borussia Dortmund,Bayer 04 Leverkusen,1,13,5,20/09/2015,17:30:00,3,0,SIGNAL IDUNA PARK,81.359,Deniz Aytekin,Bayer 04 Leverkusen,2015
Bundesliga,FC Augsburg,Hannover 96,14,16,5,20/09/2015,17:30:00,2,0,WWK ARENA,28.511,Christian Dingert,Hannover 96,2015
Bundesliga,Bayern Munich,VfL Wolfsburg,1,4,6,22/09/2015,20:00:00,5,1,Allianz Arena,75,Tobias Stieler,VfL Wolfsburg,2015
Bundesliga,Hertha BSC,1. FC Köln,5,7,6,22/09/2015,20:00:00,2,0,Olympiastadion Berlin,40.181,Florian Meyer,1. FC Köln,2015
Bundesliga,FC Ingolstadt 04,Hamburger SV,8,6,6,22/09/2015,20:00:00,0,1,Audi Sportpark,15,Knut Kircher,FC Ingolstadt 04,2015
Bundesliga,SV Darmstadt 98,SV Werder Bremen,10,13,6,22/09/2015,20:00:00,2,1,Merck-Stadion am Böllenfalltor,17,Guido Winkmann,SV Werder Bremen,2015
Bundesliga,FC Schalke 04,Eintracht Frankfurt,3,12,6,23/09/2015,20:00:00,2,0,Veltins-Arena,60.104,Felix Zwayer,Eintracht Frankfurt,2015
Bundesliga,Bayer 04 Leverkusen,1.FSV Mainz 05,11,9,6,23/09/2015,20:00:00,1,0,BayArena,24.805,Marco Fritz,Bayer 04 Leverkusen,2015
Bundesliga,Borussia Mönchengladbach,FC Augsburg,16,14,6,23/09/2015,20:00:00,4,2,Stadion im Borussia-Park,40.511,Daniel Siebert,Borussia Mönchengladbach,2015
Bundesliga,Hannover 96,VfB Stuttgart,18,15,6,23/09/2015,20:00:00,1,3,Heinz-von-Heiden-Arena,36.8,Sascha Stegemann,Hannover 96,2015
Bundesliga,TSG 1899 Hoffenheim,Borussia Dortmund,17,2,6,23/09/2015,20:00:00,1,1,PreZero Arena,29,Tobias Welz,TSG 1899 Hoffenheim,2015
Bundesliga,1. FC Köln,FC Ingolstadt 04,7,8,7,25/09/2015,20:30:00,1,1,RheinEnergieSTADION,47.8,Christian Dingert,FC Ingolstadt 04,2015
Bundesliga,VfL Wolfsburg,Hannover 96,4,18,7,26/09/2015,15:30:00,1,1,Volkswagen Arena,29.236,Deniz Aytekin,Hannover 96,2015
Bundesliga,VfB Stuttgart,Borussia Mönchengladbach,17,14,7,26/09/2015,15:30:00,1,3,Mercedes-Benz Arena,51.02,Günter Perl,VfB Stuttgart,2015
Bundesliga,FC Augsburg,TSG 1899 Hoffenheim,16,15,7,26/09/2015,15:30:00,1,3,WWK ARENA,27.112,Manuel Gräfe,FC Augsburg,2015
Bundesliga,SV Werder Bremen,Bayer 04 Leverkusen,13,5,7,26/09/2015,15:30:00,0,3,Wohninvest-Weserstadion,40.005,Wolfgang Stark,SV Werder Bremen,2015
Bundesliga,1.FSV Mainz 05,Bayern Munich,12,1,7,26/09/2015,15:30:00,0,3,Mewa Arena,34,Bastian Dankert,1.FSV Mainz 05,2015
Bundesliga,Hamburger SV,FC Schalke 04,10,3,7,26/09/2015,18:30:00,0,1,Volksparkstadion,53.192,Dr. Jochen Drees,Hamburger SV,2015
Bundesliga,Eintracht Frankfurt,Hertha BSC,11,6,7,27/09/2015,15:30:00,1,1,Commerzbank Arena,46,Benjamin Brand,Eintracht Frankfurt,2015
Bundesliga,Borussia Dortmund,SV Darmstadt 98,2,9,7,27/09/2015,17:30:00,2,2,SIGNAL IDUNA PARK,81.359,Robert Hartmann,SV Darmstadt 98,2015
Bundesliga,SV Darmstadt 98,1.FSV Mainz 05,10,8,8,02/10/2015,20:30:00,2,3,Merck-Stadion am Böllenfalltor,17,Florian Meyer,SV Darmstadt 98,2015
Bundesliga,Borussia Mönchengladbach,VfL Wolfsburg,13,9,8,03/10/2015,15:30:00,2,0,Stadion im Borussia-Park,52.581,Felix Zwayer,Borussia Mönchengladbach,2015
Bundesliga,Hannover 96,SV Werder Bremen,17,14,8,03/10/2015,15:30:00,1,0,Heinz-von-Heiden-Arena,49,Peter Sippel,Hannover 96,2015
Bundesliga,Hertha BSC,Hamburger SV,4,11,8,03/10/2015,15:30:00,3,0,Olympiastadion Berlin,65.427,Dr. Felix Brych,Hamburger SV,2015
Bundesliga,TSG 1899 Hoffenheim,VfB Stuttgart,15,18,8,03/10/2015,15:30:00,2,2,PreZero Arena,30.15,Deniz Aytekin,VfB Stuttgart,2015
Bundesliga,FC Ingolstadt 04,Eintracht Frankfurt,6,12,8,03/10/2015,15:30:00,2,0,Audi Sportpark,15,Manuel Gräfe,Eintracht Frankfurt,2015
Bundesliga,FC Schalke 04,1. FC Köln,3,5,8,04/10/2015,15:30:00,0,3,Veltins-Arena,61.723,Knut Kircher,1. FC Köln,2015
Bundesliga,Bayern Munich,Borussia Dortmund,1,2,8,04/10/2015,17:30:00,5,1,Allianz Arena,75,Marco Fritz,Borussia Dortmund,2015
Bundesliga,Bayer 04 Leverkusen,FC Augsburg,7,16,8,04/10/2015,17:30:00,1,1,BayArena,28.475,Tobias Stieler,FC Augsburg,2015
Bundesliga,1.FSV Mainz 05,Borussia Dortmund,11,2,9,16/10/2015,20:30:00,0,2,Mewa Arena,34,Tobias Stieler,1.FSV Mainz 05,2015
Bundesliga,FC Schalke 04,Hertha BSC,3,5,9,17/10/2015,15:30:00,2,1,Veltins-Arena,61.336,Marco Fritz,Hertha BSC,2015
Bundesliga,VfL Wolfsburg,TSG 1899 Hoffenheim,4,17,9,17/10/2015,15:30:00,4,2,Volkswagen Arena,28.148,Dr. Felix Brych,TSG 1899 Hoffenheim,2015
Bundesliga,Hamburger SV,Bayer 04 Leverkusen,12,7,9,17/10/2015,15:30:00,0,0,Volksparkstadion,54.957,Tobias Welz,Hamburger SV,2015
Bundesliga,FC Augsburg,SV Darmstadt 98,18,9,9,17/10/2015,15:30:00,0,2,WWK ARENA,30.009,Sascha Stegemann,FC Augsburg,2015
Bundesliga,SV Werder Bremen,Bayern Munich,16,1,9,17/10/2015,15:30:00,0,1,Wohninvest-Weserstadion,42.1,Christian Dingert,SV Werder Bremen,2015
Bundesliga,Eintracht Frankfurt,Borussia Mönchengladbach,13,10,9,17/10/2015,18:30:00,1,5,Commerzbank Arena,51,Florian Meyer,Eintracht Frankfurt,2015
Bundesliga,1. FC Köln,Hannover 96,6,14,9,18/10/2015,15:30:00,0,1,RheinEnergieSTADION,48.7,Bastian Dankert,Hannover 96,2015
Bundesliga,VfB Stuttgart,FC Ingolstadt 04,15,8,9,18/10/2015,17:30:00,1,0,Mercedes-Benz Arena,45.7,Guido Winkmann,VfB Stuttgart,2015
Bundesliga,TSG 1899 Hoffenheim,Hamburger SV,17,10,10,23/10/2015,20:30:00,0,1,PreZero Arena,30,Daniel Siebert,TSG 1899 Hoffenheim,2015
Bundesliga,Bayern Munich,1. FC Köln,1,9,10,24/10/2015,15:30:00,4,0,Allianz Arena,75,Florian Meyer,1. FC Köln,2015
Bundesliga,Bayer 04 Leverkusen,VfB Stuttgart,6,16,10,24/10/2015,15:30:00,4,3,BayArena,30.21,Dr. Felix Brych,VfB Stuttgart,2015
Bundesliga,Hannover 96,Eintracht Frankfurt,15,12,10,24/10/2015,15:30:00,1,2,Heinz-von-Heiden-Arena,43,Felix Zwayer,Hannover 96,2015
Bundesliga,1.FSV Mainz 05,SV Werder Bremen,13,14,10,24/10/2015,15:30:00,1,3,Mewa Arena,30.837,Robert Hartmann,SV Werder Bremen,2015
Bundesliga,SV Darmstadt 98,VfL Wolfsburg,11,4,10,24/10/2015,15:30:00,0,1,Merck-Stadion am Böllenfalltor,15.8,Günter Perl,SV Darmstadt 98,2015
Bundesliga,FC Ingolstadt 04,Hertha BSC,8,5,10,24/10/2015,18:30:00,0,1,Audi Sportpark,15,Sascha Stegemann,FC Ingolstadt 04,2015
Bundesliga,Borussia Dortmund,FC Augsburg,2,18,10,25/10/2015,15:30:00,5,1,SIGNAL IDUNA PARK,81.359,Manuel Gräfe,FC Augsburg,2015
Bundesliga,Borussia Mönchengladbach,FC Schalke 04,7,3,10,25/10/2015,17:30:00,3,1,Stadion im Borussia-Park,54.01,Wolfgang Stark,Borussia Mönchengladbach,2015
Bundesliga,Eintracht Frankfurt,Bayern Munich,11,1,11,30/10/2015,20:30:00,0,0,Commerzbank Arena,51.5,Daniel Siebert,Eintracht Frankfurt,2015
Bundesliga,FC Schalke 04,FC Ingolstadt 04,4,8,11,31/10/2015,15:30:00,1,1,Veltins-Arena,60.144,Florian Meyer,FC Ingolstadt 04,2015
Bundesliga,FC Augsburg,1.FSV Mainz 05,18,12,11,31/10/2015,15:30:00,3,3,WWK ARENA,27.2,Marco Fritz,FC Augsburg,2015
Bundesliga,SV Werder Bremen,Borussia Dortmund,16,2,11,31/10/2015,15:30:00,1,3,Wohninvest-Weserstadion,42.1,Tobias Welz,SV Werder Bremen,2015
Bundesliga,1. FC Köln,TSG 1899 Hoffenheim,9,17,11,31/10/2015,15:30:00,0,0,RheinEnergieSTADION,45,Günter Perl,TSG 1899 Hoffenheim,2015
Bundesliga,Hertha BSC,Borussia Mönchengladbach,6,5,11,31/10/2015,15:30:00,1,4,Olympiastadion Berlin,58.566,Peter Sippel,Hertha BSC,2015
Bundesliga,VfL Wolfsburg,Bayer 04 Leverkusen,3,7,11,31/10/2015,18:30:00,2,1,Volkswagen Arena,28.766,Manuel Gräfe,Bayer 04 Leverkusen,2015
Bundesliga,VfB Stuttgart,SV Darmstadt 98,15,13,11,01/11/2015,15:30:00,2,0,Mercedes-Benz Arena,52,Robert Hartmann,VfB Stuttgart,2015
Bundesliga,Hamburger SV,Hannover 96,10,14,11,01/11/2015,17:30:00,1,2,Volksparkstadion,54.607,Sascha Stegemann,Hannover 96,2015
Bundesliga,Hannover 96,Hertha BSC,15,4,12,06/11/2015,20:30:00,1,3,Heinz-von-Heiden-Arena,40.2,Christian Dingert,Hannover 96,2015
Bundesliga,Bayern Munich,VfB Stuttgart,1,16,12,07/11/2015,15:30:00,4,0,Allianz Arena,75,Bastian Dankert,VfB Stuttgart,2015
Bundesliga,Bayer 04 Leverkusen,1. FC Köln,8,7,12,07/11/2015,15:30:00,1,2,BayArena,30.21,Felix Zwayer,Bayer 04 Leverkusen,2015
Bundesliga,Borussia Mönchengladbach,FC Ingolstadt 04,6,10,12,07/11/2015,15:30:00,0,0,Stadion im Borussia-Park,52.331,Marco Fritz,FC Ingolstadt 04,2015
Bundesliga,TSG 1899 Hoffenheim,Eintracht Frankfurt,17,12,12,07/11/2015,15:30:00,0,0,PreZero Arena,30.15,Knut Kircher,TSG 1899 Hoffenheim,2015
Bundesliga,1.FSV Mainz 05,VfL Wolfsburg,9,3,12,07/11/2015,15:30:00,2,0,Mewa Arena,26.331,Daniel Siebert,1.FSV Mainz 05,2015
Bundesliga,SV Darmstadt 98,Hamburger SV,13,11,12,07/11/2015,18:30:00,1,1,Merck-Stadion am Böllenfalltor,17,Wolfgang Stark,SV Darmstadt 98,2015
Bundesliga,Borussia Dortmund,FC Schalke 04,2,5,12,08/11/2015,15:30:00,3,2,SIGNAL IDUNA PARK,79.956,Dr. Felix Brych,FC Schalke 04,2015
Bundesliga,FC Augsburg,SV Werder Bremen,18,14,12,08/11/2015,17:30:00,1,2,WWK ARENA,28.122,Tobias Stieler,FC Augsburg,2015
Bundesliga,Hamburger SV,Borussia Dortmund,10,2,13,20/11/2015,20:45:00,3,1,Volksparkstadion,57,Felix Zwayer,Hamburger SV,2015
Bundesliga,Borussia Mönchengladbach,Hannover 96,5,15,13,21/11/2015,15:30:00,2,1,Stadion im Borussia-Park,42.214,Dr. Felix Brych,Hannover 96,2015
Bundesliga,VfL Wolfsburg,SV Werder Bremen,3,14,13,21/11/2015,15:30:00,6,0,Volkswagen Arena,30,Peter Sippel,SV Werder Bremen,2015
Bundesliga,Eintracht Frankfurt,Bayer 04 Leverkusen,12,6,13,21/11/2015,15:30:00,1,3,Commerzbank Arena,47.5,Deniz Aytekin,Eintracht Frankfurt,2015
Bundesliga,1. FC Köln,1.FSV Mainz 05,9,11,13,21/11/2015,15:30:00,0,0,RheinEnergieSTADION,46.7,Wolfgang Stark,1.FSV Mainz 05,2015
Bundesliga,VfB Stuttgart,FC Augsburg,16,17,13,21/11/2015,15:45:00,0,4,Mercedes-Benz Arena,54.925,Sascha Stegemann,FC Augsburg,2015
Bundesliga,FC Schalke 04,Bayern Munich,7,1,13,21/11/2015,18:30:00,1,3,Veltins-Arena,62.271,Tobias Stieler,FC Schalke 04,2015
Bundesliga,Hertha BSC,TSG 1899 Hoffenheim,4,18,13,22/11/2015,15:30:00,1,0,Olympiastadion Berlin,37.045,Guido Winkmann,TSG 1899 Hoffenheim,2015
Bundesliga,FC Ingolstadt 04,SV Darmstadt 98,8,13,13,22/11/2015,17:40:00,3,1,Audi Sportpark,14.551,Knut Kircher,SV Darmstadt 98,2015
Bundesliga,SV Darmstadt 98,1. FC Köln,12,10,14,27/11/2015,20:30:00,0,0,Merck-Stadion am Böllenfalltor,17,Deniz Aytekin,SV Darmstadt 98,2015
Bundesliga,Bayern Munich,Hertha BSC,1,5,14,28/11/2015,15:30:00,2,0,Allianz Arena,75,Dr. Jochen Drees,Hertha BSC,2015
Bundesliga,SV Werder Bremen,Hamburger SV,15,7,14,28/11/2015,15:30:00,1,3,Wohninvest-Weserstadion,42.1,Knut Kircher,SV Werder Bremen,2015
Bundesliga,Hannover 96,FC Ingolstadt 04,14,11,14,28/11/2015,15:30:00,4,0,Heinz-von-Heiden-Arena,36,Tobias Stieler,Hannover 96,2015
Bundesliga,TSG 1899 Hoffenheim,Borussia Mönchengladbach,18,4,14,28/11/2015,15:30:00,3,3,PreZero Arena,30.15,Michael Weiner,TSG 1899 Hoffenheim,2015
Bundesliga,1.FSV Mainz 05,Eintracht Frankfurt,9,13,14,28/11/2015,15:45:00,2,1,Mewa Arena,33.098,Bastian Dankert,Eintracht Frankfurt,2015
Bundesliga,Borussia Dortmund,VfB Stuttgart,2,17,14,29/11/2015,15:30:00,4,1,SIGNAL IDUNA PARK,81.359,Manuel Gräfe,VfB Stuttgart,2015
Bundesliga,Bayer 04 Leverkusen,FC Schalke 04,6,8,14,29/11/2015,17:30:00,1,1,BayArena,30.21,Marco Fritz,FC Schalke 04,2015
Bundesliga,FC Augsburg,VfL Wolfsburg,16,3,14,29/11/2015,17:30:00,0,0,WWK ARENA,27.081,Christian Dingert,FC Augsburg,2015
Bundesliga,FC Schalke 04,Hannover 96,6,14,15,04/12/2015,20:30:00,3,1,Veltins-Arena,61.229,Wolfgang Stark,Hannover 96,2015
Bundesliga,Hertha BSC,Bayer 04 Leverkusen,4,8,15,05/12/2015,15:30:00,2,1,Olympiastadion Berlin,41.819,Robert Hartmann,Bayer 04 Leverkusen,2015
Bundesliga,FC Ingolstadt 04,TSG 1899 Hoffenheim,11,18,15,05/12/2015,15:30:00,1,1,Audi Sportpark,14.255,Manuel Gräfe,TSG 1899 Hoffenheim,2015
Bundesliga,Borussia Mönchengladbach,Bayern Munich,3,1,15,05/12/2015,15:30:00,3,1,Stadion im Borussia-Park,54.01,Felix Zwayer,Borussia Mönchengladbach,2015
Bundesliga,Hamburger SV,1.FSV Mainz 05,9,7,15,05/12/2015,15:30:00,1,3,Volksparkstadion,51.698,Benjamin Brand,Hamburger SV,2015
Bundesliga,1. FC Köln,FC Augsburg,10,16,15,05/12/2015,15:30:00,0,1,RheinEnergieSTADION,45.5,Daniel Siebert,FC Augsburg,2015
Bundesliga,VfL Wolfsburg,Borussia Dortmund,5,2,15,05/12/2015,18:30:00,1,2,Volkswagen Arena,30,Tobias Stieler,VfL Wolfsburg,2015
Bundesliga,VfB Stuttgart,SV Werder Bremen,17,15,15,06/12/2015,15:30:00,1,1,Mercedes-Benz Arena,46.59,Florian Meyer,VfB Stuttgart,2015
Bundesliga,Eintracht Frankfurt,SV Darmstadt 98,13,12,15,06/12/2015,17:30:00,0,1,Commerzbank Arena,51.5,Dr. Felix Brych,Eintracht Frankfurt,2015
Bundesliga,1.FSV Mainz 05,VfB Stuttgart,7,18,16,11/12/2015,20:30:00,0,0,Mewa Arena,29.104,Felix Zwayer,VfB Stuttgart,2015
Bundesliga,Bayern Munich,FC Ingolstadt 04,1,11,16,12/12/2015,15:30:00,2,0,Allianz Arena,75,Michael Weiner,FC Ingolstadt 04,2015
Bundesliga,VfL Wolfsburg,Hamburger SV,4,9,16,12/12/2015,15:30:00,1,1,Volkswagen Arena,30,Wolfgang Stark,Hamburger SV,2015
Bundesliga,SV Werder Bremen,1. FC Köln,14,10,16,12/12/2015,15:30:00,1,1,Wohninvest-Weserstadion,40.727,Guido Winkmann,SV Werder Bremen,2015
Bundesliga,TSG 1899 Hoffenheim,Hannover 96,17,16,16,12/12/2015,15:30:00,1,0,PreZero Arena,25.531,Dr. Jochen Drees,TSG 1899 Hoffenheim,2015
Bundesliga,SV Darmstadt 98,Hertha BSC,12,3,16,12/12/2015,15:31:00,0,4,Merck-Stadion am Böllenfalltor,17,Günter Perl,SV Darmstadt 98,2015
Bundesliga,Bayer 04 Leverkusen,Borussia Mönchengladbach,6,5,16,12/12/2015,18:30:00,5,0,BayArena,30.21,Tobias Stieler,Bayer 04 Leverkusen,2015
Bundesliga,FC Augsburg,FC Schalke 04,13,8,16,13/12/2015,15:30:00,2,1,WWK ARENA,28.41,Florian Meyer,FC Augsburg,2015
Bundesliga,Borussia Dortmund,Eintracht Frankfurt,2,15,16,13/12/2015,17:30:00,4,1,SIGNAL IDUNA PARK,81.359,Christian Dingert,Eintracht Frankfurt,2015
Bundesliga,FC Schalke 04,TSG 1899 Hoffenheim,6,18,17,18/12/2015,20:30:00,1,0,Veltins-Arena,60.749,Sascha Stegemann,TSG 1899 Hoffenheim,2015
Bundesliga,Hamburger SV,FC Augsburg,10,12,17,19/12/2015,15:30:00,0,1,Volksparkstadion,49.726,Bastian Dankert,FC Augsburg,2015
Bundesliga,Eintracht Frankfurt,SV Werder Bremen,14,16,17,19/12/2015,15:30:00,2,1,Commerzbank Arena,46,Wolfgang Stark,SV Werder Bremen,2015
Bundesliga,1. FC Köln,Borussia Dortmund,9,2,17,19/12/2015,15:30:00,2,1,RheinEnergieSTADION,50,Knut Kircher,1. FC Köln,2015
Bundesliga,Hannover 96,Bayern Munich,17,1,17,19/12/2015,15:30:00,0,1,Heinz-von-Heiden-Arena,49,Manuel Gräfe,Hannover 96,2015
Bundesliga,FC Ingolstadt 04,Bayer 04 Leverkusen,11,5,17,19/12/2015,15:30:00,0,1,Audi Sportpark,15,Felix Zwayer,FC Ingolstadt 04,2015
Bundesliga,VfB Stuttgart,VfL Wolfsburg,15,7,17,19/12/2015,18:30:00,3,1,Mercedes-Benz Arena,47.343,Dr. Felix Brych,VfB Stuttgart,2015
Bundesliga,Hertha BSC,1.FSV Mainz 05,3,8,17,20/12/2015,15:30:00,2,0,Olympiastadion Berlin,39.835,Peter Sippel,1.FSV Mainz 05,2015
Bundesliga,Borussia Mönchengladbach,SV Darmstadt 98,4,13,17,20/12/2015,17:30:00,3,2,Stadion im Borussia-Park,53.61,Benjamin Brand,SV Darmstadt 98,2015
Bundesliga,Hamburger SV,Bayern Munich,11,1,18,22/01/2016,20:30:00,1,2,Volksparkstadion,57,Felix Zwayer,Hamburger SV,2015
Bundesliga,1. FC Köln,VfB Stuttgart,9,15,18,23/01/2016,15:30:00,1,3,RheinEnergieSTADION,50,Manuel Gräfe,VfB Stuttgart,2015
Bundesliga,Hannover 96,SV Darmstadt 98,18,12,18,23/01/2016,15:30:00,1,2,Heinz-von-Heiden-Arena,38,Deniz Aytekin,Hannover 96,2015
Bundesliga,Hertha BSC,FC Augsburg,3,13,18,23/01/2016,15:30:00,0,0,Olympiastadion Berlin,35.196,Tobias Stieler,FC Augsburg,2015
Bundesliga,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,17,5,18,23/01/2016,15:30:00,1,1,PreZero Arena,24.14,Marco Fritz,TSG 1899 Hoffenheim,2015
Bundesliga,FC Ingolstadt 04,1.FSV Mainz 05,10,8,18,23/01/2016,15:30:00,1,0,Audi Sportpark,13.5,Florian Meyer,FC Ingolstadt 04,2015
