League,TeamA,TeamB,posTeamA,posTeamB,rounds,matchDate,matchHour,scoreTeamA,scoreTeamB,stadium,attendance,referee,underdog,Season_Year
Bundesliga,Bayern Munich,1.FSV Mainz 05,3,15,4,16/09/2017,15:31:00,4,0,Allianz Arena,75,Sascha Stegemann,1.FSV Mainz 05,2017
Bundesliga,SV Werder Bremen,FC Schalke 04,17,4,4,16/09/2017,15:32:00,1,2,Wohninvest-Weserstadion,42.1,Benjamin Brand,SV Werder Bremen,2017
Bundesliga,RB Leipzig,Borussia Mönchengladbach,6,10,4,16/09/2017,18:30:00,2,2,Red Bull Arena,42.558,Marco Fritz,Borussia Mönchengladbach,2017
Bundesliga,TSG 1899 Hoffenheim,Hertha BSC,5,11,4,17/09/2017,13:30:00,1,1,PreZero Arena,27.243,Markus Schmidt,Hertha BSC,2017
Bundesliga,Bayer 04 Leverkusen,SC Freiburg,12,16,4,17/09/2017,15:30:00,4,0,BayArena,26.232,Sven Jablonski,SC Freiburg,2017
Bundesliga,Borussia Dortmund,1. FC Köln,1,18,4,17/09/2017,18:00:00,5,0,SIGNAL IDUNA PARK,81,Patrick Ittrich,1. FC Köln,2017
Bundesliga,Borussia Mönchengladbach,VfB Stuttgart,7,12,5,19/09/2017,18:30:00,2,0,Stadion im Borussia-Park,44.063,Sören Storks,VfB Stuttgart,2017
Bundesliga,FC Schalke 04,Bayern Munich,6,2,5,19/09/2017,20:30:00,0,3,Veltins-Arena,62.271,Marco Fritz,FC Schalke 04,2017
Bundesliga,FC Augsburg,RB Leipzig,5,9,5,19/09/2017,20:30:00,1,0,WWK ARENA,26.113,Daniel Siebert,RB Leipzig,2017
Bundesliga,VfL Wolfsburg,SV Werder Bremen,13,17,5,19/09/2017,20:30:00,1,1,Volkswagen Arena,26.174,Dr. Felix Brych,SV Werder Bremen,2017
Bundesliga,1. FC Köln,Eintracht Frankfurt,18,10,5,20/09/2017,18:30:00,0,1,RheinEnergieSTADION,49,Martin Petersen,1. FC Köln,2017
Bundesliga,SC Freiburg,Hannover 96,16,4,5,20/09/2017,20:30:00,1,1,Dreisamstadion,22.9,Tobias Stieler,SC Freiburg,2017
Bundesliga,Hamburger SV,Borussia Dortmund,11,1,5,20/09/2017,20:30:00,0,3,Volksparkstadion,52.962,Felix Zwayer,Hamburger SV,2017
Bundesliga,Hertha BSC,Bayer 04 Leverkusen,8,14,5,20/09/2017,20:32:00,2,1,Olympiastadion Berlin,32.825,Deniz Aytekin,Bayer 04 Leverkusen,2017
Bundesliga,1.FSV Mainz 05,TSG 1899 Hoffenheim,15,3,5,20/09/2017,20:32:00,2,3,Mewa Arena,23.477,Manuel Gräfe,1.FSV Mainz 05,2017
Bundesliga,Bayern Munich,VfL Wolfsburg,3,13,6,22/09/2017,20:30:00,2,2,Allianz Arena,75.024,Christian Dingert,VfL Wolfsburg,2017
Bundesliga,RB Leipzig,Eintracht Frankfurt,6,11,6,23/09/2017,15:30:00,2,1,Red Bull Arena,40.606,Benjamin Brand,Eintracht Frankfurt,2017
Bundesliga,TSG 1899 Hoffenheim,FC Schalke 04,2,7,6,23/09/2017,15:30:00,2,0,PreZero Arena,30.15,Sascha Stegemann,FC Schalke 04,2017
Bundesliga,SV Werder Bremen,SC Freiburg,17,16,6,23/09/2017,15:30:00,0,0,Wohninvest-Weserstadion,41,Robert Hartmann,SV Werder Bremen,2017
Bundesliga,1.FSV Mainz 05,Hertha BSC,14,8,6,23/09/2017,15:30:00,1,0,Mewa Arena,23.517,Tobias Stieler,1.FSV Mainz 05,2017
Bundesliga,VfB Stuttgart,FC Augsburg,12,5,6,23/09/2017,15:30:00,0,0,Mercedes-Benz Arena,55.202,Harm Osmers,VfB Stuttgart,2017
Bundesliga,Borussia Dortmund,Borussia Mönchengladbach,1,9,6,23/09/2017,18:30:00,6,1,SIGNAL IDUNA PARK,81.36,Manuel Gräfe,Borussia Mönchengladbach,2017
Bundesliga,Hannover 96,1. FC Köln,4,18,6,24/09/2017,15:30:00,0,0,Heinz-von-Heiden-Arena,47,Daniel Siebert,1. FC Köln,2017
Bundesliga,Bayer 04 Leverkusen,Hamburger SV,10,15,6,24/09/2017,18:00:00,3,0,BayArena,27.601,Dr. Robert Kampka,Hamburger SV,2017
Bundesliga,FC Schalke 04,Bayer 04 Leverkusen,9,11,7,29/09/2017,20:30:00,1,1,Veltins-Arena,61.515,Guido Winkmann,Bayer 04 Leverkusen,2017
Bundesliga,Eintracht Frankfurt,VfB Stuttgart,8,14,7,30/09/2017,15:30:00,2,1,Commerzbank Arena,51.5,Dr. Felix Brych,VfB Stuttgart,2017
Bundesliga,FC Augsburg,Borussia Dortmund,6,1,7,30/09/2017,15:30:00,1,2,WWK ARENA,30.66,Marco Fritz,FC Augsburg,2017
Bundesliga,VfL Wolfsburg,1.FSV Mainz 05,12,13,7,30/09/2017,15:30:00,1,1,Volkswagen Arena,24.352,Robert Hartmann,1.FSV Mainz 05,2017
Bundesliga,Borussia Mönchengladbach,Hannover 96,7,5,7,30/09/2017,15:40:00,2,1,Stadion im Borussia-Park,50.542,Christian Dingert,Borussia Mönchengladbach,2017
Bundesliga,Hamburger SV,SV Werder Bremen,16,17,7,30/09/2017,18:30:00,0,0,Volksparkstadion,54.613,Deniz Aytekin,SV Werder Bremen,2017
Bundesliga,SC Freiburg,TSG 1899 Hoffenheim,15,3,7,01/10/2017,13:30:00,3,2,Dreisamstadion,24,Daniel Siebert,SC Freiburg,2017
Bundesliga,Hertha BSC,Bayern Munich,10,2,7,01/10/2017,15:30:00,2,2,Olympiastadion Berlin,71.212,Harm Osmers,Hertha BSC,2017
Bundesliga,1. FC Köln,RB Leipzig,18,4,7,01/10/2017,18:00:00,1,2,RheinEnergieSTADION,48.7,Felix Zwayer,1. FC Köln,2017
Bundesliga,VfB Stuttgart,1. FC Köln,11,18,8,13/10/2017,20:30:00,2,1,Mercedes-Benz Arena,58.716,Benjamin Cortus,1. FC Köln,2017
Bundesliga,Bayern Munich,SC Freiburg,2,16,8,14/10/2017,15:30:00,5,0,Allianz Arena,75,Frank Willenborg,SC Freiburg,2017
Bundesliga,TSG 1899 Hoffenheim,FC Augsburg,4,8,8,14/10/2017,15:30:00,2,2,PreZero Arena,27.014,Manuel Gräfe,FC Augsburg,2017
Bundesliga,Hertha BSC,FC Schalke 04,13,6,8,14/10/2017,15:30:00,0,2,Olympiastadion Berlin,50.59,Benjamin Brand,Hertha BSC,2017
Bundesliga,1.FSV Mainz 05,Hamburger SV,10,15,8,14/10/2017,15:30:00,3,2,Mewa Arena,30.371,Dr. Felix Brych,Hamburger SV,2017
Bundesliga,Hannover 96,Eintracht Frankfurt,9,7,8,14/10/2017,15:30:00,1,2,Heinz-von-Heiden-Arena,43.5,Bastian Dankert,Hannover 96,2017
Bundesliga,Borussia Dortmund,RB Leipzig,1,3,8,14/10/2017,18:30:00,2,3,SIGNAL IDUNA PARK,80.1,Deniz Aytekin,RB Leipzig,2017
Bundesliga,Bayer 04 Leverkusen,VfL Wolfsburg,12,14,8,15/10/2017,15:30:00,2,2,BayArena,29.104,Patrick Ittrich,VfL Wolfsburg,2017
Bundesliga,SV Werder Bremen,Borussia Mönchengladbach,17,5,8,15/10/2017,18:00:00,0,2,Wohninvest-Weserstadion,42.1,Markus Schmidt,SV Werder Bremen,2017
Bundesliga,FC Schalke 04,1.FSV Mainz 05,5,12,9,20/10/2017,20:32:00,2,0,Veltins-Arena,59.476,Bibiana Steinhaus-Webb,1.FSV Mainz 05,2017
Bundesliga,RB Leipzig,VfB Stuttgart,3,13,9,21/10/2017,15:30:00,1,0,Red Bull Arena,42.558,Sven Jablonski,VfB Stuttgart,2017
Bundesliga,Borussia Mönchengladbach,Bayer 04 Leverkusen,8,9,9,21/10/2017,15:30:00,1,5,Stadion im Borussia-Park,53.053,Bastian Dankert,Bayer 04 Leverkusen,2017
Bundesliga,FC Augsburg,Hannover 96,10,6,9,21/10/2017,15:30:00,1,2,WWK ARENA,25.971,Sascha Stegemann,FC Augsburg,2017
Bundesliga,Eintracht Frankfurt,Borussia Dortmund,7,1,9,21/10/2017,15:31:00,2,2,Commerzbank Arena,51.5,Robert Hartmann,Eintracht Frankfurt,2017
Bundesliga,Hamburger SV,Bayern Munich,16,2,9,21/10/2017,18:32:00,0,1,Volksparkstadion,57,Marco Fritz,Hamburger SV,2017
Bundesliga,1. FC Köln,SV Werder Bremen,18,17,9,22/10/2017,13:30:00,0,0,RheinEnergieSTADION,50,Dr. Robert Kampka,1. FC Köln,2017
Bundesliga,SC Freiburg,Hertha BSC,15,11,9,22/10/2017,15:30:00,1,1,Dreisamstadion,23.8,Guido Winkmann,SC Freiburg,2017
Bundesliga,VfL Wolfsburg,TSG 1899 Hoffenheim,14,4,9,22/10/2017,18:00:00,1,1,Volkswagen Arena,23.514,Felix Zwayer,VfL Wolfsburg,2017
Bundesliga,1.FSV Mainz 05,Eintracht Frankfurt,13,10,10,27/10/2017,20:30:00,1,1,Mewa Arena,33.794,Sascha Stegemann,1.FSV Mainz 05,2017
Bundesliga,TSG 1899 Hoffenheim,Borussia Mönchengladbach,7,6,10,28/10/2017,15:30:00,1,3,PreZero Arena,30.15,Harm Osmers,TSG 1899 Hoffenheim,2017
Bundesliga,Hertha BSC,Hamburger SV,11,16,10,28/10/2017,15:30:00,2,1,Olympiastadion Berlin,52.131,Dr. Felix Brych,Hamburger SV,2017
Bundesliga,FC Schalke 04,VfL Wolfsburg,5,14,10,28/10/2017,15:30:00,1,1,Veltins-Arena,60.429,Markus Schmidt,VfL Wolfsburg,2017
Bundesliga,Bayer 04 Leverkusen,1. FC Köln,8,18,10,28/10/2017,15:30:00,2,1,BayArena,30.15,Manuel Gräfe,1. FC Köln,2017
Bundesliga,Hannover 96,Borussia Dortmund,4,2,10,28/10/2017,15:30:00,4,2,Heinz-von-Heiden-Arena,49,Patrick Ittrich,Hannover 96,2017
Bundesliga,Bayern Munich,RB Leipzig,1,3,10,28/10/2017,18:30:00,2,0,Allianz Arena,75,Daniel Siebert,RB Leipzig,2017
Bundesliga,SV Werder Bremen,FC Augsburg,17,9,10,29/10/2017,15:31:00,0,3,Wohninvest-Weserstadion,40.5,Sören Storks,SV Werder Bremen,2017
Bundesliga,VfB Stuttgart,SC Freiburg,12,15,10,29/10/2017,18:00:00,3,0,Mercedes-Benz Arena,58.872,Tobias Stieler,SC Freiburg,2017
Bundesliga,Eintracht Frankfurt,SV Werder Bremen,7,17,11,03/11/2017,20:30:00,2,1,Commerzbank Arena,51.5,Benjamin Brand,SV Werder Bremen,2017
Bundesliga,RB Leipzig,Hannover 96,2,6,11,04/11/2017,15:30:00,2,1,Red Bull Arena,40.461,Martin Petersen,Hannover 96,2017
Bundesliga,SC Freiburg,FC Schalke 04,16,4,11,04/11/2017,15:30:00,0,1,Dreisamstadion,24,Dr. Felix Brych,SC Freiburg,2017
Bundesliga,FC Augsburg,Bayer 04 Leverkusen,10,9,11,04/11/2017,15:30:00,1,1,WWK ARENA,26.133,Christian Dingert,FC Augsburg,2017
Bundesliga,Hamburger SV,VfB Stuttgart,15,12,11,04/11/2017,15:30:00,3,1,Volksparkstadion,54.976,Guido Winkmann,Hamburger SV,2017
Bundesliga,Borussia Mönchengladbach,1.FSV Mainz 05,8,13,11,04/11/2017,15:31:00,1,1,Stadion im Borussia-Park,52.659,Sven Jablonski,1.FSV Mainz 05,2017
Bundesliga,Borussia Dortmund,Bayern Munich,3,1,11,04/11/2017,18:30:00,1,3,SIGNAL IDUNA PARK,81.36,Tobias Stieler,Borussia Dortmund,2017
Bundesliga,1. FC Köln,TSG 1899 Hoffenheim,18,5,11,05/11/2017,15:30:00,0,3,RheinEnergieSTADION,49.2,Deniz Aytekin,1. FC Köln,2017
Bundesliga,VfL Wolfsburg,Hertha BSC,14,11,11,05/11/2017,18:00:00,3,3,Volkswagen Arena,25.214,Dr. Robert Kampka,VfL Wolfsburg,2017
Bundesliga,VfB Stuttgart,Borussia Dortmund,11,5,12,17/11/2017,20:30:00,2,1,Mercedes-Benz Arena,58.932,Frank Willenborg,VfB Stuttgart,2017
Bundesliga,Bayern Munich,FC Augsburg,1,10,12,18/11/2017,15:30:00,3,0,Allianz Arena,75,Markus Schmidt,FC Augsburg,2017
Bundesliga,TSG 1899 Hoffenheim,Eintracht Frankfurt,6,7,12,18/11/2017,15:30:00,1,1,PreZero Arena,30.15,Felix Zwayer,Eintracht Frankfurt,2017
Bundesliga,Bayer 04 Leverkusen,RB Leipzig,9,3,12,18/11/2017,15:30:00,2,2,BayArena,29.218,Harm Osmers,Bayer 04 Leverkusen,2017
Bundesliga,1.FSV Mainz 05,1. FC Köln,12,18,12,18/11/2017,15:30:00,1,0,Mewa Arena,30.473,Dr. Felix Brych,1. FC Köln,2017
Bundesliga,VfL Wolfsburg,SC Freiburg,13,17,12,18/11/2017,15:30:00,3,1,Volkswagen Arena,23.744,Manuel Gräfe,SC Freiburg,2017
Bundesliga,Hertha BSC,Borussia Mönchengladbach,14,4,12,18/11/2017,18:30:00,2,4,Olympiastadion Berlin,48.304,Bastian Dankert,Hertha BSC,2017
Bundesliga,FC Schalke 04,Hamburger SV,2,15,12,19/11/2017,15:30:00,2,0,Veltins-Arena,62.271,Robert Hartmann,Hamburger SV,2017
Bundesliga,SV Werder Bremen,Hannover 96,16,8,12,19/11/2017,18:00:00,4,0,Wohninvest-Weserstadion,41.5,Benjamin Cortus,SV Werder Bremen,2017
Bundesliga,Hannover 96,VfB Stuttgart,10,12,13,24/11/2017,20:30:00,1,1,Heinz-von-Heiden-Arena,43.5,Christian Dingert,VfB Stuttgart,2017
Bundesliga,Borussia Dortmund,FC Schalke 04,5,3,13,25/11/2017,15:30:00,4,4,SIGNAL IDUNA PARK,80.179,Deniz Aytekin,Borussia Dortmund,2017
Bundesliga,RB Leipzig,SV Werder Bremen,2,17,13,25/11/2017,15:30:00,2,0,Red Bull Arena,40.172,Sascha Stegemann,SV Werder Bremen,2017
Bundesliga,SC Freiburg,1.FSV Mainz 05,16,13,13,25/11/2017,15:30:00,2,1,Dreisamstadion,24,Daniel Siebert,SC Freiburg,2017
Bundesliga,Eintracht Frankfurt,Bayer 04 Leverkusen,9,6,13,25/11/2017,15:30:00,0,1,Commerzbank Arena,49,Patrick Ittrich,Eintracht Frankfurt,2017
Bundesliga,FC Augsburg,VfL Wolfsburg,8,14,13,25/11/2017,15:30:00,2,1,WWK ARENA,26.541,Tobias Stieler,VfL Wolfsburg,2017
Bundesliga,Borussia Mönchengladbach,Bayern Munich,4,1,13,25/11/2017,18:30:00,2,1,Stadion im Borussia-Park,54.018,Manuel Gräfe,Borussia Mönchengladbach,2017
Bundesliga,Hamburger SV,TSG 1899 Hoffenheim,15,7,13,26/11/2017,15:32:00,3,0,Volksparkstadion,46.47,Bastian Dankert,Hamburger SV,2017
Bundesliga,1. FC Köln,Hertha BSC,18,11,13,26/11/2017,18:00:00,0,2,RheinEnergieSTADION,47.8,Bibiana Steinhaus-Webb,1. FC Köln,2017
Bundesliga,SC Freiburg,Hamburger SV,16,15,14,01/12/2017,20:30:00,0,0,Dreisamstadion,24,Benjamin Brand,SC Freiburg,2017
Bundesliga,Bayern Munich,Hannover 96,1,10,14,02/12/2017,15:30:00,3,1,Allianz Arena,75,Guido Winkmann,Hannover 96,2017
Bundesliga,TSG 1899 Hoffenheim,RB Leipzig,5,2,14,02/12/2017,15:30:00,4,0,PreZero Arena,28.299,Daniel Siebert,TSG 1899 Hoffenheim,2017
Bundesliga,Bayer 04 Leverkusen,Borussia Dortmund,9,6,14,02/12/2017,15:30:00,1,1,BayArena,30.21,Robert Hartmann,Bayer 04 Leverkusen,2017
Bundesliga,1.FSV Mainz 05,FC Augsburg,14,7,14,02/12/2017,15:30:00,1,3,Mewa Arena,25.037,Frank Willenborg,1.FSV Mainz 05,2017
Bundesliga,SV Werder Bremen,VfB Stuttgart,17,13,14,02/12/2017,15:32:00,1,0,Wohninvest-Weserstadion,41.5,Bastian Dankert,SV Werder Bremen,2017
Bundesliga,FC Schalke 04,1. FC Köln,3,18,14,02/12/2017,18:30:00,2,2,Veltins-Arena,61.761,Tobias Stieler,1. FC Köln,2017
Bundesliga,Hertha BSC,Eintracht Frankfurt,12,8,14,03/12/2017,15:30:00,1,2,Olympiastadion Berlin,38.781,Sören Storks,Hertha BSC,2017
Bundesliga,VfL Wolfsburg,Borussia Mönchengladbach,11,4,14,03/12/2017,18:00:00,3,0,Volkswagen Arena,24.265,Benjamin Cortus,VfL Wolfsburg,2017
Bundesliga,VfB Stuttgart,Bayer 04 Leverkusen,13,5,15,08/12/2017,20:30:00,0,2,Mercedes-Benz Arena,54.65,Deniz Aytekin,VfB Stuttgart,2017
Bundesliga,Borussia Dortmund,SV Werder Bremen,8,17,15,09/12/2017,15:30:00,1,2,SIGNAL IDUNA PARK,81.16,Manuel Gräfe,SV Werder Bremen,2017
Bundesliga,RB Leipzig,1.FSV Mainz 05,2,14,15,09/12/2017,15:30:00,2,2,Red Bull Arena,32.817,Patrick Ittrich,1.FSV Mainz 05,2017
Bundesliga,Eintracht Frankfurt,Bayern Munich,9,1,15,09/12/2017,15:30:00,0,1,Commerzbank Arena,51.5,Harm Osmers,Eintracht Frankfurt,2017
Bundesliga,Hamburger SV,VfL Wolfsburg,15,11,15,09/12/2017,15:31:00,0,0,Volksparkstadion,45.226,Christian Dingert,Hamburger SV,2017
Bundesliga,Borussia Mönchengladbach,FC Schalke 04,4,3,15,09/12/2017,18:30:00,1,1,Stadion im Borussia-Park,54.018,Sascha Stegemann,Borussia Mönchengladbach,2017
Bundesliga,1. FC Köln,SC Freiburg,18,16,15,10/12/2017,14:00:00,3,4,RheinEnergieSTADION,45.1,Dr. Robert Kampka,1. FC Köln,2017
Bundesliga,Hannover 96,TSG 1899 Hoffenheim,10,6,15,10/12/2017,15:30:00,2,0,Heinz-von-Heiden-Arena,36.8,Markus Schmidt,Hannover 96,2017
Bundesliga,FC Augsburg,Hertha BSC,7,12,15,10/12/2017,18:00:00,1,1,WWK ARENA,26.641,Martin Petersen,Hertha BSC,2017
Bundesliga,VfL Wolfsburg,RB Leipzig,12,3,16,12/12/2017,18:30:00,1,1,Volkswagen Arena,22.827,Guido Winkmann,VfL Wolfsburg,2017
Bundesliga,Hamburger SV,Eintracht Frankfurt,16,7,16,12/12/2017,20:31:00,1,2,Volksparkstadion,40.983,Manuel Gräfe,Hamburger SV,2017
Bundesliga,1.FSV Mainz 05,Borussia Dortmund,15,6,16,12/12/2017,20:31:00,0,2,Mewa Arena,32.976,Benjamin Brand,1.FSV Mainz 05,2017
Bundesliga,SC Freiburg,Borussia Mönchengladbach,13,8,16,12/12/2017,20:40:00,1,0,Dreisamstadion,23.8,Deniz Aytekin,SC Freiburg,2017
Bundesliga,TSG 1899 Hoffenheim,VfB Stuttgart,5,14,16,13/12/2017,18:30:00,1,0,PreZero Arena,30.15,Bibiana Steinhaus-Webb,VfB Stuttgart,2017
Bundesliga,Bayern Munich,1. FC Köln,1,18,16,13/12/2017,20:30:00,1,0,Allianz Arena,75,Daniel Siebert,1. FC Köln,2017
Bundesliga,Hertha BSC,Hannover 96,11,10,16,13/12/2017,20:30:00,3,1,Olympiastadion Berlin,29.231,Robert Hartmann,Hertha BSC,2017
Bundesliga,FC Schalke 04,FC Augsburg,2,9,16,13/12/2017,20:30:00,3,2,Veltins-Arena,59.215,Sven Jablonski,FC Augsburg,2017
Bundesliga,Bayer 04 Leverkusen,SV Werder Bremen,4,17,16,13/12/2017,20:30:00,1,0,BayArena,26.62,Tobias Stieler,SV Werder Bremen,2017
Bundesliga,Borussia Mönchengladbach,Hamburger SV,6,17,17,15/12/2017,20:30:00,3,1,Stadion im Borussia-Park,51.409,Markus Schmidt,Hamburger SV,2017
Bundesliga,1. FC Köln,VfL Wolfsburg,18,12,17,16/12/2017,15:30:00,1,0,RheinEnergieSTADION,41.1,Benjamin Brand,1. FC Köln,2017
Bundesliga,SV Werder Bremen,1.FSV Mainz 05,16,15,17,16/12/2017,15:30:00,2,2,Wohninvest-Weserstadion,38.2,Benjamin Cortus,SV Werder Bremen,2017
Bundesliga,Eintracht Frankfurt,FC Schalke 04,8,2,17,16/12/2017,15:30:00,2,2,Commerzbank Arena,50.6,Dr. Robert Kampka,Eintracht Frankfurt,2017
Bundesliga,FC Augsburg,SC Freiburg,9,13,17,16/12/2017,15:30:00,3,3,WWK ARENA,26.345,Christian Dingert,SC Freiburg,2017
Bundesliga,VfB Stuttgart,Bayern Munich,14,1,17,16/12/2017,15:30:00,0,1,Mercedes-Benz Arena,58.885,Patrick Ittrich,VfB Stuttgart,2017
Bundesliga,Borussia Dortmund,TSG 1899 Hoffenheim,3,7,17,16/12/2017,18:30:00,2,1,SIGNAL IDUNA PARK,81,Harm Osmers,TSG 1899 Hoffenheim,2017
Bundesliga,Hannover 96,Bayer 04 Leverkusen,11,4,17,17/12/2017,15:30:00,4,4,Heinz-von-Heiden-Arena,32.8,Sören Storks,Hannover 96,2017
Bundesliga,RB Leipzig,Hertha BSC,5,10,17,17/12/2017,18:00:00,2,3,Red Bull Arena,36.109,Frank Willenborg,Hertha BSC,2017
Bundesliga,Bayer 04 Leverkusen,Bayern Munich,5,1,18,12/01/2018,20:30:00,1,3,BayArena,30.21,Daniel Siebert,Bayer 04 Leverkusen,2017
Bundesliga,SV Werder Bremen,TSG 1899 Hoffenheim,16,8,18,13/01/2018,15:30:00,1,1,Wohninvest-Weserstadion,37.5,Robert Hartmann,SV Werder Bremen,2017
Bundesliga,Eintracht Frankfurt,SC Freiburg,9,14,18,13/01/2018,15:30:00,1,1,Commerzbank Arena,45.3,Sascha Stegemann,SC Freiburg,2017
Bundesliga,FC Augsburg,Hamburger SV,7,17,18,13/01/2018,15:30:00,1,0,WWK ARENA,30.087,Manuel Gräfe,Hamburger SV,2017
Bundesliga,Hannover 96,1.FSV Mainz 05,10,15,18,13/01/2018,15:30:00,3,2,Heinz-von-Heiden-Arena,34.5,Bastian Dankert,1.FSV Mainz 05,2017
Bundesliga,VfB Stuttgart,Hertha BSC,13,11,18,13/01/2018,15:31:00,1,0,Mercedes-Benz Arena,57.181,Dr. Felix Brych,VfB Stuttgart,2017
Bundesliga,RB Leipzig,FC Schalke 04,2,3,18,13/01/2018,18:30:00,3,1,Red Bull Arena,42.558,Deniz Aytekin,FC Schalke 04,2017
Bundesliga,1. FC Köln,Borussia Mönchengladbach,18,6,18,14/01/2018,15:30:00,2,1,RheinEnergieSTADION,50,Felix Zwayer,1. FC Köln,2017
Bundesliga,Borussia Dortmund,VfL Wolfsburg,4,12,18,14/01/2018,18:00:00,0,0,SIGNAL IDUNA PARK,80.6,Tobias Stieler,VfL Wolfsburg,2017
Bundesliga,Hertha BSC,Borussia Dortmund,11,6,19,19/01/2018,20:30:00,1,1,Olympiastadion Berlin,65.893,Christian Dingert,Hertha BSC,2017
Bundesliga,1.FSV Mainz 05,VfB Stuttgart,15,14,19,20/01/2018,15:30:00,3,2,Mewa Arena,25.736,Harm Osmers,1.FSV Mainz 05,2017
Bundesliga,SC Freiburg,RB Leipzig,12,4,19,20/01/2018,15:30:00,2,1,Dreisamstadion,23.7,Benjamin Brand,SC Freiburg,2017
Bundesliga,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,9,2,19,20/01/2018,15:30:00,1,4,PreZero Arena,28.017,Tobias Stieler,TSG 1899 Hoffenheim,2017
Bundesliga,Borussia Mönchengladbach,FC Augsburg,5,8,19,20/01/2018,15:30:00,2,0,Stadion im Borussia-Park,42.016,Bibiana Steinhaus-Webb,FC Augsburg,2017
Bundesliga,VfL Wolfsburg,Eintracht Frankfurt,13,7,19,20/01/2018,15:31:00,1,3,Volkswagen Arena,24.45,Markus Schmidt,VfL Wolfsburg,2017
Bundesliga,Hamburger SV,1. FC Köln,17,18,19,20/01/2018,18:30:00,0,2,Volksparkstadion,52.674,Guido Winkmann,1. FC Köln,2017
Bundesliga,Bayern Munich,SV Werder Bremen,1,16,19,21/01/2018,15:30:00,4,2,Allianz Arena,75,Dr. Robert Kampka,SV Werder Bremen,2017
Bundesliga,FC Schalke 04,Hannover 96,3,10,19,21/01/2018,18:00:00,1,1,Veltins-Arena,60.65,Martin Petersen,Hannover 96,2017
Bundesliga,Eintracht Frankfurt,Borussia Mönchengladbach,4,7,20,26/01/2018,20:30:00,2,0,Commerzbank Arena,47.5,Marco Fritz,Borussia Mönchengladbach,2017
Bundesliga,Bayern Munich,TSG 1899 Hoffenheim,1,9,20,27/01/2018,15:30:00,5,2,Allianz Arena,75,Manuel Gräfe,TSG 1899 Hoffenheim,2017
Bundesliga,Borussia Dortmund,SC Freiburg,6,12,20,27/01/2018,15:30:00,2,2,SIGNAL IDUNA PARK,81.36,Daniel Siebert,SC Freiburg,2017
Bundesliga,RB Leipzig,Hamburger SV,5,17,20,27/01/2018,15:30:00,1,1,Red Bull Arena,42.558,Benjamin Cortus,Hamburger SV,2017
Bundesliga,VfB Stuttgart,FC Schalke 04,14,3,20,27/01/2018,15:30:00,0,2,Mercedes-Benz Arena,55.096,Felix Zwayer,VfB Stuttgart,2017
Bundesliga,1. FC Köln,FC Augsburg,18,8,20,27/01/2018,15:31:00,1,1,RheinEnergieSTADION,49.9,Christian Dingert,1. FC Köln,2017
Bundesliga,SV Werder Bremen,Hertha BSC,16,11,20,27/01/2018,18:30:00,0,0,Wohninvest-Weserstadion,40.03,Bastian Dankert,SV Werder Bremen,2017
Bundesliga,Bayer 04 Leverkusen,1.FSV Mainz 05,2,15,20,28/01/2018,15:30:00,2,0,BayArena,25.471,Frank Willenborg,1.FSV Mainz 05,2017
Bundesliga,Hannover 96,VfL Wolfsburg,10,13,20,28/01/2018,18:00:00,0,1,Heinz-von-Heiden-Arena,34.3,Dr. Felix Brych,VfL Wolfsburg,2017
Bundesliga,1. FC Köln,Borussia Dortmund,18,4,21,02/02/2018,20:30:00,2,3,RheinEnergieSTADION,50,Benjamin Brand,1. FC Köln,2017
Bundesliga,Hertha BSC,TSG 1899 Hoffenheim,11,9,21,03/02/2018,15:30:00,1,1,Olympiastadion Berlin,32.598,Deniz Aytekin,Hertha BSC,2017
Bundesliga,SC Freiburg,Bayer 04 Leverkusen,12,2,21,03/02/2018,15:30:00,0,0,Dreisamstadion,24,Dr. Robert Kampka,SC Freiburg,2017
Bundesliga,FC Schalke 04,SV Werder Bremen,5,15,21,03/02/2018,15:30:00,1,2,Veltins-Arena,62.271,Guido Winkmann,SV Werder Bremen,2017
Bundesliga,1.FSV Mainz 05,Bayern Munich,16,1,21,03/02/2018,15:30:00,0,2,Mewa Arena,34,Sören Storks,1.FSV Mainz 05,2017
Bundesliga,VfL Wolfsburg,VfB Stuttgart,13,14,21,03/02/2018,15:32:00,1,1,Volkswagen Arena,24.378,Robert Hartmann,VfB Stuttgart,2017
Bundesliga,Borussia Mönchengladbach,RB Leipzig,8,3,21,03/02/2018,18:30:00,0,1,Stadion im Borussia-Park,49.018,Tobias Stieler,Borussia Mönchengladbach,2017
Bundesliga,FC Augsburg,Eintracht Frankfurt,7,6,21,04/02/2018,15:30:00,3,0,WWK ARENA,27.188,Harm Osmers,FC Augsburg,2017
Bundesliga,Hamburger SV,Hannover 96,17,10,21,04/02/2018,18:00:00,1,1,Volksparkstadion,46.016,Sascha Stegemann,Hamburger SV,2017
Bundesliga,RB Leipzig,FC Augsburg,2,7,22,09/02/2018,20:30:00,2,0,Red Bull Arena,34.286,Sven Jablonski,FC Augsburg,2017
Bundesliga,Borussia Dortmund,Hamburger SV,3,17,22,10/02/2018,15:30:00,2,0,SIGNAL IDUNA PARK,81.36,Marco Fritz,Hamburger SV,2017
