season,clubs_name,round,promoted,game,win,draw,lose,goals,g_difference,pts,team_pos
22/23,FC Ashdod,25,0,Regular,8,9,8,30:30,0,33,5
22/23,Beitar Jerusalem,25,0,Regular,9,4,12,38:45,-7,31,6
22/23,Hapoel Haifa,25,0,Regular,6,11,8,24:27,-3,29,7
22/23,Ihud Bnei Sakhnin,25,0,Regular,6,9,10,24:30,-6,27,8
22/23,Hapoel Tel Aviv,25,0,Regular,6,9,10,28:41,-13,27,9
22/23,Hapoel Hadera,25,0,Regular,5,11,9,23:40,-17,26,10
22/23,Ironi Kiryat Shmona,25,0,Regular,3,12,10,26:37,-11,21,11
22/23,Maccabi Bnei Reineh,25,0,Regular,4,9,12,22:42,-20,21,12
22/23,Sekzia Ness Ziona,25,0,Regular,3,8,14,22:43,-21,17,13
22/23,Maccabi Haifa,26,0,Regular,20,2,4,51:24,27,62,0
22/23,Hapoel Beer Sheva,26,0,Regular,18,4,4,52:19,33,58,1
22/23,Maccabi Tel Aviv,26,0,Regular,15,7,4,53:15,38,52,2
22/23,Maccabi Netanya,26,0,Regular,10,7,9,33:38,-5,37,3
22/23,Hapoel Jerusalem,26,0,Regular,9,9,8,30:26,4,36,4
22/23,FC Ashdod,26,0,Regular,9,9,8,32:30,2,36,5
22/23,Beitar Jerusalem,26,0,Regular,9,4,13,38:47,-9,31,6
22/23,Hapoel Haifa,26,0,Regular,6,12,8,25:28,-3,30,7
22/23,Ihud Bnei Sakhnin,26,0,Regular,7,9,10,26:30,-4,30,8
22/23,Hapoel Hadera,26,0,Regular,6,11,9,26:41,-15,29,9
22/23,Hapoel Tel Aviv,26,0,Regular,6,9,11,28:42,-14,27,10
22/23,Maccabi Bnei Reineh,26,0,Regular,5,9,12,23:42,-19,24,11
22/23,Ironi Kiryat Shmona,26,0,Regular,3,12,11,27:39,-12,21,12
22/23,Sekzia Ness Ziona,26,0,Regular,3,8,15,23:46,-23,17,13
22/23,Maccabi Tel Aviv,1,0,Championship Round,1,0,0,2:0,2,3,0
22/23,Maccabi Haifa,1,0,Championship Round,1,0,0,2:1,1,3,1
22/23,Hapoel Beer Sheva,1,0,Championship Round,1,0,0,1:0,1,3,2
22/23,FC Ashdod,1,0,Championship Round,0,0,1,1:2,-1,0,3
22/23,Hapoel Jerusalem,1,0,Championship Round,0,0,1,0:1,-1,0,4
22/23,Maccabi Netanya,1,0,Championship Round,0,0,1,0:2,-2,0,5
22/23,Maccabi Tel Aviv,2,0,Championship Round,2,0,0,4:0,4,6,0
22/23,Maccabi Haifa,2,0,Championship Round,2,0,0,3:1,2,6,1
22/23,FC Ashdod,2,0,Championship Round,1,0,1,4:4,0,3,2
22/23,Hapoel Beer Sheva,2,0,Championship Round,1,0,1,1:1,0,3,3
22/23,Maccabi Netanya,2,0,Championship Round,0,0,2,2:5,-3,0,4
22/23,Hapoel Jerusalem,2,0,Championship Round,0,0,2,0:3,-3,0,5
22/23,Maccabi Tel Aviv,3,0,Championship Round,2,1,0,5:1,4,7,0
22/23,Maccabi Haifa,3,0,Championship Round,2,1,0,4:2,2,7,1
22/23,Hapoel Beer Sheva,3,0,Championship Round,2,0,1,4:2,2,6,2
22/23,Hapoel Jerusalem,3,0,Championship Round,1,0,2,2:3,-1,3,3
22/23,FC Ashdod,3,0,Championship Round,1,0,2,5:7,-2,3,4
22/23,Maccabi Netanya,3,0,Championship Round,0,0,3,2:7,-5,0,5
22/23,Maccabi Haifa,4,0,Championship Round,3,1,0,8:3,5,10,0
22/23,Maccabi Tel Aviv,4,0,Championship Round,3,1,0,7:2,5,10,1
22/23,Hapoel Beer Sheva,4,0,Championship Round,2,0,2,5:4,1,6,2
22/23,Hapoel Jerusalem,4,0,Championship Round,2,0,2,3:3,0,6,3
22/23,FC Ashdod,4,0,Championship Round,1,0,3,5:8,-3,3,4
22/23,Maccabi Netanya,4,0,Championship Round,0,0,4,3:11,-8,0,5
22/23,Maccabi Tel Aviv,5,0,Championship Round,3,2,0,8:3,5,11,0
22/23,Maccabi Haifa,5,0,Championship Round,3,1,1,9:5,4,10,1
22/23,Hapoel Jerusalem,5,0,Championship Round,3,0,2,5:4,1,9,2
22/23,Hapoel Beer Sheva,5,0,Championship Round,2,1,2,6:5,1,7,3
22/23,FC Ashdod,5,0,Championship Round,1,1,3,6:9,-3,4,4
22/23,Maccabi Netanya,5,0,Championship Round,0,1,4,4:12,-8,1,5
22/23,Maccabi Haifa,6,0,Championship Round,4,1,1,11:6,5,13,0
22/23,Maccabi Tel Aviv,6,0,Championship Round,3,3,0,8:3,5,12,1
22/23,Hapoel Beer Sheva,6,0,Championship Round,3,1,2,8:6,2,10,2
22/23,Hapoel Jerusalem,6,0,Championship Round,3,0,3,6:6,0,9,3
22/23,FC Ashdod,6,0,Championship Round,1,1,4,7:11,-4,4,4
22/23,Maccabi Netanya,6,0,Championship Round,0,2,4,4:12,-8,2,5
22/23,Maccabi Tel Aviv,7,0,Championship Round,4,3,0,10:4,6,15,0
22/23,Maccabi Haifa,7,0,Championship Round,4,1,2,12:8,4,13,1
22/23,Hapoel Beer Sheva,7,0,Championship Round,4,1,2,10:7,3,13,2
22/23,Hapoel Jerusalem,7,0,Championship Round,3,0,4,7:8,-1,9,3
22/23,Maccabi Netanya,7,0,Championship Round,1,2,4,6:12,-6,5,4
22/23,FC Ashdod,7,0,Championship Round,1,1,5,7:13,-6,4,5
22/23,Beitar Jerusalem,1,0,Relegation round,1,0,0,2:1,1,3,0
22/23,Sekzia Ness Ziona,1,0,Relegation round,1,0,0,2:1,1,3,1
22/23,Ihud Bnei Sakhnin,1,0,Relegation round,0,1,0,2:2,0,1,2
22/23,Maccabi Bnei Reineh,1,0,Relegation round,0,1,0,2:2,0,1,3
22/23,Hapoel Haifa,1,0,Relegation round,0,1,0,1:1,0,1,4
22/23,Ironi Kiryat Shmona,1,0,Relegation round,0,1,0,1:1,0,1,5
22/23,Hapoel Hadera,1,0,Relegation round,0,0,1,1:2,-1,0,6
22/23,Hapoel Tel Aviv,1,0,Relegation round,0,0,1,1:2,-1,0,7
22/23,Beitar Jerusalem,2,0,Relegation round,2,0,0,4:1,3,6,0
22/23,Hapoel Tel Aviv,2,0,Relegation round,1,0,1,3:3,0,3,1
22/23,Sekzia Ness Ziona,2,0,Relegation round,1,0,1,3:3,0,3,2
22/23,Ihud Bnei Sakhnin,2,0,Relegation round,0,2,0,4:4,0,2,3
22/23,Maccabi Bnei Reineh,2,0,Relegation round,0,2,0,3:3,0,2,4
22/23,Ironi Kiryat Shmona,2,0,Relegation round,0,2,0,3:3,0,2,5
22/23,Hapoel Hadera,2,0,Relegation round,0,1,1,2:3,-1,1,6
22/23,Hapoel Haifa,2,0,Relegation round,0,1,1,1:3,-2,1,7
22/23,Beitar Jerusalem,3,0,Relegation round,2,0,1,7:5,2,6,0
22/23,Ihud Bnei Sakhnin,3,0,Relegation round,1,2,0,8:7,1,5,1
22/23,Maccabi Bnei Reineh,3,0,Relegation round,1,2,0,5:4,1,5,2
22/23,Hapoel Haifa,3,0,Relegation round,1,1,1,2:3,-1,4,3
22/23,Ironi Kiryat Shmona,3,0,Relegation round,0,3,0,4:4,0,3,4
22/23,Sekzia Ness Ziona,3,0,Relegation round,1,0,2,4:5,-1,3,5
22/23,Hapoel Tel Aviv,3,0,Relegation round,1,0,2,3:4,-1,3,6
22/23,Hapoel Hadera,3,0,Relegation round,0,2,1,3:4,-1,2,7
22/23,Beitar Jerusalem,4,0,Relegation round,3,0,1,9:6,3,9,0
22/23,Maccabi Bnei Reineh,4,0,Relegation round,2,2,0,7:5,2,8,1
22/23,Ihud Bnei Sakhnin,4,0,Relegation round,1,3,0,10:9,1,6,2
22/23,Hapoel Haifa,4,0,Relegation round,1,2,1,4:5,-1,5,3
22/23,Ironi Kiryat Shmona,4,0,Relegation round,0,4,0,5:5,0,4,4
22/23,Sekzia Ness Ziona,4,0,Relegation round,1,1,2,5:6,-1,4,5
22/23,Hapoel Tel Aviv,4,0,Relegation round,1,0,3,4:6,-2,3,6
22/23,Hapoel Hadera,4,0,Relegation round,0,2,2,4:6,-2,2,7
22/23,Beitar Jerusalem,5,0,Relegation round,4,0,1,12:7,5,12,0
22/23,Maccabi Bnei Reineh,5,0,Relegation round,2,2,1,8:8,0,8,1
22/23,Hapoel Haifa,5,0,Relegation round,2,2,1,6:6,0,8,2
22/23,Ironi Kiryat Shmona,5,0,Relegation round,1,4,0,8:6,2,7,3
22/23,Ihud Bnei Sakhnin,5,0,Relegation round,1,3,1,10:10,0,6,4
22/23,Hapoel Tel Aviv,5,0,Relegation round,2,0,3,5:6,-1,6,5
22/23,Sekzia Ness Ziona,5,0,Relegation round,1,1,3,6:9,-3,4,6
22/23,Hapoel Hadera,5,0,Relegation round,0,2,3,5:8,-3,2,7
22/23,Beitar Jerusalem,6,0,Relegation round,4,0,2,12:8,4,12,0
22/23,Maccabi Bnei Reineh,6,0,Relegation round,3,2,1,9:8,1,11,1
22/23,Ironi Kiryat Shmona,6,0,Relegation round,1,5,0,10:8,2,8,2
22/23,Hapoel Haifa,6,0,Relegation round,2,2,2,6:7,-1,8,3
22/23,Hapoel Tel Aviv,6,0,Relegation round,2,1,3,7:8,-1,7,4
22/23,Sekzia Ness Ziona,6,0,Relegation round,2,1,3,7:9,-2,7,5
22/23,Ihud Bnei Sakhnin,6,0,Relegation round,1,3,2,12:13,-1,6,6
22/23,Hapoel Hadera,6,0,Relegation round,1,2,3,8:10,-2,5,7
