,season,round,round_type,team,promoted,team_pos,pts,g_difference,win,draw,lose,goals_for,goals_against
321,2022,23,Regular Season,Sekzia Ness Ziona,1,14,17,-18,3,8,12,20,38
322,2022,24,Regular Season,Maccabi Haifa,0,1,56,23,18,2,4,46,23
323,2022,24,Regular Season,Hapoel Beer Sheva,0,2,52,29,16,4,4,47,18
324,2022,24,Regular Season,Maccabi Tel Aviv,0,3,51,39,15,6,3,51,12
325,2022,24,Regular Season,Maccabi Netanya,0,4,36,-3,10,6,8,31,34
326,2022,24,Regular Season,Hapoel Jerusalem,0,5,33,4,8,9,7,28,24
327,2022,24,Regular Season,FC Ashdod,0,6,32,0,8,8,8,29,29
328,2022,24,Regular Season,Beitar Jerusalem,0,7,31,-5,9,4,11,37,42
329,2022,24,Regular Season,Hapoel Haifa,0,8,29,0,6,11,7,23,23
330,2022,24,Regular Season,Ihud Bnei Sakhnin,0,9,26,-6,6,8,10,23,29
331,2022,24,Regular Season,Hapoel Hadera,0,10,26,-14,5,11,8,23,37
332,2022,24,Regular Season,Hapoel Tel Aviv,0,11,24,-15,5,9,10,25,40
333,2022,24,Regular Season,Ironi Kiryat Shmona,0,12,20,-11,3,11,10,24,35
334,2022,24,Regular Season,Maccabi Bnei Reineh,1,13,18,-21,3,9,12,19,40
335,2022,24,Regular Season,Sekzia Ness Ziona,1,14,17,-20,3,8,13,20,40
336,2022,25,Regular Season,Maccabi Haifa,0,1,59,26,19,2,4,50,24
337,2022,25,Regular Season,Hapoel Beer Sheva,0,2,55,32,17,4,4,50,18
338,2022,25,Regular Season,Maccabi Tel Aviv,0,3,51,38,15,6,4,52,14
339,2022,25,Regular Season,Maccabi Netanya,0,4,37,-3,10,7,8,33,36
340,2022,25,Regular Season,Hapoel Jerusalem,0,5,36,5,9,9,7,30,25
341,2022,25,Regular Season,FC Ashdod,0,6,33,0,8,9,8,30,30
342,2022,25,Regular Season,Beitar Jerusalem,0,7,31,-7,9,4,12,38,45
343,2022,25,Regular Season,Hapoel Haifa,0,8,29,-3,6,11,8,24,27
344,2022,25,Regular Season,Ihud Bnei Sakhnin,0,9,27,-6,6,9,10,24,30
345,2022,25,Regular Season,Hapoel Tel Aviv,0,10,27,-13,6,9,10,28,41
346,2022,25,Regular Season,Hapoel Hadera,0,11,26,-17,5,11,9,23,40
347,2022,25,Regular Season,Ironi Kiryat Shmona,0,12,21,-11,3,12,10,26,37
348,2022,25,Regular Season,Maccabi Bnei Reineh,1,13,21,-20,4,9,12,22,42
349,2022,25,Regular Season,Sekzia Ness Ziona,1,14,17,-21,3,8,14,22,43
350,2022,26,Regular Season,Maccabi Haifa,0,1,62,27,20,2,4,51,24
351,2022,26,Regular Season,Hapoel Beer Sheva,0,2,58,33,18,4,4,52,19
352,2022,26,Regular Season,Maccabi Tel Aviv,0,3,52,38,15,7,4,53,15
353,2022,26,Regular Season,Maccabi Netanya,0,4,37,-5,10,7,9,33,38
354,2022,26,Regular Season,Hapoel Jerusalem,0,5,36,4,9,9,8,30,26
355,2022,26,Regular Season,FC Ashdod,0,6,36,2,9,9,8,32,30
356,2022,26,Regular Season,Beitar Jerusalem,0,7,31,-9,9,4,13,38,47
357,2022,26,Regular Season,Hapoel Haifa,0,8,30,-3,6,12,8,25,28
358,2022,26,Regular Season,Ihud Bnei Sakhnin,0,9,30,-4,7,9,10,26,30
359,2022,26,Regular Season,Hapoel Hadera,0,10,29,-15,6,11,9,26,41
360,2022,26,Regular Season,Hapoel Tel Aviv,0,11,27,-14,6,9,11,28,42
361,2022,26,Regular Season,Maccabi Bnei Reineh,1,12,24,-19,5,9,12,23,42
362,2022,26,Regular Season,Ironi Kiryat Shmona,0,13,21,-12,3,12,11,27,39
363,2022,26,Regular Season,Sekzia Ness Ziona,1,14,17,-23,3,8,15,23,46
364,2022,1,Championship Round,Maccabi Haifa,0,1,65,28,21,2,4,53,25
365,2022,1,Championship Round,Hapoel Beer Sheva,0,2,61,34,19,4,4,53,19
366,2022,1,Championship Round,Maccabi Tel Aviv,0,3,55,40,16,7,4,55,15
367,2022,1,Championship Round,Maccabi Netanya,0,4,37,-7,10,7,10,33,40
368,2022,1,Championship Round,Hapoel Jerusalem,0,5,36,3,9,9,9,30,27
369,2022,1,Championship Round,FC Ashdod,0,6,36,1,9,9,9,33,32
370,2022,2,Championship Round,Maccabi Haifa,0,1,68,29,22,2,4,54,25
371,2022,2,Championship Round,Hapoel Beer Sheva,0,2,61,33,19,4,5,53,20
372,2022,2,Championship Round,Maccabi Tel Aviv,0,3,58,42,17,7,4,57,15
373,2022,2,Championship Round,FC Ashdod,0,4,39,2,10,9,9,36,34
374,2022,2,Championship Round,Maccabi Netanya,0,5,37,-8,10,7,11,35,43
375,2022,2,Championship Round,Hapoel Jerusalem,0,6,36,1,9,9,10,30,29
376,2022,3,Championship Round,Maccabi Haifa,0,1,69,29,22,3,4,55,26
377,2022,3,Championship Round,Hapoel Beer Sheva,0,2,64,35,20,4,5,56,21
378,2022,3,Championship Round,Maccabi Tel Aviv,0,3,59,42,17,8,4,58,16
379,2022,3,Championship Round,Hapoel Jerusalem,0,4,39,3,10,9,10,32,29
380,2022,3,Championship Round,FC Ashdod,0,5,39,0,10,9,10,37,37
381,2022,3,Championship Round,Maccabi Netanya,0,6,37,-10,10,7,12,35,45
382,2022,4,Championship Round,Maccabi Haifa,0,1,72,32,23,3,4,59,27
383,2022,4,Championship Round,Hapoel Beer Sheva,0,2,64,34,20,4,6,57,23
384,2022,4,Championship Round,Maccabi Tel Aviv,0,3,62,43,18,8,4,60,17
385,2022,4,Championship Round,Hapoel Jerusalem,0,4,42,4,11,9,10,33,29
386,2022,4,Championship Round,FC Ashdod,0,5,39,-1,10,9,11,37,38
387,2022,4,Championship Round,Maccabi Netanya,0,6,37,-13,10,7,13,36,49
388,2022,5,Championship Round,Maccabi Haifa,0,1,72,31,23,3,5,60,29
389,2022,5,Championship Round,Hapoel Beer Sheva,0,2,65,34,20,5,6,58,24
390,2022,5,Championship Round,Maccabi Tel Aviv,0,3,63,43,18,9,4,61,18
391,2022,5,Championship Round,Hapoel Jerusalem,0,4,45,5,12,9,10,35,30
392,2022,5,Championship Round,FC Ashdod,0,5,40,-1,10,10,11,38,39
393,2022,5,Championship Round,Maccabi Netanya,0,6,38,-13,10,8,13,37,50
394,2022,6,Championship Round,Maccabi Haifa,0,1,75,32,24,3,5,62,30
395,2022,6,Championship Round,Hapoel Beer Sheva,0,2,68,35,21,5,6,60,25
396,2022,6,Championship Round,Maccabi Tel Aviv,0,3,64,43,18,10,4,61,18
397,2022,6,Championship Round,Hapoel Jerusalem,0,4,45,4,12,9,11,36,32
398,2022,6,Championship Round,FC Ashdod,0,5,40,-2,10,10,12,39,41
399,2022,6,Championship Round,Maccabi Netanya,0,6,39,-13,10,9,13,37,50
400,2022,7,Championship Round,Maccabi Haifa,0,1,75,31,24,3,6,63,32
401,2022,7,Championship Round,Hapoel Beer Sheva,0,2,71,36,22,5,6,62,26
402,2022,7,Championship Round,Maccabi Tel Aviv,0,3,67,44,19,10,4,63,19
403,2022,7,Championship Round,Hapoel Jerusalem,0,4,45,3,12,9,12,37,34
404,2022,7,Championship Round,Maccabi Netanya,0,5,42,-11,11,9,13,39,50
405,2022,7,Championship Round,FC Ashdod,0,6,40,-4,10,10,13,39,43
406,2022,1,Relegation Round,Beitar Jerusalem,0,1,34,-8,10,4,13,40,48
407,2022,1,Relegation Round,Hapoel Haifa,0,2,31,-3,6,13,8,26,29
408,2022,1,Relegation Round,Ihud Bnei Sakhnin,0,3,31,-4,7,10,10,28,32
409,2022,1,Relegation Round,Hapoel Hadera,0,4,29,-16,6,11,10,27,43
410,2022,1,Relegation Round,Hapoel Tel Aviv,0,5,27,-15,6,9,12,29,44
411,2022,1,Relegation Round,Maccabi Bnei Reineh,1,6,25,-19,5,10,12,25,44
412,2022,1,Relegation Round,Ironi Kiryat Shmona,0,7,22,-12,3,13,11,28,40
413,2022,1,Relegation Round,Sekzia Ness Ziona,1,8,20,-22,4,8,15,25,47
414,2022,2,Relegation Round,Beitar Jerusalem,0,1,37,-6,11,4,13,42,48
415,2022,2,Relegation Round,Ihud Bnei Sakhnin,0,2,32,-4,7,11,10,30,34
416,2022,2,Relegation Round,Hapoel Haifa,0,3,31,-5,6,13,9,26,31
417,2022,2,Relegation Round,Hapoel Tel Aviv,0,4,30,-14,7,9,12,31,45
418,2022,2,Relegation Round,Hapoel Hadera,0,5,30,-16,6,12,10,28,44
419,2022,2,Relegation Round,Maccabi Bnei Reineh,1,6,26,-19,5,11,12,26,45
420,2022,2,Relegation Round,Ironi Kiryat Shmona,0,7,23,-12,3,14,11,30,42
421,2022,2,Relegation Round,Sekzia Ness Ziona,1,8,20,-23,4,8,16,26,49
422,2022,3,Relegation Round,Beitar Jerusalem,0,1,37,-7,11,4,14,45,52
423,2022,3,Relegation Round,Ihud Bnei Sakhnin,0,2,35,-3,8,11,10,34,37
424,2022,3,Relegation Round,Hapoel Haifa,0,3,34,-4,7,13,9,27,31
425,2022,3,Relegation Round,Hapoel Hadera,0,4,31,-16,6,13,10,29,45
426,2022,3,Relegation Round,Hapoel Tel Aviv,0,5,30,-15,7,9,13,31,46
427,2022,3,Relegation Round,Maccabi Bnei Reineh,1,6,29,-18,6,11,12,28,46
428,2022,3,Relegation Round,Ironi Kiryat Shmona,0,7,24,-12,3,15,11,31,43
429,2022,3,Relegation Round,Sekzia Ness Ziona,1,8,20,-24,4,8,17,27,51
430,2022,4,Relegation Round,Beitar Jerusalem,0,1,40,-6,12,4,14,47,53
431,2022,4,Relegation Round,Ihud Bnei Sakhnin,0,2,36,-3,8,12,10,36,39
432,2022,4,Relegation Round,Hapoel Haifa,0,3,35,-4,7,14,9,29,33
433,2022,4,Relegation Round,Maccabi Bnei Reineh,1,4,32,-17,7,11,12,30,47
434,2022,4,Relegation Round,Hapoel Hadera,0,5,31,-17,6,13,11,30,47
435,2022,4,Relegation Round,Hapoel Tel Aviv,0,6,30,-16,7,9,14,32,48
436,2022,4,Relegation Round,Ironi Kiryat Shmona,0,7,25,-12,3,16,11,32,44
437,2022,4,Relegation Round,Sekzia Ness Ziona,1,8,21,-24,4,9,17,28,52
438,2022,5,Relegation Round,Beitar Jerusalem,0,1,43,-4,13,4,14,50,54
439,2022,5,Relegation Round,Hapoel Haifa,0,2,38,-3,8,14,9,31,34
440,2022,5,Relegation Round,Ihud Bnei Sakhnin,0,3,36,-4,8,12,11,36,40
441,2022,5,Relegation Round,Hapoel Tel Aviv,0,4,33,-15,8,9,14,33,48
442,2022,5,Relegation Round,Maccabi Bnei Reineh,1,5,32,-19,7,11,13,31,50
443,2022,5,Relegation Round,Hapoel Hadera,0,6,31,-18,6,13,12,31,49
444,2022,5,Relegation Round,Ironi Kiryat Shmona,0,7,28,-10,4,16,11,35,45
445,2022,5,Relegation Round,Sekzia Ness Ziona,1,8,21,-26,4,9,18,29,55
446,2022,6,Relegation Round,Beitar Jerusalem,0,1,43,-5,13,4,15,50,55
447,2022,6,Relegation Round,Hapoel Haifa,0,2,38,-4,8,14,10,31,35
448,2022,6,Relegation Round,Ihud Bnei Sakhnin,0,3,36,-5,8,12,12,38,43
449,2022,6,Relegation Round,Maccabi Bnei Reineh,1,4,35,-18,8,11,13,32,50
450,2022,6,Relegation Round,Hapoel Tel Aviv,0,5,34,-15,8,10,14,35,50
451,2022,6,Relegation Round,Hapoel Hadera,0,6,34,-17,7,13,12,34,51
452,2022,6,Relegation Round,Ironi Kiryat Shmona,0,7,29,-10,4,17,11,37,47
453,2022,6,Relegation Round,Sekzia Ness Ziona,1,8,24,-25,5,9,18,30,55
