,season,round,round_type,team,promoted,team_pos,pts,g_difference,win,draw,lose,goals_for,goals_against
79,2022,6,Regular Season,Maccabi Bnei Reineh,1,10,6,-5,1,3,2,7,12
80,2022,6,Regular Season,Maccabi Netanya,0,11,5,-3,1,2,3,6,9
81,2022,6,Regular Season,Hapoel Tel Aviv,0,12,3,-6,1,0,5,8,14
82,2022,6,Regular Season,Sekzia Ness Ziona,1,13,3,-9,1,0,5,5,14
83,2022,6,Regular Season,Beitar Jerusalem,0,14,3,-11,1,0,5,6,17
84,2022,7,Regular Season,Maccabi Tel Aviv,0,1,16,18,5,1,1,21,3
85,2022,7,Regular Season,Maccabi Haifa,0,2,15,5,5,0,2,12,7
86,2022,7,Regular Season,Hapoel Jerusalem,0,3,14,8,4,2,1,13,5
87,2022,7,Regular Season,Hapoel Beer Sheva,0,4,13,6,4,1,2,15,9
88,2022,7,Regular Season,Ihud Bnei Sakhnin,0,5,13,4,4,1,2,8,4
89,2022,7,Regular Season,FC Ashdod,0,6,10,-1,2,4,1,6,7
90,2022,7,Regular Season,Hapoel Hadera,0,7,10,-4,2,4,1,8,12
91,2022,7,Regular Season,Maccabi Bnei Reineh,1,8,9,-4,2,3,2,8,12
92,2022,7,Regular Season,Hapoel Haifa,0,9,8,1,1,5,1,8,7
93,2022,7,Regular Season,Ironi Kiryat Shmona,0,10,8,0,1,5,1,8,8
94,2022,7,Regular Season,Maccabi Netanya,0,11,6,-3,1,3,3,7,10
95,2022,7,Regular Season,Sekzia Ness Ziona,1,12,4,-9,1,1,5,6,15
96,2022,7,Regular Season,Hapoel Tel Aviv,0,13,3,-9,1,0,6,8,17
97,2022,7,Regular Season,Beitar Jerusalem,0,14,3,-12,1,0,6,7,19
98,2022,8,Regular Season,Maccabi Tel Aviv,0,1,19,19,6,1,1,22,3
99,2022,8,Regular Season,Maccabi Haifa,0,2,18,6,6,0,2,13,7
100,2022,8,Regular Season,Hapoel Jerusalem,0,3,17,10,5,2,1,15,5
101,2022,8,Regular Season,Hapoel Beer Sheva,0,4,14,6,4,2,2,16,10
102,2022,8,Regular Season,Ihud Bnei Sakhnin,0,5,13,3,4,1,3,8,5
103,2022,8,Regular Season,FC Ashdod,0,6,13,3,3,4,1,10,7
104,2022,8,Regular Season,Hapoel Hadera,0,7,10,-5,2,4,2,8,13
105,2022,8,Regular Season,Maccabi Bnei Reineh,1,8,9,-6,2,3,3,8,14
106,2022,8,Regular Season,Ironi Kiryat Shmona,0,9,8,-2,1,5,2,8,10
107,2022,8,Regular Season,Hapoel Haifa,0,10,8,-3,1,5,2,8,11
108,2022,8,Regular Season,Maccabi Netanya,0,11,6,-5,1,3,4,7,12
109,2022,8,Regular Season,Hapoel Tel Aviv,0,12,6,-7,2,0,6,10,17
110,2022,8,Regular Season,Beitar Jerusalem,0,13,6,-10,2,0,6,9,19
111,2022,8,Regular Season,Sekzia Ness Ziona,1,14,5,-9,1,2,5,7,16
112,2022,9,Regular Season,Maccabi Tel Aviv,0,1,22,22,7,1,1,25,3
113,2022,9,Regular Season,Maccabi Haifa,0,2,21,7,7,0,2,16,9
114,2022,9,Regular Season,Hapoel Beer Sheva,0,3,17,9,5,2,2,20,11
