season,clubs_name,round,promoted,game,win,draw,lose,goals,g_difference,pts,team_pos
2012,FC Ashdod,1,0,Regular,1,0,0,2:00,2,3,0
2012,Ironi Kiryat Shmona,1,0,Regular,1,0,0,3:02,1,3,1
2012,Maccabi Tel Aviv,1,0,Regular,1,0,0,2:01,1,3,2
2012,Hapoel Tel Aviv,1,0,Regular,1,0,0,1:00,1,3,3
2012,Hapoel Acre,1,0,Regular,0,1,0,1:01,0,1,4
2012,Bnei Yehuda Tel Aviv,1,0,Regular,0,1,0,1:01,0,1,5
2012,Hapoel Haifa,1,0,Regular,0,1,0,0:00,0,1,6
2012,Hapoel Beer Sheva,1,0,Regular,0,1,0,0:00,0,1,7
2012,Ihud Bnei Sakhnin,1,0,Regular,0,1,0,0:00,0,1,8
2012,Maccabi Netanya,1,0,Regular,0,1,0,0:00,0,1,9
2012,Beitar Jerusalem,1,0,Regular,0,0,1,2:03,-1,0,10
2012,Maccabi Haifa,1,0,Regular,0,0,1,1:02,-1,0,11
2012,Hapoel Ramat Gan,1,1,Regular,0,0,1,0:01,-1,0,12
2012,Hapoel Ramat haSharon,1,0,Regular,0,0,1,0:02,-2,0,13
2012,FC Ashdod,2,0,Regular,2,0,0,5:01,4,6,0
2012,Ironi Kiryat Shmona,2,0,Regular,2,0,0,6:03,3,6,1
2012,Hapoel Tel Aviv,2,0,Regular,2,0,0,3:00,3,6,2
2012,Maccabi Tel Aviv,2,0,Regular,2,0,0,3:01,2,6,3
2012,Bnei Yehuda Tel Aviv,2,0,Regular,1,1,0,2:01,1,4,4
2012,Hapoel Ramat haSharon,2,0,Regular,1,0,1,3:03,0,3,5
2012,Hapoel Beer Sheva,2,0,Regular,0,2,0,1:01,0,2,6
2012,Beitar Jerusalem,2,0,Regular,0,1,1,3:04,-1,1,7
2012,Maccabi Netanya,2,0,Regular,0,1,1,0:01,-1,1,8
2012,Hapoel Acre,2,0,Regular,0,1,1,2:04,-2,1,9
2012,Ihud Bnei Sakhnin,2,0,Regular,0,1,1,1:03,-2,1,10
2012,Hapoel Haifa,2,0,Regular,0,1,1,0:02,-2,1,11
2012,Hapoel Ramat Gan,2,1,Regular,0,0,2,0:02,-2,0,12
2012,Maccabi Haifa,2,0,Regular,0,0,2,2:05,-3,0,13
2012,FC Ashdod,3,0,Regular,3,0,0,7:02,5,9,0
2012,Hapoel Tel Aviv,3,0,Regular,3,0,0,5:00,5,9,1
2012,Maccabi Tel Aviv,3,0,Regular,3,0,0,6:02,4,9,2
2012,Ironi Kiryat Shmona,3,0,Regular,2,0,1,6:04,2,6,3
2012,Hapoel Acre,3,0,Regular,1,1,1,7:05,2,4,4
2012,Hapoel Ramat haSharon,3,0,Regular,1,1,1,4:04,0,4,5
2012,Maccabi Netanya,3,0,Regular,1,1,1,1:01,0,4,6
2012,Bnei Yehuda Tel Aviv,3,0,Regular,1,1,1,2:03,-1,4,7
2012,Hapoel Beer Sheva,3,0,Regular,0,3,0,2:02,0,3,8
2012,Beitar Jerusalem,3,0,Regular,0,1,2,4:06,-2,1,9
2012,Hapoel Ramat Gan,3,1,Regular,0,1,2,1:03,-2,1,10
2012,Maccabi Haifa,3,0,Regular,0,1,2,3:06,-3,1,11
2012,Hapoel Haifa,3,0,Regular,0,1,2,1:05,-4,1,12
2012,Ihud Bnei Sakhnin,3,0,Regular,0,1,2,2:08,-6,1,13
2012,Maccabi Tel Aviv,4,0,Regular,4,0,0,10:02,8,12,0
2012,FC Ashdod,4,0,Regular,4,0,0,8:02,6,12,1
2012,Hapoel Tel Aviv,4,0,Regular,3,0,1,5:01,4,9,2
2012,Hapoel Acre,4,0,Regular,2,1,1,8:05,3,7,3
2012,Bnei Yehuda Tel Aviv,4,0,Regular,2,1,1,5:04,1,7,4
2012,Hapoel Ramat haSharon,4,0,Regular,2,1,1,5:04,1,7,5
2012,Maccabi Netanya,4,0,Regular,2,1,1,3:02,1,7,6
2012,Ironi Kiryat Shmona,4,0,Regular,2,0,2,6:08,-2,6,7
2012,Hapoel Ramat Gan,4,1,Regular,1,1,2,4:04,0,4,8
2012,Hapoel Beer Sheva,4,0,Regular,0,3,1,3:04,-1,3,9
2012,Beitar Jerusalem,4,0,Regular,0,1,3,4:07,-3,1,10
2012,Maccabi Haifa,4,0,Regular,0,1,3,3:07,-4,1,11
2012,Hapoel Haifa,4,0,Regular,0,1,3,2:08,-6,1,12
2012,Ihud Bnei Sakhnin,4,0,Regular,0,1,3,3:11,-8,1,13
2012,FC Ashdod,5,0,Regular,5,0,0,11:02,9,15,0
2012,Maccabi Tel Aviv,5,0,Regular,4,0,1,11:05,6,12,1
2012,Hapoel Tel Aviv,5,0,Regular,4,0,1,6:01,5,12,2
2012,Hapoel Acre,5,0,Regular,2,2,1,8:05,3,8,3
2012,Bnei Yehuda Tel Aviv,5,0,Regular,2,2,1,7:06,1,8,4
2012,Hapoel Ramat haSharon,5,0,Regular,2,2,1,7:06,1,8,5
2012,Ironi Kiryat Shmona,5,0,Regular,2,1,2,7:09,-2,7,6
2012,Maccabi Netanya,5,0,Regular,2,1,2,3:05,-2,7,7
2012,Hapoel Beer Sheva,5,0,Regular,1,3,1,6:05,1,6,8
2012,Hapoel Ramat Gan,5,1,Regular,1,2,2,6:06,0,5,9
2012,Beitar Jerusalem,5,0,Regular,0,2,3,6:09,-3,2,10
2012,Maccabi Haifa,5,0,Regular,0,2,3,3:07,-4,2,11
2012,Hapoel Haifa,5,0,Regular,0,2,3,3:09,-6,2,12
2012,Ihud Bnei Sakhnin,5,0,Regular,0,1,4,3:12,-9,1,13
2012,FC Ashdod,6,0,Regular,5,0,1,12:04,8,15,0
2012,Maccabi Tel Aviv,6,0,Regular,5,0,1,13:06,7,15,1
2012,Hapoel Tel Aviv,6,0,Regular,4,0,2,8:04,4,12,2
2012,Hapoel Acre,6,0,Regular,3,2,1,11:06,5,11,3
2012,Hapoel Ramat haSharon,6,0,Regular,3,2,1,9:06,3,11,4
2012,Bnei Yehuda Tel Aviv,6,0,Regular,2,3,1,9:08,1,9,5
2012,Ironi Kiryat Shmona,6,0,Regular,2,2,2,8:10,-2,8,6
2012,Hapoel Beer Sheva,6,0,Regular,1,4,1,7:06,1,7,7
2012,Maccabi Netanya,6,0,Regular,2,1,3,4:08,-4,7,8
2012,Beitar Jerusalem,6,0,Regular,1,2,3,9:11,-2,5,9
2012,Hapoel Ramat Gan,6,1,Regular,1,2,3,6:08,-2,5,10
2012,Maccabi Haifa,6,0,Regular,1,2,3,5:07,-2,5,11
2012,Hapoel Haifa,6,0,Regular,0,2,4,3:11,-8,2,12
2012,Ihud Bnei Sakhnin,6,0,Regular,0,2,4,5:14,-9,2,13
2012,FC Ashdod,7,0,Regular,6,0,1,14:04,10,18,0
2012,Maccabi Tel Aviv,7,0,Regular,6,0,1,15:06,9,18,1
2012,Hapoel Tel Aviv,7,0,Regular,5,0,2,11:04,7,15,2
2012,Hapoel Acre,7,0,Regular,3,2,2,11:08,3,11,3
2012,Hapoel Ramat haSharon,7,0,Regular,3,2,2,10:09,1,11,4
2012,Bnei Yehuda Tel Aviv,7,0,Regular,2,3,2,10:10,0,9,5
2012,Hapoel Beer Sheva,7,0,Regular,1,5,1,7:06,1,8,6
2012,Beitar Jerusalem,7,0,Regular,2,2,3,11:12,-1,8,7
2012,Ironi Kiryat Shmona,7,0,Regular,2,2,3,8:12,-4,8,8
2012,Maccabi Netanya,7,0,Regular,2,2,3,5:09,-4,8,9
2012,Hapoel Ramat Gan,7,1,Regular,1,3,3,7:09,-2,6,10
2012,Maccabi Haifa,7,0,Regular,1,2,4,5:10,-5,5,11
2012,Ihud Bnei Sakhnin,7,0,Regular,1,2,4,8:15,-7,5,12
2012,Hapoel Haifa,7,0,Regular,0,3,4,3:11,-8,3,13
2012,Maccabi Tel Aviv,8,0,Regular,7,0,1,18:07,11,21,0
2012,FC Ashdod,8,0,Regular,6,1,1,14:04,10,19,1
2012,Hapoel Tel Aviv,8,0,Regular,5,0,3,12:06,6,15,2
2012,Hapoel Acre,8,0,Regular,3,2,3,11:09,2,11,3
2012,Beitar Jerusalem,8,0,Regular,3,2,3,12:12,0,11,4
2012,Hapoel Ramat haSharon,8,0,Regular,3,2,3,10:10,0,11,5
2012,Ironi Kiryat Shmona,8,0,Regular,3,2,3,9:12,-3,11,6
2012,Maccabi Netanya,8,0,Regular,3,2,3,7:10,-3,11,7
2012,Bnei Yehuda Tel Aviv,8,0,Regular,2,4,2,11:11,0,10,8
2012,Hapoel Beer Sheva,8,0,Regular,1,6,1,7:06,1,9,9
2012,Ihud Bnei Sakhnin,8,0,Regular,2,2,4,10:15,-5,8,10
2012,Hapoel Ramat Gan,8,1,Regular,1,3,4,8:12,-4,6,11
2012,Maccabi Haifa,8,0,Regular,1,3,4,6:11,-5,6,12
2012,Hapoel Haifa,8,0,Regular,0,3,5,3:13,-10,3,13
2012,Maccabi Tel Aviv,9,0,Regular,7,0,2,18:08,10,21,0
2012,FC Ashdod,9,0,Regular,6,1,2,15:06,9,19,1
2012,Hapoel Tel Aviv,9,0,Regular,6,0,3,13:06,7,18,2
2012,Bnei Yehuda Tel Aviv,9,0,Regular,3,4,2,14:11,3,13,3
2012,Hapoel Acre,9,0,Regular,3,3,3,13:11,2,12,4
2012,Beitar Jerusalem,9,0,Regular,3,3,3,13:13,0,12,5
2012,Hapoel Ramat haSharon,9,0,Regular,3,3,3,11:11,0,12,6
2012,Ironi Kiryat Shmona,9,0,Regular,3,3,3,10:13,-3,12,7
2012,Maccabi Netanya,9,0,Regular,3,2,4,7:13,-6,11,8
2012,Hapoel Beer Sheva,9,0,Regular,1,7,1,9:08,1,10,9
2012,Ihud Bnei Sakhnin,9,0,Regular,2,3,4,11:16,-5,9,10
2012,Hapoel Ramat Gan,9,1,Regular,1,4,4,9:13,-4,7,11
2012,Maccabi Haifa,9,0,Regular,1,4,4,7:12,-5,7,12
2012,Hapoel Haifa,9,0,Regular,1,3,5,5:14,-9,6,13
2012,FC Ashdod,10,0,Regular,7,1,2,17:06,11,22,0
2012,Maccabi Tel Aviv,10,0,Regular,7,0,3,18:09,9,21,1
2012,Hapoel Tel Aviv,10,0,Regular,7,0,3,14:06,8,21,2
2012,Bnei Yehuda Tel Aviv,10,0,Regular,4,4,2,15:11,4,16,3
2012,Beitar Jerusalem,10,0,Regular,4,3,3,16:13,3,15,4
2012,Hapoel Ramat haSharon,10,0,Regular,4,3,3,13:12,1,15,5
2012,Hapoel Beer Sheva,10,0,Regular,2,7,1,12:10,2,13,6
2012,Hapoel Acre,10,0,Regular,3,3,4,13:13,0,12,7
2012,Ironi Kiryat Shmona,10,0,Regular,3,3,4,10:14,-4,12,8
2012,Maccabi Netanya,10,0,Regular,3,2,5,8:15,-7,11,9
2012,Ihud Bnei Sakhnin,10,0,Regular,2,4,4,11:16,-5,10,10
2012,Maccabi Haifa,10,0,Regular,1,5,4,7:12,-5,8,11
2012,Hapoel Ramat Gan,10,1,Regular,1,4,5,11:16,-5,7,12
2012,Hapoel Haifa,10,0,Regular,1,3,6,5:17,-12,6,13
2012,FC Ashdod,11,0,Regular,8,1,2,18:06,12,25,0
2012,Hapoel Tel Aviv,11,0,Regular,8,0,3,18:07,11,24,1
2012,Maccabi Tel Aviv,11,0,Regular,8,0,3,22:12,10,24,2
2012,Bnei Yehuda Tel Aviv,11,0,Regular,4,4,3,15:13,2,16,3
2012,Beitar Jerusalem,11,0,Regular,4,3,4,17:15,2,15,4
2012,Hapoel Ramat haSharon,11,0,Regular,4,3,4,16:16,0,15,5
2012,Ironi Kiryat Shmona,11,0,Regular,4,3,4,12:14,-2,15,6
2012,Hapoel Acre,11,0,Regular,3,4,4,13:13,0,13,7
2012,Hapoel Beer Sheva,11,0,Regular,2,7,2,13:14,-1,13,8
2012,Maccabi Netanya,11,0,Regular,3,3,5,8:15,-7,12,9
2012,Maccabi Haifa,11,0,Regular,2,5,4,9:13,-4,11,10
2012,Ihud Bnei Sakhnin,11,0,Regular,2,5,4,11:16,-5,11,11
2012,Hapoel Ramat Gan,11,1,Regular,1,4,6,11:17,-6,7,12
2012,Hapoel Haifa,11,0,Regular,1,4,6,5:17,-12,7,13
2012,Maccabi Tel Aviv,12,0,Regular,9,0,3,26:12:00,14,27,0
2012,Hapoel Tel Aviv,12,0,Regular,9,0,3,20:08,12,27,1
2012,FC Ashdod,12,0,Regular,8,1,3,19:08,11,25,2
2012,Beitar Jerusalem,12,0,Regular,5,3,4,20:17,3,18,3
2012,Ironi Kiryat Shmona,12,0,Regular,5,3,4,14:14,0,18,4
2012,Bnei Yehuda Tel Aviv,12,0,Regular,4,4,4,15:14,1,16,5
2012,Hapoel Beer Sheva,12,0,Regular,3,7,2,14:14,0,16,6
2012,Hapoel Ramat haSharon,12,0,Regular,4,3,5,16:18,-2,15,7
2012,Maccabi Haifa,12,0,Regular,3,5,4,12:13,-1,14,8
2012,Hapoel Acre,12,0,Regular,3,4,5,13:16,-3,13,9
2012,Maccabi Netanya,12,0,Regular,3,3,6,10:18,-8,12,10
2012,Ihud Bnei Sakhnin,12,0,Regular,2,5,5,11:20,-9,11,11
2012,Hapoel Ramat Gan,12,1,Regular,2,4,6,14:17,-3,10,12
2012,Hapoel Haifa,12,0,Regular,1,4,7,5:20,-15,7,13
2012,Maccabi Tel Aviv,13,0,Regular,9,1,3,27:13:00,14,28,0
2012,Hapoel Tel Aviv,13,0,Regular,9,1,3,20:08,12,28,1
2012,FC Ashdod,13,0,Regular,8,1,4,19:10,9,25,2
2012,Ironi Kiryat Shmona,13,0,Regular,6,3,4,17:15,2,21,3
2012,Beitar Jerusalem,13,0,Regular,5,4,4,21:18,3,19,4
2012,Bnei Yehuda Tel Aviv,13,0,Regular,5,4,4,17:14,3,19,5
2012,Hapoel Beer Sheva,13,0,Regular,4,7,2,15:14,1,19,6
2012,Maccabi Haifa,13,0,Regular,4,5,4,13:13,0,17,7
2012,Hapoel Ramat haSharon,13,0,Regular,4,3,6,16:19,-3,15,8
2012,Hapoel Acre,13,0,Regular,3,5,5,13:16,-3,14,9
2012,Maccabi Netanya,13,0,Regular,3,3,7,10:19,-9,12,10
2012,Hapoel Ramat Gan,13,1,Regular,2,5,6,15:18,-3,11,11
2012,Ihud Bnei Sakhnin,13,0,Regular,2,5,6,12:23,-11,11,12
2012,Hapoel Haifa,13,0,Regular,1,5,7,6:21,-15,8,13
2012,Hapoel Tel Aviv,14,0,Regular,9,2,3,22:10,12,29,0
2012,Maccabi Tel Aviv,14,0,Regular,9,1,4,27:14:00,13,28,1
2012,FC Ashdod,14,0,Regular,8,1,5,19:11,8,25,2
2012,Bnei Yehuda Tel Aviv,14,0,Regular,6,4,4,19:15,4,22,3
2012,Ironi Kiryat Shmona,14,0,Regular,6,4,4,19:17,2,22,4
2012,Beitar Jerusalem,14,0,Regular,5,5,4,23:20,3,20,5
2012,Maccabi Haifa,14,0,Regular,5,5,4,14:13,1,20,6
2012,Hapoel Beer Sheva,14,0,Regular,4,7,3,17:17,0,19,7
2012,Hapoel Ramat haSharon,14,0,Regular,5,3,6,17:19,-2,18,8
2012,Hapoel Acre,14,0,Regular,3,5,6,14:18,-4,14,9
2012,Ihud Bnei Sakhnin,14,0,Regular,3,5,6,15:25,-10,14,10
2012,Maccabi Netanya,14,0,Regular,3,4,7,10:19,-9,13,11
2012,Hapoel Ramat Gan,14,1,Regular,2,6,6,17:20,-3,12,12
2012,Hapoel Haifa,14,0,Regular,1,6,7,6:21,-15,9,13
2012,Maccabi Tel Aviv,15,0,Regular,10,1,4,29:15:00,14,31,0
2012,Hapoel Tel Aviv,15,0,Regular,9,3,3,24:12:00,12,30,1
2012,FC Ashdod,15,0,Regular,8,1,6,20:13,7,25,2
2012,Ironi Kiryat Shmona,15,0,Regular,6,5,4,19:17,2,23,3
2012,Bnei Yehuda Tel Aviv,15,0,Regular,6,4,5,19:16,3,22,4
2012,Beitar Jerusalem,15,0,Regular,5,6,4,23:20,3,21,5
2012,Maccabi Haifa,15,0,Regular,5,6,4,14:13,1,21,6
2012,Hapoel Ramat haSharon,15,0,Regular,6,3,6,19:19,0,21,7
2012,Hapoel Beer Sheva,15,0,Regular,4,8,3,17:17,0,20,8
2012,Ihud Bnei Sakhnin,15,0,Regular,4,5,6,17:26,-9,17,9
2012,Hapoel Ramat Gan,15,1,Regular,3,6,6,18:20,-2,15,10
2012,Hapoel Acre,15,0,Regular,3,5,7,14:20,-6,14,11
2012,Maccabi Netanya,15,0,Regular,3,4,8,11:21,-10,13,12
2012,Hapoel Haifa,15,0,Regular,1,7,7,8:23,-15,10,13
2012,Maccabi Tel Aviv,16,0,Regular,11,1,4,35:17:00,18,34,0
2012,Hapoel Tel Aviv,16,0,Regular,9,3,4,25:14:00,11,30,1
2012,FC Ashdod,16,0,Regular,8,2,6,21:14,7,26,2
2012,Ironi Kiryat Shmona,16,0,Regular,7,5,4,23:20,3,26,3
2012,Bnei Yehuda Tel Aviv,16,0,Regular,7,4,5,21:17,4,25,4
2012,Maccabi Haifa,16,0,Regular,6,6,4,16:13,3,24,5
2012,Hapoel Ramat haSharon,16,0,Regular,7,3,6,20:19,1,24,6
2012,Beitar Jerusalem,16,0,Regular,5,7,4,24:21:00,3,22,7
2012,Hapoel Beer Sheva,16,0,Regular,4,8,4,17:19,-2,20,8
2012,Ihud Bnei Sakhnin,16,0,Regular,5,5,6,19:27,-8,20,9
2012,Hapoel Ramat Gan,16,1,Regular,3,6,7,18:21,-3,15,10
2012,Hapoel Acre,16,0,Regular,3,5,8,15:22,-7,14,11
2012,Maccabi Netanya,16,0,Regular,3,4,9,14:25,-11,13,12
2012,Hapoel Haifa,16,0,Regular,1,7,8,10:29,-19,10,13
2012,Maccabi Tel Aviv,17,0,Regular,11,2,4,35:17:00,18,35,0
2012,Hapoel Tel Aviv,17,0,Regular,10,3,4,26:14:00,12,33,1
2012,Maccabi Haifa,17,0,Regular,7,6,4,20:14,6,27,2
2012,Ironi Kiryat Shmona,17,0,Regular,7,6,4,23:20,3,27,3
2012,FC Ashdod,17,0,Regular,8,2,7,22:18,4,26,4
2012,Beitar Jerusalem,17,0,Regular,6,7,4,27:23:00,4,25,5
2012,Bnei Yehuda Tel Aviv,17,0,Regular,7,4,6,22:19,3,25,6
2012,Hapoel Ramat haSharon,17,0,Regular,7,3,7,20:20,0,24,7
2012,Hapoel Beer Sheva,17,0,Regular,4,8,5,18:22,-4,20,8
2012,Ihud Bnei Sakhnin,17,0,Regular,5,5,7,20:29,-9,20,9
2012,Hapoel Ramat Gan,17,1,Regular,4,6,7,20:22,-2,18,10
2012,Maccabi Netanya,17,0,Regular,4,4,9,17:26,-9,16,11
2012,Hapoel Acre,17,0,Regular,3,5,9,17:25,-8,14,12
2012,Hapoel Haifa,17,0,Regular,2,7,8,12:30,-18,13,13
2012,Maccabi Tel Aviv,18,0,Regular,12,2,4,40:17:00,23,38,0
2012,Hapoel Tel Aviv,18,0,Regular,11,3,4,29:14:00,15,36,1
2012,Maccabi Haifa,18,0,Regular,8,6,4,23:15,8,30,2
2012,Beitar Jerusalem,18,0,Regular,7,7,4,30:25:00,5,28,3
2012,Ironi Kiryat Shmona,18,0,Regular,7,7,4,24:21:00,3,28,4
2012,Hapoel Ramat haSharon,18,0,Regular,8,3,7,22:21,1,27,5
2012,FC Ashdod,18,0,Regular,8,2,8,22:20,2,26,6
2012,Bnei Yehuda Tel Aviv,18,0,Regular,7,4,7,23:21,2,25,7
2012,Hapoel Beer Sheva,18,0,Regular,4,8,6,18:27,-9,20,8
2012,Ihud Bnei Sakhnin,18,0,Regular,5,5,8,20:32,-12,20,9
2012,Maccabi Netanya,18,0,Regular,5,4,9,19:26,-7,19,10
2012,Hapoel Ramat Gan,18,1,Regular,4,6,8,22:25,-3,18,11
2012,Hapoel Acre,18,0,Regular,3,5,10,18:28,-10,14,12
2012,Hapoel Haifa,18,0,Regular,2,8,8,13:31,-18,14,13
2012,Maccabi Tel Aviv,19,0,Regular,12,2,5,40:18:00,22,38,0
2012,Hapoel Tel Aviv,19,0,Regular,11,3,5,29:16:00,13,36,1
2012,Maccabi Haifa,19,0,Regular,9,6,4,26:15:00,11,33,2
2012,Beitar Jerusalem,19,0,Regular,8,7,4,32:25:00,7,31,3
2012,FC Ashdod,19,0,Regular,9,2,8,23:20,3,29,4
2012,Ironi Kiryat Shmona,19,0,Regular,7,7,5,24:22:00,2,28,5
2012,Hapoel Ramat haSharon,19,0,Regular,8,3,8,22:24,-2,27,6
2012,Bnei Yehuda Tel Aviv,19,0,Regular,7,5,7,23:21,2,26,7
2012,Hapoel Beer Sheva,19,0,Regular,5,8,6,19:27,-8,23,8
2012,Ihud Bnei Sakhnin,19,0,Regular,5,6,8,20:32,-12,21,9
2012,Maccabi Netanya,19,0,Regular,5,5,9,23:30,-7,20,10
2012,Hapoel Ramat Gan,19,1,Regular,4,6,9,22:28,-6,18,11
2012,Hapoel Haifa,19,0,Regular,3,8,8,16:31,-15,17,12
2012,Hapoel Acre,19,0,Regular,3,6,10,22:32,-10,15,13
2012,Maccabi Tel Aviv,20,0,Regular,13,2,5,44:18:00,26,41,0
2012,Maccabi Haifa,20,0,Regular,10,6,4,29:15:00,14,36,1
2012,Hapoel Tel Aviv,20,0,Regular,11,3,6,29:19:00,10,36,2
2012,Beitar Jerusalem,20,0,Regular,8,7,5,32:26:00,6,31,3
2012,FC Ashdod,20,0,Regular,9,3,8,23:20,3,30,4
2012,Hapoel Ramat haSharon,20,0,Regular,9,3,8,26:24:00,2,30,5
2012,Bnei Yehuda Tel Aviv,20,0,Regular,8,5,7,24:21:00,3,29,6
2012,Ironi Kiryat Shmona,20,0,Regular,7,8,5,24:22:00,2,29,7
2012,Hapoel Beer Sheva,20,0,Regular,6,8,6,21:28,-7,26,8
2012,Maccabi Netanya,20,0,Regular,5,6,9,24:31:00,-7,21,9
2012,Ihud Bnei Sakhnin,20,0,Regular,5,6,9,20:36,-16,21,10
2012,Hapoel Ramat Gan,20,1,Regular,4,7,9,23:29,-6,19,11
2012,Hapoel Haifa,20,0,Regular,3,8,9,17:33,-16,17,12
2012,Hapoel Acre,20,0,Regular,3,6,11,22:36,-14,15,13
2012,Maccabi Tel Aviv,21,0,Regular,14,2,5,45:18:00,27,44,0
2012,Maccabi Haifa,21,0,Regular,10,6,5,29:17:00,12,36,1
2012,Hapoel Tel Aviv,21,0,Regular,11,3,7,29:22:00,7,36,2
2012,Hapoel Ramat haSharon,21,0,Regular,10,3,8,27:24:00,3,33,3
2012,Bnei Yehuda Tel Aviv,21,0,Regular,9,5,7,26:21:00,5,32,4
2012,Beitar Jerusalem,21,0,Regular,8,7,6,32:27:00,5,31,5
2012,Ironi Kiryat Shmona,21,0,Regular,7,9,5,25:23:00,2,30,6
2012,FC Ashdod,21,0,Regular,9,3,9,23:21,2,30,7
2012,Hapoel Beer Sheva,21,0,Regular,7,8,6,22:28,-6,29,8
2012,Maccabi Netanya,21,0,Regular,6,6,9,27:31:00,-4,24,9
2012,Ihud Bnei Sakhnin,21,0,Regular,6,6,9,23:37,-14,24,10
2012,Hapoel Ramat Gan,21,1,Regular,4,7,10,23:30,-7,19,11
2012,Hapoel Haifa,21,0,Regular,3,8,10,18:36,-18,17,12
2012,Hapoel Acre,21,0,Regular,3,7,11,23:37,-14,16,13
2012,Maccabi Tel Aviv,22,0,Regular,15,2,5,49:18:00,31,47,0
2012,Maccabi Haifa,22,0,Regular,11,6,5,33:17:00,16,39,1
2012,Hapoel Tel Aviv,22,0,Regular,11,3,8,29:26:00,3,36,2
2012,Bnei Yehuda Tel Aviv,22,0,Regular,10,5,7,31:24:00,7,35,3
2012,Ironi Kiryat Shmona,22,0,Regular,8,9,5,28:24:00,4,33,4
2012,Hapoel Ramat haSharon,22,0,Regular,10,3,9,27:28:00,-1,33,5
2012,Beitar Jerusalem,22,0,Regular,8,8,6,34:29:00,5,32,6
2012,FC Ashdod,22,0,Regular,9,4,9,24:22:00,2,31,7
2012,Hapoel Beer Sheva,22,0,Regular,7,9,6,22:28,-6,30,8
2012,Ihud Bnei Sakhnin,22,0,Regular,6,7,9,25:39:00,-14,25,9
2012,Maccabi Netanya,22,0,Regular,6,6,10,30:36:00,-6,24,10
2012,Hapoel Ramat Gan,22,1,Regular,4,7,11,24:33:00,-9,19,11
2012,Hapoel Haifa,22,0,Regular,3,9,10,19:37,-18,18,12
2012,Hapoel Acre,22,0,Regular,3,8,11,23:37,-14,17,13
2012,Maccabi Tel Aviv,23,0,Regular,16,2,5,52:20:00,32,50,0
2012,Maccabi Haifa,23,0,Regular,12,6,5,34:17:00,17,42,1
2012,Hapoel Tel Aviv,23,0,Regular,11,4,8,30:27:00,3,37,2
2012,Bnei Yehuda Tel Aviv,23,0,Regular,10,5,8,33:27:00,6,35,3
2012,Ironi Kiryat Shmona,23,0,Regular,8,10,5,29:25:00,4,34,4
2012,Hapoel Ramat haSharon,23,0,Regular,10,4,9,27:28:00,-1,34,5
2012,Beitar Jerusalem,23,0,Regular,8,8,7,34:32:00,2,32,6
2012,FC Ashdod,23,0,Regular,9,4,10,25:25:00,0,31,7
2012,Hapoel Beer Sheva,23,0,Regular,7,9,7,22:31,-9,30,8
2012,Maccabi Netanya,23,0,Regular,6,7,10,30:36:00,-6,25,9
2012,Ihud Bnei Sakhnin,23,0,Regular,6,7,10,25:40:00,-15,25,10
2012,Hapoel Ramat Gan,23,1,Regular,5,7,11,27:33:00,-6,22,11
2012,Hapoel Haifa,23,0,Regular,4,9,10,22:37,-15,21,12
2012,Hapoel Acre,23,0,Regular,4,8,11,26:38:00,-12,20,13
2012,Maccabi Tel Aviv,24,0,Regular,17,2,5,53:20:00,33,53,0
2012,Maccabi Haifa,24,0,Regular,13,6,5,38:18:00,20,45,1
2012,Hapoel Tel Aviv,24,0,Regular,12,4,8,32:28:00,4,40,2
2012,Ironi Kiryat Shmona,24,0,Regular,9,10,5,31:25:00,6,37,3
2012,Bnei Yehuda Tel Aviv,24,0,Regular,10,5,9,33:29:00,4,35,4
2012,Hapoel Ramat haSharon,24,0,Regular,10,4,10,27:29:00,-2,34,5
2012,Beitar Jerusalem,24,0,Regular,8,8,8,35:36:00,-1,32,6
2012,FC Ashdod,24,0,Regular,9,4,11,27:28:00,-1,31,7
2012,Hapoel Beer Sheva,24,0,Regular,7,9,8,23:33,-10,30,8
2012,Maccabi Netanya,24,0,Regular,6,8,10,30:36:00,-6,26,9
2012,Ihud Bnei Sakhnin,24,0,Regular,6,8,10,25:40:00,-15,26,10
2012,Hapoel Ramat Gan,24,1,Regular,6,7,11,30:35:00,-5,25,11
2012,Hapoel Haifa,24,0,Regular,5,9,10,25:38:00,-13,24,12
2012,Hapoel Acre,24,0,Regular,4,8,12,27:41:00,-14,20,13
2012,Maccabi Tel Aviv,25,0,Regular,18,2,5,56:20:00,36,56,0
2012,Maccabi Haifa,25,0,Regular,13,7,5,39:19:00,20,46,1
2012,Hapoel Tel Aviv,25,0,Regular,12,5,8,33:29:00,4,41,2
2012,Ironi Kiryat Shmona,25,0,Regular,10,10,5,32:25:00,7,40,3
2012,Bnei Yehuda Tel Aviv,25,0,Regular,11,5,9,34:29:00,5,38,4
2012,Hapoel Ramat haSharon,25,0,Regular,10,4,11,27:30:00,-3,34,5
2012,Beitar Jerusalem,25,0,Regular,8,9,8,36:37:00,-1,33,6
2012,FC Ashdod,25,0,Regular,9,5,11,28:29:00,-1,32,7
2012,Hapoel Beer Sheva,25,0,Regular,7,9,9,23:34,-11,30,8
2012,Maccabi Netanya,25,0,Regular,6,9,10,31:37:00,-6,27,9
2012,Ihud Bnei Sakhnin,25,0,Regular,6,8,11,25:43:00,-18,26,10
2012,Hapoel Ramat Gan,25,1,Regular,6,7,12,31:37:00,-6,25,11
